Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,gamelog_url
2007-08,27.0,PHI,NBA,PF,6.0,0.0,148.0,11.4,0.561,0.0,0.923,13.0,27.3,19.9,3.6,1.9,0.0,26.2,15.7,0.0,0.2,0.2,0.057,-3.0,0.5,-2.5,0.0,,evansre01,
2008-09,28.0,PHI,NBA,PF,5.0,0.0,36.0,5.5,0.325,0.0,0.444,7.1,27.5,17.5,0.0,4.5,0.0,15.7,17.2,-0.1,0.1,0.0,-0.06,-5.4,0.4,-5.0,0.0,,evansre01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evansre01,
2011-12,31.0,LAC,NBA,PF,11.0,0.0,198.0,11.5,0.506,0.0,2.667,12.5,37.1,24.8,0.8,2.5,2.4,21.6,10.1,0.1,0.3,0.4,0.097,-2.1,1.0,-1.0,0.0,,evansre01,
2012-13,32.0,BRK,NBA,PF,7.0,7.0,209.0,12.3,0.517,0.0,0.783,9.0,40.8,24.6,4.2,1.8,0.7,16.3,8.3,0.2,0.4,0.5,0.125,-1.0,1.2,0.2,0.1,,evansre01,
1954-55,22.0,ROC,NBA,C,3.0,,28.0,13.4,0.519,,0.071,,,,0.0,,,,,0.1,0.1,0.1,0.23,,,,,,spoelar01,
1998-99,24.0,ATL,NBA,PG,9.0,0.0,111.0,5.4,0.359,0.069,0.345,3.2,6.9,5.0,17.2,0.5,0.7,13.0,16.9,-0.1,0.0,-0.1,-0.039,-4.4,-2.0,-6.3,-0.1,,johnsan02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johnsan02,
2001-02,27.0,NJN,NBA,SG,19.0,0.0,161.0,8.8,0.432,0.189,0.208,1.3,8.6,4.9,21.2,1.9,0.0,12.2,18.2,0.0,0.1,0.1,0.028,-4.5,0.8,-3.7,-0.1,,johnsan02,
2002-03,28.0,NJN,NBA,PG,17.0,0.0,122.0,13.9,0.624,0.194,0.194,2.7,8.8,5.7,27.7,0.9,0.0,19.2,15.5,0.2,0.1,0.4,0.151,0.8,2.1,2.8,0.1,,johnsan02,
2003-04,29.0,IND,NBA,PG,16.0,0.0,332.0,10.9,0.464,0.29,0.319,2.4,9.3,5.8,18.2,2.2,1.0,12.3,13.0,0.3,0.5,0.8,0.109,-1.9,2.5,0.5,0.2,,johnsan02,
2004-05,30.0,IND,NBA,PG,13.0,4.0,316.0,13.5,0.49,0.299,0.468,1.5,12.8,7.1,40.9,2.3,1.3,21.2,18.1,0.0,0.6,0.6,0.089,0.3,1.6,1.9,0.3,,johnsan02,
2005-06,31.0,IND,NBA,PG,6.0,6.0,242.0,19.6,0.591,0.23,0.379,4.4,11.0,7.9,27.6,1.4,0.0,12.1,23.4,0.6,0.2,0.8,0.152,4.0,0.1,4.1,0.4,,johnsan02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johnsan02,
2008-09,34.0,ORL,NBA,PG,19.0,1.0,280.0,10.0,0.441,0.353,0.212,3.2,8.5,5.8,23.4,2.1,0.0,11.4,18.1,0.0,0.3,0.3,0.047,-1.9,1.2,-0.7,0.1,,johnsan02,
2009-10,35.0,ORL,NBA,PG,1.0,0.0,5.0,24.9,0.5,0.5,0.0,0.0,0.0,0.0,83.7,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.31,7.8,3.3,11.1,0.0,,johnsan02,
1977-78,22.0,POR,NBA,SG,4.0,,35.0,7.2,0.5,,0.0,3.3,12.1,7.9,11.2,1.4,0.0,20.0,6.2,0.0,0.0,0.1,0.071,-0.8,1.0,0.2,0.0,,dunntr01,
1978-79,23.0,POR,NBA,SG,3.0,,52.0,10.7,0.455,,0.0,4.0,8.7,6.2,10.6,4.6,0.0,8.3,9.5,0.0,0.1,0.1,0.107,-1.0,2.0,1.0,0.0,,dunntr01,
1979-80,24.0,POR,NBA,SG,3.0,,24.0,9.7,0.338,0.0,0.25,4.6,14.7,9.5,21.9,2.1,0.0,10.1,17.7,0.0,0.0,0.0,0.004,-2.2,1.1,-1.1,0.0,,dunntr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dunntr01,
1981-82,26.0,DEN,NBA,SG,3.0,,81.0,14.7,0.575,0.0,0.615,13.2,11.3,12.3,13.3,4.5,0.6,23.2,10.3,0.1,0.1,0.2,0.114,0.8,3.2,4.0,0.1,,dunntr01,
1982-83,27.0,DEN,NBA,SG,8.0,,300.0,8.1,0.46,0.0,0.195,8.5,17.2,12.7,7.4,1.8,0.5,23.9,7.6,0.0,0.2,0.2,0.032,-2.3,1.0,-1.3,0.1,,dunntr01,
1983-84,28.0,DEN,NBA,SG,5.0,,178.0,10.5,0.588,0.0,0.28,12.4,12.6,12.5,4.9,2.5,1.3,22.2,8.0,0.2,0.1,0.3,0.068,-1.1,1.3,0.1,0.1,,dunntr01,
1984-85,29.0,DEN,NBA,SG,15.0,15.0,371.0,9.0,0.463,0.0,0.292,7.3,10.3,8.7,10.1,2.9,0.5,12.0,8.4,0.2,0.4,0.6,0.084,-1.7,1.5,-0.3,0.2,,dunntr01,
1985-86,30.0,DEN,NBA,SG,10.0,10.0,276.0,9.0,0.47,0.0,0.304,7.7,12.3,9.9,5.8,2.7,0.0,5.4,8.0,0.2,0.3,0.5,0.094,-2.6,1.7,-1.0,0.1,,dunntr01,
1986-87,31.0,DEN,NBA,SG,3.0,0.0,22.0,3.4,0.25,0.0,0.0,4.0,10.2,6.7,10.4,2.0,2.5,20.0,8.5,0.0,0.0,0.0,-0.108,-6.3,0.7,-5.6,0.0,,dunntr01,
1987-88,32.0,DEN,NBA,SG,11.0,3.0,185.0,6.6,0.553,0.0,0.4,6.0,11.2,8.4,2.0,2.1,0.0,14.5,6.1,0.1,0.1,0.2,0.053,-3.5,1.1,-2.4,0.0,,dunntr01,
1988-89,33.0,PHO,NBA,SG,8.0,0.0,79.0,5.6,0.444,0.0,0.286,8.8,10.6,9.7,1.4,2.9,0.0,20.2,4.8,0.0,0.1,0.1,0.076,-3.0,1.1,-1.9,0.0,,dunntr01,
1989-90,34.0,DEN,NBA,SF,3.0,0.0,31.0,9.3,,,,3.0,20.2,11.0,7.1,5.7,1.6,100.0,1.2,0.0,0.0,0.0,0.062,-3.0,5.1,2.1,0.0,,dunntr01,
2020-21,20.0,ATL,NBA,C,18.0,0.0,166.0,15.8,0.596,0.032,0.677,13.9,17.6,15.8,1.7,1.5,6.7,9.0,11.8,0.3,0.3,0.6,0.178,-1.1,1.4,0.3,0.1,,okongon01,
2021-22,21.0,ATL,NBA,C,5.0,1.0,108.0,12.7,0.637,0.0,0.625,12.1,18.2,15.1,2.9,1.9,3.8,16.4,10.4,0.2,0.1,0.3,0.126,-2.2,0.7,-1.5,0.0,,okongon01,
2022-23,22.0,ATL,NBA,C,6.0,0.0,131.0,14.0,0.612,0.04,0.4,14.4,17.3,15.7,6.7,0.7,5.7,19.2,11.4,0.2,0.0,0.2,0.084,-2.0,0.1,-1.9,0.0,,okongon01,
2011-12,22.0,NYK,NBA,PF,4.0,0.0,25.0,10.6,0.506,0.111,0.222,14.0,25.4,19.4,0.0,0.0,0.0,16.8,22.5,0.0,0.0,0.0,0.018,-3.2,-0.7,-3.8,0.0,,harrejo01,
2011-12,20.0,SAS,NBA,SF,14.0,14.0,379.0,15.1,0.623,0.444,0.178,5.8,19.2,12.8,3.1,2.3,1.1,11.8,13.5,0.6,0.5,1.2,0.146,1.6,2.2,3.7,0.5,,leonaka01,
2012-13,21.0,SAS,NBA,SF,21.0,21.0,775.0,18.9,0.611,0.28,0.232,7.7,20.1,14.1,4.6,2.6,1.1,9.0,15.6,1.7,1.4,3.1,0.194,2.5,2.5,5.1,1.4,,leonaka01,
2013-14,22.0,SAS,NBA,SF,23.0,23.0,736.0,18.7,0.606,0.31,0.301,5.1,19.2,12.3,7.8,2.7,1.5,9.7,18.9,1.5,1.5,2.9,0.191,1.9,2.8,4.7,1.3,Finals MVP-1,leonaka01,
2014-15,23.0,SAS,NBA,SF,7.0,7.0,250.0,19.9,0.571,0.239,0.321,5.4,17.2,11.1,12.5,1.6,1.3,10.8,25.0,0.5,0.2,0.7,0.143,3.0,1.5,4.4,0.4,,leonaka01,
2015-16,24.0,SAS,NBA,SF,10.0,10.0,339.0,28.6,0.597,0.235,0.307,5.1,15.7,10.7,14.7,4.0,3.2,7.8,28.1,1.1,0.8,1.9,0.271,7.1,4.4,11.5,1.2,,leonaka01,
2016-17,25.0,SAS,NBA,SF,12.0,12.0,429.0,31.5,0.672,0.272,0.505,4.9,20.8,12.5,22.3,2.4,1.4,9.5,28.2,2.3,0.5,2.8,0.314,10.5,3.7,14.2,1.7,,leonaka01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonaka01,
2018-19,27.0,TOR,NBA,SF,24.0,24.0,939.0,28.0,0.619,0.292,0.435,6.4,19.3,12.8,19.3,2.1,1.8,11.1,32.2,3.5,1.5,5.0,0.254,7.6,2.4,10.1,2.9,Finals MVP-1,leonaka01,
2019-20,28.0,LAC,NBA,SF,13.0,13.0,511.0,27.8,0.593,0.272,0.351,5.2,21.4,13.2,23.9,2.9,2.1,9.6,29.3,1.6,0.8,2.4,0.228,6.4,2.9,9.4,1.5,,leonaka01,
2020-21,29.0,LAC,NBA,SF,11.0,11.0,432.0,30.6,0.679,0.286,0.352,6.0,16.6,11.4,20.9,2.8,2.0,8.9,29.1,2.0,0.5,2.5,0.277,8.1,2.6,10.7,1.4,,leonaka01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonaka01,
2022-23,31.0,LAC,NBA,SF,2.0,2.0,80.0,29.9,0.67,0.227,0.386,4.1,15.5,9.4,27.3,2.4,1.0,10.4,30.2,0.4,0.0,0.4,0.227,10.1,3.7,13.8,0.3,,leonaka01,
2023-24,32.0,LAC,NBA,SF,2.0,2.0,59.0,14.3,0.474,0.208,0.125,5.9,24.7,15.4,12.2,3.6,1.7,13.6,22.7,-0.1,0.1,0.0,0.011,-0.6,3.1,2.6,0.1,,leonaka01,
2024-25,33.0,LAC,NBA,SF,7.0,7.0,265.0,24.3,0.63,0.301,0.293,4.8,19.0,11.8,20.9,1.6,1.6,9.8,26.9,0.8,0.2,1.0,0.184,5.0,2.1,7.0,0.6,,leonaka01,
1957-58,23.0,CIN,NBA,SF,2.0,,27.0,9.3,0.41,,0.5,,,,0.0,,,,,0.0,0.0,0.0,0.027,,,,,,piontda01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piontda01,
1959-60,25.0,STL,NBA,SF,14.0,,220.0,8.2,0.4,,0.316,,,,11.7,,,,,-0.1,0.0,-0.1,-0.014,,,,,,piontda01,
1960-61,26.0,STL,NBA,SF,1.0,,10.0,-6.3,0.143,,0.0,,,,12.7,,,,,-0.1,0.0,-0.1,-0.473,,,,,,piontda01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piontda01,
1962-63,28.0,CIN,NBA,SF,8.0,,68.0,8.5,0.498,,0.412,,,,1.9,,,,,0.0,0.0,0.1,0.041,,,,,,piontda01,
2002-03,24.0,NOH,NBA,C,4.0,0.0,60.0,22.6,0.648,0.0,0.25,16.3,16.3,16.3,15.5,0.0,8.8,18.4,16.9,0.2,0.1,0.2,0.18,1.1,3.5,4.6,0.1,,moisoje01,
2024-25,22.0,GSW,NBA,PF,10.0,0.0,72.0,12.7,0.662,0.588,0.353,4.5,15.0,9.5,17.3,2.1,1.3,23.4,15.7,0.1,0.1,0.1,0.097,-1.6,2.0,0.4,0.0,,santogu01,
1954-55,24.0,ROC,NBA,SF,3.0,,50.0,3.6,0.203,,0.25,,,,6.4,,,,,-0.3,0.1,-0.2,-0.198,,,,,,marshto01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marshto01,
1957-58,27.0,CIN,NBA,SF,2.0,,33.0,26.4,0.469,,0.294,,,,12.0,,,,,0.1,0.0,0.1,0.149,,,,,,marshto01,
1949-50,26.0,WSC,NBA,,1.0,,,,1.064,,2.0,,,,,,,,,0.1,0.0,0.1,,,,,,,dilloho01,
1949-50,26.0,TRI,NBA,,3.0,,,,0.373,,0.774,,,,,,,,,0.0,0.1,0.0,,,,,,,todormi01,
2023-24,22.0,MIL,NBA,SG,5.0,0.0,60.0,14.2,0.545,0.545,0.0,9.5,11.2,10.4,22.1,4.3,1.6,21.4,10.7,0.1,0.1,0.2,0.123,-1.7,4.2,2.5,0.1,,jacksan01,
2024-25,23.0,MIL,NBA,SG,2.0,0.0,5.0,-7.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,-0.239,-11.2,-6.9,-18.1,0.0,,jacksan01,
1992-93,22.0,CHH,NBA,C,9.0,9.0,367.0,19.1,0.566,0.014,0.628,8.9,19.8,14.3,5.9,0.9,5.3,16.4,27.1,0.4,0.6,1.0,0.125,0.7,0.5,1.2,0.3,,mournal01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mournal01,
1994-95,24.0,CHH,NBA,C,4.0,4.0,174.0,21.3,0.58,0.14,0.754,10.0,31.1,19.9,12.6,1.0,6.1,15.6,24.7,0.3,0.3,0.6,0.176,2.7,2.6,5.4,0.3,,mournal01,
1995-96,25.0,MIA,NBA,C,3.0,3.0,92.0,13.6,0.571,0.0,0.8,3.8,20.4,11.8,9.7,1.2,2.8,25.3,32.1,-0.1,0.0,-0.1,-0.067,-2.4,1.1,-1.3,0.0,,mournal01,
1996-97,26.0,MIA,NBA,C,17.0,17.0,630.0,15.9,0.529,0.037,0.711,8.2,23.2,15.8,6.4,1.0,5.9,19.7,27.1,-0.7,1.6,1.0,0.073,-1.2,2.1,0.8,0.5,,mournal01,
1997-98,27.0,MIA,NBA,C,4.0,4.0,138.0,23.1,0.56,0.0,0.518,9.0,21.0,15.0,8.7,1.2,5.9,10.4,27.7,0.3,0.2,0.5,0.173,3.3,1.4,4.6,0.2,,mournal01,
1998-99,28.0,MIA,NBA,C,5.0,5.0,194.0,25.8,0.571,0.0,0.671,4.6,21.8,13.3,5.6,2.5,6.1,11.3,28.8,0.4,0.3,0.7,0.184,3.2,2.7,5.9,0.4,,mournal01,
1999-00,29.0,MIA,NBA,C,10.0,10.0,376.0,23.8,0.542,0.006,0.611,9.8,21.9,15.8,8.6,0.3,7.1,10.8,29.3,0.7,1.0,1.7,0.217,3.7,1.8,5.5,0.7,,mournal01,
2000-01,30.0,MIA,NBA,C,3.0,3.0,91.0,12.6,0.525,0.0,0.76,4.1,17.3,10.7,6.8,0.0,4.2,13.0,20.3,0.0,0.0,0.0,0.012,-0.6,0.0,-0.6,0.0,,mournal01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mournal01,
2004-05,34.0,MIA,NBA,C,15.0,2.0,254.0,17.6,0.68,0.0,1.182,11.0,21.4,16.8,3.2,1.0,9.8,24.8,16.8,0.3,0.7,0.9,0.178,-1.9,4.7,2.7,0.3,,mournal01,
2005-06,35.0,MIA,NBA,C,21.0,0.0,226.0,17.5,0.721,0.0,1.135,9.4,22.1,16.0,2.2,1.2,8.9,23.5,15.2,0.4,0.6,1.0,0.204,-1.8,4.4,2.6,0.3,,mournal01,
2006-07,36.0,MIA,NBA,C,4.0,0.0,55.0,20.0,0.748,0.0,1.182,2.1,16.1,8.9,3.6,0.0,4.3,5.6,15.2,0.2,0.0,0.2,0.177,3.6,2.0,5.7,0.1,,mournal01,
1986-87,21.0,GSW,NBA,C,5.0,0.0,29.0,4.2,0.571,0.0,0.857,0.0,4.2,2.0,8.9,0.0,0.0,29.3,19.4,0.0,0.0,0.0,-0.079,-5.6,-2.0,-7.6,0.0,,washbch01,
1987-88,22.0,ATL,NBA,C,1.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.018,-2.3,-0.5,-2.9,0.0,,washbch01,
2020-21,21.0,MEM,NBA,PG,5.0,5.0,203.0,21.5,0.578,0.274,0.354,3.5,10.1,6.5,31.1,0.5,0.0,11.5,30.7,0.5,-0.1,0.3,0.074,5.1,-2.3,2.8,0.2,,moranja01,
2021-22,22.0,MEM,NBA,PG,9.0,9.0,338.0,24.3,0.549,0.272,0.473,3.8,19.5,11.2,44.2,2.5,1.2,12.6,30.8,0.8,0.5,1.3,0.191,6.0,2.4,8.4,0.9,,moranja01,
2022-23,23.0,MEM,NBA,PG,5.0,5.0,187.0,18.4,0.524,0.292,0.245,4.1,15.2,9.2,34.4,2.3,0.5,12.6,30.1,0.0,0.3,0.3,0.082,4.2,2.1,6.3,0.4,,moranja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moranja01,
2024-25,25.0,MEM,NBA,PG,3.0,3.0,82.0,15.2,0.475,0.302,0.208,1.3,6.2,3.9,38.0,1.2,2.2,9.4,32.5,-0.1,0.0,-0.1,-0.042,4.7,-0.2,4.5,0.1,,moranja01,
1946-47,25.0,STB,BAA,,2.0,,,,0.317,,0.286,,,,,,,,,0.0,0.0,0.0,,,,,,,hankice01,
1949-50,24.0,SYR,NBA,,8.0,,,,0.299,,0.5,,,,,,,,,-0.2,0.1,-0.1,,,,,,,chollle01,
1950-51,25.0,SYR,NBA,,7.0,,,,0.245,,0.348,,,,,,,,,-0.3,0.1,-0.2,,,,,,,chollle01,
2009-10,23.0,SAS,NBA,C,2.0,0.0,19.0,9.1,0.58,0.0,0.667,0.0,12.0,6.0,0.0,0.0,4.2,20.5,24.0,0.0,0.0,0.0,-0.015,-3.5,1.1,-2.4,0.0,,mahinia01,
2010-11,24.0,DAL,NBA,C,6.0,0.0,33.0,7.5,0.614,0.0,1.8,11.4,11.0,11.2,0.0,1.7,0.0,0.0,13.2,0.1,0.0,0.1,0.209,-8.8,0.4,-8.4,-0.1,,mahinia01,
2011-12,25.0,DAL,NBA,C,4.0,0.0,70.0,23.5,0.735,0.0,0.929,14.5,16.6,15.5,0.0,2.3,3.7,4.8,13.6,0.4,0.0,0.4,0.288,2.8,2.3,5.1,0.1,,mahinia01,
2012-13,26.0,IND,NBA,C,18.0,0.0,150.0,7.6,0.434,0.0,0.345,16.4,16.5,16.4,1.1,0.0,7.1,26.4,14.1,-0.2,0.2,0.0,0.005,-5.2,1.5,-3.7,-0.1,,mahinia01,
2013-14,27.0,IND,NBA,C,19.0,0.0,241.0,8.6,0.53,0.0,0.667,11.3,11.3,11.3,1.9,1.1,6.1,22.3,9.1,0.1,0.4,0.5,0.092,-4.0,2.1,-1.9,0.0,,mahinia01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mahinia01,
2015-16,29.0,IND,NBA,C,7.0,7.0,172.0,11.6,0.538,0.0,0.595,8.6,14.9,12.0,8.2,1.6,2.9,20.9,18.7,0.0,0.3,0.2,0.066,-3.5,1.1,-2.4,0.0,,mahinia01,
2016-17,30.0,WAS,NBA,C,5.0,0.0,63.0,8.6,0.506,0.0,1.222,5.5,14.7,10.1,12.7,0.8,8.7,17.8,11.5,0.0,0.1,0.1,0.066,-5.6,4.4,-1.2,0.0,,mahinia01,
2017-18,31.0,WAS,NBA,C,6.0,0.0,52.0,30.3,0.796,0.0,0.786,9.2,16.0,12.6,3.0,3.8,8.2,5.0,16.8,0.3,0.1,0.4,0.358,3.4,5.4,8.8,0.1,,mahinia01,
1996-97,19.0,MIN,NBA,PG,3.0,3.0,117.0,15.2,0.461,0.308,0.154,1.7,11.5,5.9,32.2,0.9,0.0,11.5,30.4,0.0,-0.2,-0.2,-0.066,1.1,-4.0,-2.9,0.0,,marbust01,
1997-98,20.0,MIN,NBA,PG,5.0,5.0,209.0,10.8,0.42,0.347,0.319,2.7,6.8,4.6,31.0,3.2,0.0,18.0,22.4,-0.2,0.1,-0.1,-0.022,-0.9,-1.1,-2.0,0.0,,marbust01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marbust01,
2002-03,25.0,PHO,NBA,PG,6.0,6.0,272.0,11.2,0.438,0.162,0.243,2.2,7.3,4.7,26.3,1.4,0.0,13.3,28.4,-0.3,0.4,0.0,0.009,0.8,-1.4,-0.6,0.1,,marbust01,
2003-04,26.0,NYK,NBA,PG,4.0,4.0,174.0,15.4,0.452,0.241,0.301,3.0,9.3,5.7,32.3,2.1,0.0,13.0,27.8,0.0,0.0,0.1,0.014,2.3,-1.6,0.7,0.1,,marbust01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marbust01,
2008-09,31.0,BOS,NBA,PG,14.0,0.0,166.0,4.6,0.372,0.182,0.136,1.4,8.0,4.7,24.3,0.3,0.0,12.5,22.3,-0.3,0.1,-0.3,-0.076,-5.6,-3.0,-8.6,-0.3,,marbust01,
1978-79,24.0,HOU,NBA,SF,1.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.047,-4.3,-2.7,-7.0,0.0,,dorseja01,
2018-19,23.0,DEN,NBA,C,14.0,14.0,557.0,29.5,0.596,0.215,0.299,10.0,24.5,17.2,37.1,1.5,1.8,10.9,26.6,2.6,0.5,3.1,0.268,8.3,3.3,11.6,1.9,,jokicni01,
2019-20,24.0,DEN,NBA,C,19.0,19.0,694.0,24.8,0.614,0.286,0.23,6.4,25.5,16.0,28.6,1.5,2.1,14.1,28.9,1.9,0.6,2.5,0.172,6.1,1.3,7.4,1.7,,jokicni01,
2020-21,25.0,DEN,NBA,C,10.0,10.0,345.0,29.6,0.591,0.232,0.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,1.2,0.1,1.3,0.181,8.8,0.2,9.0,0.9,,jokicni01,
2021-22,26.0,DEN,NBA,C,5.0,5.0,171.0,33.1,0.643,0.17,0.311,11.9,36.6,23.9,36.5,2.3,3.1,16.6,36.8,0.6,0.1,0.7,0.202,8.1,2.5,10.7,0.6,,jokicni01,
2022-23,27.0,DEN,NBA,C,20.0,20.0,789.0,31.2,0.631,0.184,0.336,10.6,28.4,19.8,41.0,1.4,2.2,12.8,31.1,3.7,1.3,5.0,0.305,9.1,3.7,12.8,3.0,Finals MVP-1,jokicni01,
2023-24,28.0,DEN,NBA,C,12.0,12.0,482.0,30.0,0.625,0.217,0.291,9.9,28.7,19.0,40.3,1.8,1.5,12.7,30.0,1.9,0.7,2.6,0.259,9.0,3.8,12.8,1.8,,jokicni01,
2024-25,29.0,DEN,NBA,C,14.0,14.0,563.0,24.6,0.587,0.265,0.377,5.7,28.6,17.3,35.6,2.5,1.9,15.0,28.2,1.3,0.8,2.1,0.18,6.9,3.8,10.7,1.8,,jokicni01,
2024-25,24.0,GSW,NBA,C,9.0,3.0,80.0,21.5,0.78,0.0,0.722,12.2,18.0,14.9,4.4,1.9,2.3,4.0,13.6,0.3,0.1,0.4,0.233,1.6,1.3,2.9,0.1,,jackstr02,
2018-19,20.0,BRK,NBA,C,5.0,5.0,110.0,22.4,0.674,0.0,0.625,13.0,19.3,15.9,15.9,1.3,2.0,16.4,18.1,0.4,0.0,0.4,0.182,2.0,1.4,3.4,0.2,,allenja01,
2019-20,21.0,BRK,NBA,C,4.0,4.0,132.0,17.1,0.66,0.0,0.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,0.2,0.1,0.2,0.078,-0.3,0.3,-0.1,0.1,,allenja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allenja01,
2022-23,24.0,CLE,NBA,C,5.0,5.0,191.0,13.9,0.608,0.0,0.167,9.5,12.9,11.3,10.2,1.1,2.3,7.2,10.2,0.3,0.3,0.6,0.15,0.6,1.8,2.4,0.2,,allenja01,
2023-24,25.0,CLE,NBA,C,4.0,4.0,127.0,27.2,0.702,0.0,0.703,13.7,35.9,24.9,6.8,2.0,3.2,9.4,19.6,0.5,0.3,0.8,0.285,5.8,2.5,8.4,0.3,,allenja01,
2024-25,26.0,CLE,NBA,C,9.0,9.0,261.0,22.4,0.792,0.0,0.574,8.8,24.9,16.6,6.7,2.5,3.1,18.2,15.3,0.8,0.5,1.3,0.238,2.4,2.2,4.7,0.4,,allenja01,
2016-17,25.0,CHI,NBA,SG,3.0,2.0,95.0,9.7,0.611,0.538,0.231,0.0,4.6,2.4,6.8,1.6,0.0,14.9,16.0,0.1,0.0,0.1,0.047,-1.7,0.0,-1.7,0.0,,canaais01,
1978-79,22.0,KCK,NBA,PG,5.0,,143.0,6.3,0.304,,0.281,1.3,8.1,4.3,29.4,3.8,0.0,19.0,20.8,-0.5,0.2,-0.2,-0.078,-4.6,0.0,-4.5,-0.1,,fordph01,
1979-80,23.0,KCK,NBA,PG,3.0,,110.0,17.1,0.543,0.093,0.256,0.0,6.3,2.9,34.4,2.3,0.0,20.1,22.5,0.1,0.1,0.2,0.087,2.5,-0.1,2.4,0.1,,fordph01,
1980-81,24.0,KCK,NBA,PG,5.0,,158.0,8.0,0.479,0.029,0.371,0.7,5.2,3.0,27.6,1.7,0.0,29.5,16.7,-0.2,0.1,-0.1,-0.021,-2.7,-1.9,-4.6,-0.1,,fordph01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fordph01,
1982-83,26.0,MIL,NBA,PG,2.0,,5.0,42.1,0.647,0.0,3.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,39.0,0.1,0.0,0.1,0.728,14.4,1.7,16.1,0.0,,fordph01,
1969-70,26.0,CAR,ABA,PG,4.0,,133.0,14.1,0.568,0.0,0.273,,,6.1,14.3,,,,,0.2,0.1,0.3,0.121,,,,,,littlge01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,littlge01,
1972-73,29.0,CAR,ABA,PG,12.0,,223.0,12.0,0.493,0.03,0.478,,,8.5,9.9,,,13.8,16.6,0.1,0.2,0.3,0.064,,,,,,littlge01,
1973-74,30.0,CAR,ABA,PG,4.0,,106.0,15.3,0.493,0.206,0.235,3.2,7.5,5.0,22.1,2.6,0.0,5.1,14.2,0.2,0.0,0.2,0.104,1.9,1.5,3.4,0.1,,littlge01,
1974-75,31.0,KEN,ABA,PG,8.0,,30.0,6.4,0.222,0.0,0.0,13.3,3.4,8.4,16.2,1.6,0.0,10.0,13.5,0.0,0.0,0.0,-0.012,-0.5,-1.6,-2.0,0.0,,littlge01,
1950-51,22.0,NYK,NBA,SF,8.0,,,,0.336,,0.167,,,,,,,,,-0.1,0.0,-0.1,,,,,,,kaftage01,
1951-52,23.0,NYK,NBA,SF,13.0,,232.0,12.6,0.473,,0.636,,,,20.8,,,,,0.2,0.1,0.3,0.071,,,,,,kaftage01,
1958-59,24.0,MNL,NBA,SF,13.0,,556.0,19.3,0.469,,0.373,,,,12.9,,,,,0.8,0.4,1.2,0.104,,,,,,bayloel01,
1959-60,25.0,MNL,NBA,SF,9.0,,408.0,26.2,0.547,,0.402,,,,14.2,,,,,2.0,0.2,2.2,0.265,,,,,,bayloel01,
1960-61,26.0,LAL,NBA,SF,12.0,,540.0,28.0,0.538,,0.392,,,,17.2,,,,,2.5,0.3,2.8,0.248,,,,,,bayloel01,
1961-62,27.0,LAL,NBA,SF,13.0,,571.0,27.4,0.503,,0.395,,,,15.0,,,,,1.8,0.3,2.1,0.179,,,,,,bayloel01,
1962-63,28.0,LAL,NBA,SF,13.0,,562.0,25.1,0.508,,0.348,,,,18.0,,,,,1.2,0.5,1.7,0.146,,,,,,bayloel01,
1963-64,29.0,LAL,NBA,SF,5.0,,221.0,18.4,0.443,,0.336,,,,23.0,,,,,0.1,-0.2,-0.1,-0.029,,,,,,bayloel01,
1964-65,30.0,LAL,NBA,SF,1.0,,5.0,-6.2,0.0,,0.0,,,,22.9,,,,,0.0,0.0,0.0,-0.451,,,,,,bayloel01,
