Season,Age,Team,Lg,G,FG,FGA,FG%,FT,FTA,FT%,AST,PF,PTS,Awards,player_id,Pos,GS,MP,3P,3PA,2P,2PA,ORB,DRB,TRB,STL,BLK,TOV,3P%,2P%,eFG%
2015-16,25.0,POR,NBA,11.0,5.1,11.6,0.438,1.9,2.6,0.724,1.8,2.8,14.6,,aminual01,SF,11.0,33.8,2.5,6.4,2.5,5.3,2.1,6.5,8.6,0.7,0.9,1.9,0.4,0.483,0.547
2016-17,26.0,POR,NBA,4.0,4.3,9.3,0.459,1.8,2.8,0.636,1.0,2.3,12.0,,aminual01,PF,0.0,28.3,1.8,4.3,2.5,5.0,1.3,5.3,6.5,0.8,1.0,2.3,0.412,0.5,0.554
2017-18,27.0,POR,NBA,4.0,6.8,13.0,0.519,0.5,0.5,1.0,1.3,2.0,17.3,,aminual01,PF,4.0,32.8,3.3,7.5,3.5,5.5,3.0,6.0,9.0,1.0,0.5,1.5,0.433,0.636,0.644
2018-19,28.0,POR,NBA,16.0,2.4,6.8,0.349,1.7,2.3,0.75,1.3,2.1,7.4,,aminual01,PF,16.0,24.9,0.9,3.2,1.4,3.6,1.8,4.4,6.3,0.6,0.6,1.0,0.294,0.397,0.417
2023-24,25.0,MIN,NBA,7.0,1.4,1.7,0.833,1.0,1.1,0.875,0.1,0.0,4.1,,garzalu01,C,0.0,3.7,0.3,0.4,1.1,1.3,0.3,0.6,0.9,0.0,0.0,0.0,0.667,0.889,0.917
2024-25,26.0,MIN,NBA,5.0,1.2,1.2,1.0,0.0,0.0,,0.0,0.2,2.6,,garzalu01,C,0.0,3.8,0.2,0.2,1.0,1.0,0.6,0.0,0.6,0.0,0.0,0.0,1.0,1.0,1.083
1990-91,28.0,IND,NBA,5.0,1.0,3.0,0.333,0.8,1.2,0.667,0.0,3.4,2.8,,dreilgr01,C,5.0,15.0,0.0,0.0,1.0,3.0,1.6,2.0,3.6,0.0,0.0,0.6,,0.333,0.333
1991-92,29.0,IND,NBA,1.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,,dreilgr01,C,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-93,30.0,IND,NBA,2.0,0.5,0.5,1.0,0.0,0.0,,0.0,0.5,1.5,,dreilgr01,C,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,,1.5
,,,,,,,,,,,,,,,dreilgr01,,,,,,,,,,,,,,,,
1994-95,32.0,CLE,NBA,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,,dreilgr01,C,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0
1972-73,23.0,MIL,NBA,5.0,1.6,2.8,0.571,0.0,0.0,,0.4,0.2,3.2,,leeru01,SF,,2.6,,,,,,,0.8,,,,,,
1973-74,24.0,MIL,NBA,6.0,0.8,1.3,0.625,0.2,0.7,0.25,0.2,0.0,1.8,,leeru01,SF,,2.0,,,,,0.2,0.3,0.5,0.5,0.2,,,,
2020-21,24.0,MIL,NBA,7.0,0.3,1.4,0.2,0.3,0.3,1.0,0.0,1.0,1.0,,diakima01,PF,0.0,5.0,0.1,0.3,0.1,1.1,0.1,0.9,1.0,0.4,0.1,0.1,0.5,0.125,0.25
,,,,,,,,,,,,,,,diakima01,,,,,,,,,,,,,,,,
2023-24,27.0,NYK,NBA,4.0,0.0,0.8,0.0,0.5,0.5,1.0,0.3,0.8,0.5,,diakima01,PF,0.0,3.8,0.0,0.5,0.0,0.3,0.0,0.8,0.8,0.3,0.3,0.3,0.0,0.0,0.0
2004-05,20.0,BOS,NBA,7.0,2.4,5.9,0.415,1.3,1.7,0.75,0.3,2.3,6.1,,jeffeal01,PF,0.0,19.4,0.0,0.0,2.4,5.9,2.4,4.0,6.4,0.6,1.1,0.6,,0.415,0.415
,,,,,,,,,,,,,,,jeffeal01,,,,,,,,,,,,,,,,
2011-12,27.0,UTA,NBA,4.0,9.0,17.0,0.529,0.3,1.0,0.25,2.5,2.5,18.3,,jeffeal01,C,4.0,35.3,0.0,0.3,9.0,16.8,1.8,6.8,8.5,1.3,0.8,1.3,0.0,0.537,0.529
,,,,,,,,,,,,,,,jeffeal01,,,,,,,,,,,,,,,,
2013-14,29.0,CHA,NBA,3.0,8.7,17.7,0.491,1.3,1.7,0.8,0.7,2.3,18.7,,jeffeal01,C,3.0,35.3,0.0,0.0,8.7,17.7,2.0,7.3,9.3,0.3,1.7,0.3,,0.491,0.491
,,,,,,,,,,,,,,,jeffeal01,,,,,,,,,,,,,,,,
2015-16,31.0,CHO,NBA,7.0,6.0,11.9,0.506,1.3,1.9,0.692,1.1,1.7,13.3,,jeffeal01,C,5.0,24.0,0.0,0.0,6.0,11.9,2.0,4.1,6.1,0.6,0.4,0.9,,0.506,0.506
1970-71,23.0,NYA,ABA,6.0,2.5,5.2,0.484,3.7,4.8,0.759,2.2,3.0,8.8,,taylool01,SG,,21.3,0.2,0.3,2.3,4.8,1.2,1.3,2.5,,,1.7,0.5,0.483,0.5
1971-72,24.0,NYA,ABA,19.0,4.2,9.5,0.439,2.8,3.8,0.736,2.5,3.2,11.1,,taylool01,SG,,36.9,0.0,0.1,4.2,9.4,,,5.3,,,3.6,0.0,0.441,0.439
1972-73,25.0,SDA,ABA,4.0,5.0,13.0,0.385,1.8,3.5,0.5,3.0,3.0,12.3,,taylool01,SG,,34.8,0.5,1.5,4.5,11.5,3.8,3.8,7.5,,,4.3,0.333,0.391,0.404
1973-74,26.0,CAR,ABA,2.0,2.0,3.5,0.571,0.5,0.5,1.0,0.5,1.0,4.5,,taylool01,SG,,12.5,0.0,0.0,2.0,3.5,1.5,0.0,1.5,1.0,0.0,1.0,,0.571,0.571
1970-71,22.0,NYA,ABA,6.0,7.5,12.7,0.592,5.0,6.7,0.75,3.0,4.8,20.2,,paultbi01,C,,39.8,0.2,0.2,7.3,12.5,2.8,12.2,15.0,,,4.2,1.0,0.587,0.599
1971-72,23.0,NYA,ABA,19.0,7.4,14.5,0.507,3.0,4.7,0.633,1.5,3.9,17.7,,paultbi01,C,,42.6,0.0,0.1,7.4,14.4,,,15.2,,,2.7,0.0,0.511,0.507
1972-73,24.0,NYA,ABA,5.0,6.8,11.2,0.607,5.4,8.6,0.628,2.0,3.4,19.0,,paultbi01,C,,34.4,0.0,0.0,6.8,11.2,2.4,8.6,11.0,,,2.8,,0.607,0.607
1973-74,25.0,NYA,ABA,14.0,5.8,12.1,0.479,3.2,4.1,0.789,2.0,3.5,14.8,,paultbi01,C,,37.1,0.0,0.0,5.8,12.1,1.9,7.5,9.4,0.7,1.4,1.8,,0.479,0.479
1974-75,26.0,NYA,ABA,5.0,5.8,11.8,0.492,2.4,3.0,0.8,2.2,3.6,14.0,,paultbi01,C,,35.6,0.0,0.0,5.8,11.8,2.0,7.0,9.0,0.2,3.2,2.2,,0.492,0.492
1975-76,27.0,SAA,ABA,7.0,6.1,13.9,0.443,5.0,5.7,0.875,2.7,4.1,17.3,,paultbi01,C,,36.3,0.0,0.0,6.1,13.9,2.1,8.1,10.3,0.3,2.3,2.0,,0.443,0.443
1976-77,28.0,SAS,NBA,2.0,6.0,12.0,0.5,5.0,6.5,0.769,2.5,1.5,17.0,,paultbi01,C,,37.0,,,0.0,0.0,0.5,8.0,8.5,1.0,0.5,,,0.5,0.5
1977-78,29.0,SAS,NBA,6.0,4.8,10.5,0.46,1.8,2.8,0.647,2.3,1.7,11.5,,paultbi01,C,,31.8,,,0.0,0.0,1.2,5.7,6.8,0.8,0.8,1.0,,0.46,0.46
1978-79,30.0,SAS,NBA,13.0,2.3,6.2,0.375,1.7,2.5,0.667,2.3,2.5,6.3,,paultbi01,C,,23.0,,,0.0,0.0,1.8,5.7,7.5,0.3,1.0,1.1,,0.375,0.375
1979-80,31.0,HOU,NBA,7.0,1.9,5.7,0.325,0.6,1.0,0.571,1.1,1.9,4.3,,paultbi01,C,,18.3,0.0,0.0,1.9,5.7,1.7,3.0,4.7,0.1,0.4,1.6,,0.325,0.325
1980-81,32.0,HOU,NBA,21.0,5.3,11.7,0.451,1.5,2.3,0.667,1.7,3.3,12.1,,paultbi01,PF,,34.3,0.0,0.0,5.3,11.7,2.5,4.5,7.0,0.6,1.3,1.3,0.0,0.453,0.451
1981-82,33.0,HOU,NBA,3.0,1.0,3.0,0.333,0.3,1.0,0.333,0.3,1.3,2.3,,paultbi01,C,,11.3,0.0,0.0,1.0,3.0,0.7,0.7,1.3,0.0,0.7,0.3,,0.333,0.333
1982-83,34.0,SAS,NBA,11.0,1.2,2.9,0.406,0.4,0.4,1.0,1.0,1.6,2.7,,paultbi01,C,,12.1,0.0,0.0,1.2,2.9,1.0,1.9,2.9,0.4,0.2,0.5,,0.406,0.406
1983-84,35.0,ATL,NBA,2.0,0.5,1.5,0.333,0.0,0.0,,0.0,0.0,1.0,,paultbi01,C,,3.5,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.333,0.333
1984-85,36.0,UTA,NBA,5.0,0.6,1.6,0.375,0.2,0.8,0.25,0.4,1.4,1.4,,paultbi01,C,0.0,6.0,0.0,0.0,0.6,1.6,0.6,1.0,1.6,0.2,0.2,0.4,,0.375,0.375
2014-15,20.0,HOU,NBA,17.0,1.2,1.8,0.677,0.9,1.7,0.517,0.3,1.1,3.4,,capelca01,C,0.0,7.5,0.0,0.0,1.2,1.8,0.8,1.7,2.5,0.2,0.5,0.2,,0.677,0.677
2015-16,21.0,HOU,NBA,5.0,0.6,1.8,0.333,0.4,1.0,0.4,0.4,1.0,1.6,,capelca01,C,0.0,8.6,0.0,0.0,0.6,1.8,1.6,2.4,4.0,0.6,0.4,0.6,,0.333,0.333
2016-17,22.0,HOU,NBA,11.0,4.2,7.5,0.561,2.2,3.5,0.615,1.1,2.5,10.5,,capelca01,C,11.0,26.0,0.0,0.1,4.2,7.4,2.4,6.4,8.7,0.7,2.5,0.7,0.0,0.568,0.561
2017-18,23.0,HOU,NBA,17.0,5.6,8.5,0.66,1.5,3.2,0.473,1.3,2.2,12.7,,capelca01,C,17.0,30.6,0.0,0.0,5.6,8.5,3.6,8.0,11.6,0.8,2.1,0.9,,0.66,0.66
2018-19,24.0,HOU,NBA,11.0,4.2,7.5,0.561,1.4,3.2,0.429,1.5,2.4,9.7,,capelca01,C,11.0,30.1,0.0,0.0,4.2,7.5,3.7,6.5,10.3,0.3,1.1,1.5,,0.561,0.561
,,,,,,,,,,,,,,,capelca01,,,,,,,,,,,,,,,,
2020-21,26.0,ATL,NBA,18.0,4.6,7.6,0.603,0.9,2.2,0.436,0.9,2.6,10.1,,capelca01,C,18.0,31.6,0.0,0.0,4.6,7.6,3.4,7.8,11.2,0.7,1.1,1.0,,0.603,0.603
2021-22,27.0,ATL,NBA,2.0,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,2.0,,capelca01,C,2.0,20.0,0.0,0.0,1.0,3.0,2.0,5.5,7.5,0.5,0.5,0.5,,0.333,0.333
2022-23,28.0,ATL,NBA,6.0,3.8,6.3,0.605,0.7,1.0,0.667,0.5,0.8,8.3,,capelca01,C,6.0,25.2,0.0,0.0,3.8,6.3,2.5,5.8,8.3,1.0,0.5,0.7,,0.605,0.605
2011-12,21.0,PHI,NBA,1.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,,vucevni01,C,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,vucevni01,,,,,,,,,,,,,,,,
2018-19,28.0,ORL,NBA,5.0,4.2,11.6,0.362,2.2,2.8,0.786,3.0,2.4,11.2,,vucevni01,C,5.0,29.4,0.6,2.6,3.6,9.0,1.8,6.2,8.0,0.4,1.0,2.6,0.231,0.4,0.388
2019-20,29.0,ORL,NBA,5.0,11.2,22.2,0.505,2.0,2.2,0.909,4.0,2.6,28.0,,vucevni01,C,5.0,37.0,3.6,8.8,7.6,13.4,1.8,9.2,11.0,0.8,0.6,2.6,0.409,0.567,0.586
,,,,,,,,,,,,,,,vucevni01,,,,,,,,,,,,,,,,
2021-22,31.0,CHI,NBA,5.0,8.0,18.2,0.44,0.8,1.0,0.8,3.2,2.8,19.4,,vucevni01,C,5.0,36.2,2.6,8.4,5.4,9.8,2.8,9.6,12.4,0.4,1.2,1.6,0.31,0.551,0.511
1983-84,25.0,SEA,NBA,5.0,5.2,11.2,0.464,1.6,2.4,0.667,2.0,3.2,12.0,,woodal01,SG,,31.4,0.0,0.2,5.2,11.0,1.4,5.4,6.8,0.2,0.2,1.4,0.0,0.473,0.464
2004-05,22.0,CHI,NBA,6.0,3.2,6.7,0.475,5.3,7.7,0.696,1.3,4.5,11.7,,chandty01,C,0.0,28.7,0.0,0.0,3.2,6.7,4.8,4.8,9.7,0.2,2.2,1.3,,0.475,0.475
2005-06,23.0,CHI,NBA,6.0,0.7,1.0,0.667,0.5,1.7,0.3,0.5,4.8,1.8,,chandty01,C,0.0,17.3,0.0,0.0,0.7,1.0,1.3,3.2,4.5,0.3,0.3,1.0,,0.667,0.667
,,,,,,,,,,,,,,,chandty01,,,,,,,,,,,,,,,,
2007-08,25.0,NOH,NBA,12.0,3.6,5.7,0.632,0.8,1.3,0.625,0.4,3.6,8.0,,chandty01,C,12.0,34.3,0.0,0.0,3.6,5.7,3.8,6.5,10.3,0.4,1.7,0.8,,0.632,0.632
2008-09,26.0,NOH,NBA,4.0,1.5,3.0,0.5,0.8,1.5,0.5,0.5,4.3,3.8,,chandty01,C,4.0,23.5,0.0,0.0,1.5,3.0,2.0,3.3,5.3,0.5,0.3,2.0,,0.5,0.5
2009-10,27.0,CHA,NBA,4.0,1.5,2.8,0.545,0.5,0.8,0.667,0.5,4.0,3.5,,chandty01,C,0.0,15.0,0.0,0.0,1.5,2.8,0.8,1.8,2.5,0.5,0.8,1.0,,0.545,0.545
2010-11,28.0,DAL,NBA,21.0,2.7,4.7,0.582,2.5,3.7,0.679,0.4,3.7,8.0,,chandty01,C,21.0,32.4,0.0,0.0,2.7,4.7,3.8,5.4,9.2,0.6,0.9,0.7,,0.582,0.582
2011-12,29.0,NYK,NBA,5.0,2.2,5.0,0.44,1.8,3.0,0.6,0.8,3.6,6.2,,chandty01,C,5.0,33.4,0.0,0.0,2.2,5.0,3.6,5.4,9.0,1.4,1.4,3.0,,0.44,0.44
2012-13,30.0,NYK,NBA,12.0,2.3,4.3,0.538,1.0,1.3,0.75,0.3,4.0,5.7,,chandty01,C,12.0,29.2,0.0,0.0,2.3,4.3,3.3,4.0,7.3,0.7,1.2,0.9,,0.538,0.538
,,,,,,,,,,,,,,,chandty01,,,,,,,,,,,,,,,,
2014-15,32.0,DAL,NBA,5.0,3.8,5.8,0.655,2.6,5.2,0.5,0.2,3.2,10.2,,chandty01,C,5.0,32.0,0.0,0.0,3.8,5.8,5.4,5.4,10.8,0.6,1.2,1.0,,0.655,0.655
,,,,,,,,,,,,,,,chandty01,,,,,,,,,,,,,,,,
2019-20,37.0,HOU,NBA,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,chandty01,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1957-58,24.0,DET,NBA,6.0,2.0,5.0,0.4,2.5,3.3,0.75,0.3,2.5,6.5,,jordoph01,C,,10.3,,,,,,,2.0,,,,,,
1958-59,25.0,DET,NBA,3.0,5.0,15.0,0.333,5.0,6.0,0.833,1.7,3.0,15.0,,jordoph01,PF,,33.0,,,,,,,8.0,,,,,,
,,,,,,,,,,,,,,,jordoph01,,,,,,,,,,,,,,,,
1962-63,29.0,STL,NBA,7.0,1.3,3.4,0.375,0.4,0.6,0.75,1.0,1.4,3.0,,jordoph01,C,,11.7,,,,,,,2.1,,,,,,
1958-59,25.0,BOS,NBA,5.0,0.4,1.2,0.333,0.2,0.4,0.5,0.2,0.8,1.0,,swainbe01,PF,,5.4,,,,,,,2.8,,,,,,
2013-14,20.0,WAS,NBA,11.0,6.8,16.1,0.424,3.5,4.5,0.796,4.5,2.8,19.2,,bealbr01,SG,11.0,41.6,2.0,4.8,4.8,11.3,1.4,3.6,5.0,1.6,0.6,2.1,0.415,0.427,0.486
2014-15,21.0,WAS,NBA,10.0,8.1,20.0,0.405,4.9,5.9,0.831,4.6,1.9,23.4,,bealbr01,SG,10.0,41.8,2.3,6.3,5.8,13.7,1.4,4.1,5.5,1.6,0.7,2.6,0.365,0.423,0.463
,,,,,,,,,,,,,,,bealbr01,,,,,,,,,,,,,,,,
2016-17,23.0,WAS,NBA,13.0,9.4,19.9,0.471,3.8,4.7,0.82,2.7,2.9,24.8,,bealbr01,SG,13.0,38.8,2.2,7.8,7.2,12.2,1.2,2.2,3.4,1.6,0.6,2.1,0.287,0.589,0.527
2017-18,24.0,WAS,NBA,6.0,8.2,18.0,0.454,3.3,3.8,0.87,2.8,3.2,23.2,,bealbr01,SG,6.0,36.0,3.5,7.5,4.7,10.5,0.3,3.0,3.3,1.2,0.3,2.5,0.467,0.444,0.551
,,,,,,,,,,,,,,,bealbr01,,,,,,,,,,,,,,,,
2020-21,27.0,WAS,NBA,5.0,11.2,24.6,0.455,6.2,7.2,0.861,4.2,1.2,30.0,,bealbr01,SG,5.0,39.0,1.4,6.4,9.8,18.2,1.2,5.0,6.2,0.8,0.6,4.0,0.219,0.538,0.484
,,,,,,,,,,,,,,,bealbr01,,,,,,,,,,,,,,,,
2023-24,30.0,PHO,NBA,4.0,6.5,14.8,0.441,1.0,1.3,0.8,4.5,3.8,16.5,,bealbr01,SG,4.0,38.5,2.5,5.8,4.0,9.0,1.5,1.3,2.8,0.8,0.3,3.3,0.435,0.444,0.525
1967-68,23.0,MNM,ABA,10.0,5.5,14.0,0.393,2.6,3.2,0.813,3.5,3.6,13.8,,inniger01,SG,,36.4,0.2,1.1,5.3,12.9,,,5.7,,,1.5,0.182,0.411,0.4
2024-25,24.0,GSW,NBA,9.0,1.8,2.0,0.889,0.6,1.4,0.385,0.2,1.7,4.1,,jackstr02,C,3.0,8.9,0.0,0.0,1.8,2.0,1.0,1.3,2.3,0.3,0.2,0.1,,0.889,0.889
2014-15,23.0,BOS,NBA,4.0,1.8,3.3,0.538,0.3,0.5,0.5,0.5,3.0,4.5,,olynyke01,C,0.0,13.3,0.8,1.5,1.0,1.8,0.5,0.8,1.3,0.5,0.5,1.0,0.5,0.571,0.654
2015-16,24.0,BOS,NBA,4.0,0.3,2.3,0.111,0.0,0.0,,0.8,1.3,0.5,,olynyke01,C,0.0,8.0,0.0,0.8,0.3,1.5,0.5,0.5,1.0,0.3,0.0,1.0,0.0,0.167,0.111
2016-17,25.0,BOS,NBA,18.0,3.6,6.9,0.512,1.2,1.7,0.733,1.9,2.6,9.2,,olynyke01,C,2.0,19.2,0.8,2.6,2.7,4.3,0.8,2.4,3.2,0.7,0.8,1.2,0.319,0.628,0.572
2017-18,26.0,MIA,NBA,5.0,4.2,8.8,0.477,2.8,4.0,0.7,3.8,3.8,12.8,,olynyke01,PF,0.0,29.2,1.6,3.8,2.6,5.0,1.4,3.2,4.6,1.4,1.2,1.6,0.421,0.52,0.568
,,,,,,,,,,,,,,,olynyke01,,,,,,,,,,,,,,,,
2019-20,28.0,MIA,NBA,17.0,2.6,5.6,0.474,1.4,1.6,0.821,1.1,2.1,7.6,,olynyke01,C,0.0,15.2,1.0,2.9,1.6,2.7,0.8,3.9,4.6,0.2,0.5,0.8,0.347,0.609,0.563
1976-77,22.0,CHI,NBA,3.0,0.0,0.3,0.0,0.7,0.7,1.0,0.3,0.0,0.7,,pondecl01,PF,,4.0,,,,,0.0,1.0,1.0,0.0,0.0,,,,
1976-77,26.0,DET,NBA,3.0,4.0,10.3,0.387,1.3,2.3,0.571,2.0,3.0,9.3,,carrml01,SF,,37.3,,,0.0,0.0,3.0,2.7,5.7,0.3,1.0,,,0.387,0.387
,,,,,,,,,,,,,,,carrml01,,,,,,,,,,,,,,,,
1979-80,29.0,BOS,NBA,9.0,3.6,8.9,0.4,1.8,2.7,0.667,1.2,2.2,9.1,,carrml01,SF,,19.1,0.2,0.6,3.3,8.3,1.6,2.1,3.7,0.7,0.1,0.8,0.4,0.4,0.413
1980-81,30.0,BOS,NBA,17.0,2.5,5.9,0.416,1.1,1.4,0.75,0.8,1.9,6.0,,carrml01,SF,,16.9,0.0,0.2,2.5,5.7,0.5,1.0,1.5,0.6,0.4,0.5,0.0,0.433,0.416
1981-82,31.0,BOS,NBA,12.0,3.1,8.8,0.352,1.3,1.9,0.652,2.3,2.5,7.4,,carrml01,SF,,25.4,0.0,0.3,3.1,8.4,1.8,1.8,3.6,0.9,0.0,1.8,0.0,0.366,0.352
1982-83,32.0,BOS,NBA,3.0,0.7,2.7,0.25,0.7,0.7,1.0,0.0,1.0,2.0,,carrml01,SF,,7.3,0.0,0.3,0.7,2.3,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.286,0.25
1983-84,33.0,BOS,NBA,16.0,0.8,2.0,0.406,0.6,0.7,0.909,0.3,0.8,2.4,,carrml01,SF,,5.1,0.1,0.4,0.7,1.6,0.3,0.2,0.5,0.4,0.0,0.2,0.333,0.423,0.438
1984-85,34.0,BOS,NBA,7.0,0.6,2.1,0.267,0.0,0.0,,0.1,0.6,1.3,,carrml01,SF,0.0,3.4,0.1,0.3,0.4,1.9,0.1,0.1,0.3,0.1,0.0,0.1,0.5,0.231,0.3
1993-94,23.0,NJN,NBA,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,,waltere01,SG,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0
,,,,,,,,,,,,,,,waltere01,,,,,,,,,,,,,,,,
1998-99,28.0,MIA,NBA,3.0,0.0,1.0,0.0,0.0,0.0,,1.3,0.0,0.0,,waltere01,SG,0.0,4.3,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968-69,21.0,NOB,ABA,10.0,1.1,4.2,0.262,1.7,2.3,0.739,0.2,2.0,3.9,,wilsoja01,SF,,9.2,0.0,0.5,1.1,3.7,,,2.6,,,0.4,0.0,0.297,0.262
1977-78,22.0,NYK,NBA,6.0,1.0,3.3,0.3,0.7,1.3,0.5,0.2,1.5,2.7,,knighto01,SF,,8.0,,,,,1.5,1.7,3.2,0.2,0.7,0.5,,,
1964-65,22.0,BOS,NBA,4.0,1.3,3.0,0.417,1.0,1.3,0.8,0.0,0.3,3.5,,bonharo01,SF,,3.3,,,0.0,0.0,,,0.3,,,,,0.417,0.417
1965-66,23.0,BOS,NBA,5.0,1.4,2.2,0.636,0.6,1.8,0.333,0.0,0.4,3.4,,bonharo01,SG,,3.2,,,0.0,0.0,,,0.6,,,,,0.636,0.636
,,,,,,,,,,,,,,,bonharo01,,,,,,,,,,,,,,,,
1967-68,25.0,INA,ABA,3.0,1.3,5.0,0.267,1.7,2.0,0.833,1.0,1.3,4.3,,bonharo01,SF,,10.0,0.0,0.0,1.3,5.0,,,2.0,,,0.7,,0.267,0.267
1965-66,24.0,STL,NBA,10.0,7.8,16.9,0.462,3.1,4.9,0.633,1.6,2.9,18.7,,caldwjo01,SF,,31.5,,,0.0,0.0,,,5.5,,,,,0.462,0.462
1966-67,25.0,STL,NBA,9.0,4.7,11.7,0.4,2.9,4.3,0.667,1.4,3.0,12.2,,caldwjo01,SF,,24.1,,,0.0,0.0,,,4.3,,,,,0.4,0.4
1967-68,26.0,STL,NBA,6.0,2.5,7.7,0.326,0.3,2.5,0.133,2.5,1.7,5.3,,caldwjo01,SF,,24.7,,,0.0,0.0,,,3.5,,,,,0.326,0.326
1968-69,27.0,ATL,NBA,11.0,5.9,12.2,0.485,2.9,6.3,0.464,3.4,3.6,14.7,,caldwjo01,SG,,36.7,,,0.0,0.0,,,5.0,,,,,0.485,0.485
1969-70,28.0,ATL,NBA,9.0,10.3,22.0,0.47,4.3,6.7,0.65,4.2,3.8,25.0,,caldwjo01,SG,,43.7,,,0.0,0.0,,,5.0,,,,,0.47,0.47
,,,,,,,,,,,,,,,caldwjo01,,,,,,,,,,,,,,,,
1972-73,31.0,CAR,ABA,12.0,6.7,13.6,0.491,2.0,4.2,0.48,3.3,2.9,15.6,,caldwjo01,SF,,38.9,0.3,0.7,6.4,12.9,2.9,2.8,5.7,,,3.7,0.375,0.497,0.5
1973-74,32.0,CAR,ABA,4.0,4.0,8.5,0.471,1.5,3.0,0.5,3.3,3.5,9.5,,caldwjo01,SF,,26.3,0.0,0.5,4.0,8.0,4.5,2.3,6.8,2.0,0.0,3.0,0.0,0.5,0.471
2006-07,25.0,TOR,NBA,3.0,0.0,0.0,,2.0,2.0,1.0,0.3,1.0,2.0,,jackslu02,SF,0.0,3.7,0.0,0.0,0.0,0.0,0.3,1.3,1.7,0.3,0.0,0.3,,,
1966-67,25.0,CIN,NBA,4.0,6.0,11.8,0.511,0.5,1.0,0.5,2.0,2.0,12.5,,robinfl01,PG,,18.0,,,,,,,1.8,,,,,,
1967-68,26.0,CHI,NBA,5.0,8.4,19.6,0.429,3.4,4.8,0.708,2.6,2.8,20.2,,robinfl01,PG,,36.0,,,,,,,2.0,,,,,,
,,,,,,,,,,,,,,,robinfl01,,,,,,,,,,,,,,,,
1969-70,28.0,MIL,NBA,10.0,4.2,12.9,0.326,4.4,5.0,0.88,5.0,2.2,12.8,,robinfl01,PG,,30.0,,,,,,,2.3,,,,,,
,,,,,,,,,,,,,,,robinfl01,,,,,,,,,,,,,,,,
1971-72,30.0,LAL,NBA,7.0,2.7,5.9,0.463,1.0,1.4,0.7,0.7,1.9,6.4,,robinfl01,SG,,10.3,,,,,,,1.9,,,,,,
1972-73,31.0,BAL,NBA,1.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,4.0,,robinfl01,SG,,2.0,,,,,,,1.0,,,,,,
2017-18,21.0,NOP,NBA,7.0,0.7,1.7,0.417,0.0,0.0,,0.0,1.3,1.4,,diallch01,PF,0.0,6.9,0.0,0.0,0.7,1.7,0.6,0.7,1.3,0.1,0.1,0.1,,0.417,0.417
2012-13,26.0,SAS,NBA,4.0,1.0,1.8,0.571,0.0,0.0,,0.0,1.0,2.0,,baynear01,C,1.0,5.8,0.0,0.0,1.0,1.8,0.5,0.8,1.3,0.0,0.0,0.3,,0.571,0.571
2013-14,27.0,SAS,NBA,14.0,0.9,1.7,0.5,0.6,0.7,0.8,0.0,1.1,2.3,,baynear01,C,0.0,7.2,0.0,0.1,0.9,1.6,0.9,1.4,2.2,0.2,0.0,0.5,0.0,0.522,0.5
2014-15,28.0,SAS,NBA,4.0,0.8,2.5,0.3,0.8,0.8,1.0,0.3,2.3,2.3,,baynear01,C,0.0,10.0,0.0,0.0,0.8,2.5,0.8,1.8,2.5,0.0,0.0,0.8,,0.3,0.3
2015-16,29.0,DET,NBA,4.0,1.0,2.3,0.444,0.5,0.8,0.667,0.5,1.0,2.5,,baynear01,C,0.0,11.0,0.0,0.0,1.0,2.3,0.8,1.3,2.0,0.0,0.0,0.8,,0.444,0.444
,,,,,,,,,,,,,,,baynear01,,,,,,,,,,,,,,,,
2017-18,31.0,BOS,NBA,19.0,2.4,4.7,0.506,0.7,0.9,0.722,1.0,2.3,6.0,,baynear01,C,12.0,20.5,0.6,1.2,1.8,3.5,2.4,3.8,6.2,0.2,0.6,0.4,0.478,0.515,0.567
