Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,player_id
2014-15,23.0,MIL,NBA,SF,6.0,6.0,232.0,35.0,92.0,0.38,11.0,34.0,0.324,24.0,58.0,0.414,0.44,14.0,15.0,0.933,7.0,15.0,22.0,12.0,14.0,3.0,10.0,14.0,95.0,0.0,,middlkh01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middlkh01
2016-17,25.0,MIL,NBA,SF,6.0,6.0,231.0,31.0,78.0,0.397,7.0,19.0,0.368,24.0,59.0,0.407,0.442,18.0,22.0,0.818,0.0,28.0,28.0,32.0,12.0,0.0,11.0,17.0,87.0,0.0,,middlkh01
2017-18,26.0,MIL,NBA,SF,7.0,7.0,275.0,67.0,112.0,0.598,25.0,41.0,0.61,42.0,71.0,0.592,0.71,14.0,19.0,0.737,1.0,35.0,36.0,22.0,6.0,5.0,16.0,30.0,173.0,0.0,,middlkh01
2018-19,27.0,MIL,NBA,SF,15.0,15.0,515.0,84.0,201.0,0.418,40.0,92.0,0.435,44.0,109.0,0.404,0.517,46.0,52.0,0.885,9.0,86.0,95.0,66.0,9.0,0.0,29.0,44.0,254.0,0.0,,middlkh01
2019-20,28.0,MIL,NBA,SF,10.0,10.0,355.0,71.0,180.0,0.394,23.0,65.0,0.354,48.0,115.0,0.417,0.458,38.0,46.0,0.826,5.0,64.0,69.0,60.0,11.0,2.0,34.0,41.0,203.0,0.0,,middlkh01
2020-21,29.0,MIL,NBA,SF,23.0,23.0,922.0,198.0,452.0,0.438,60.0,175.0,0.343,138.0,277.0,0.498,0.504,86.0,97.0,0.887,25.0,149.0,174.0,118.0,35.0,4.0,74.0,58.0,542.0,0.0,,middlkh01
2021-22,30.0,MIL,NBA,SF,2.0,2.0,72.0,10.0,24.0,0.417,6.0,14.0,0.429,4.0,10.0,0.4,0.542,3.0,3.0,1.0,1.0,9.0,10.0,14.0,3.0,0.0,11.0,6.0,29.0,0.0,,middlkh01
2022-23,31.0,MIL,NBA,SF,5.0,5.0,173.0,40.0,86.0,0.465,13.0,32.0,0.406,27.0,54.0,0.5,0.541,26.0,30.0,0.867,7.0,25.0,32.0,31.0,3.0,0.0,17.0,15.0,119.0,0.0,,middlkh01
2023-24,32.0,MIL,NBA,SF,6.0,6.0,230.0,55.0,114.0,0.482,11.0,31.0,0.355,44.0,83.0,0.53,0.531,27.0,30.0,0.9,12.0,43.0,55.0,28.0,3.0,1.0,14.0,25.0,148.0,0.0,,middlkh01
1952-53,25.0,BLB,NBA,SF,2.0,,86.0,16.0,30.0,0.533,,,,,,,,6.0,11.0,0.545,,,8.0,11.0,,,,9.0,38.0,0.0,,baechji01
1953-54,26.0,NYK,NBA,SF,4.0,,106.0,12.0,29.0,0.414,,,,,,,,11.0,13.0,0.846,,,10.0,11.0,,,,19.0,35.0,0.0,,baechji01
1954-55,27.0,NYK,NBA,SF,3.0,,115.0,17.0,45.0,0.378,,,,,,,,14.0,15.0,0.933,,,14.0,14.0,,,,13.0,48.0,0.0,,baechji01
1967-68,27.0,KEN,ABA,SF,5.0,,51.0,12.0,27.0,0.444,0.0,1.0,0.0,12.0,26.0,0.462,0.444,4.0,4.0,1.0,,,5.0,3.0,,,5.0,7.0,28.0,0.0,,rascobo01
1968-69,28.0,KEN,ABA,SG,7.0,,200.0,30.0,63.0,0.476,0.0,0.0,,30.0,63.0,0.476,0.476,30.0,32.0,0.938,,,20.0,10.0,,,5.0,25.0,90.0,0.0,,rascobo01
1975-76,22.0,INA,ABA,SF,2.0,,18.0,1.0,6.0,0.167,0.0,0.0,,1.0,6.0,0.167,0.167,0.0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,1.0,9.0,2.0,0.0,,jordach01
1975-76,24.0,CLE,NBA,PG,13.0,,125.0,11.0,27.0,0.407,,,,11.0,27.0,0.407,0.407,8.0,10.0,0.8,5.0,11.0,16.0,23.0,7.0,1.0,,17.0,30.0,0.0,,walkefo01
1976-77,25.0,CLE,NBA,PG,3.0,,95.0,18.0,37.0,0.486,,,,18.0,37.0,0.486,0.486,11.0,15.0,0.733,4.0,8.0,12.0,20.0,4.0,1.0,,12.0,47.0,0.0,,walkefo01
1977-78,26.0,CLE,NBA,PG,2.0,,70.0,10.0,26.0,0.385,,,,10.0,26.0,0.385,0.385,5.0,5.0,1.0,5.0,2.0,7.0,10.0,3.0,2.0,6.0,7.0,25.0,0.0,,walkefo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walkefo01
1982-83,31.0,NJN,NBA,PG,2.0,,36.0,2.0,6.0,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,3.0,3.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,1.0,7.0,0.0,,walkefo01
1983-84,32.0,NJN,NBA,PG,2.0,,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,walkefo01
1956-57,24.0,MNL,NBA,PG,5.0,,204.0,42.0,100.0,0.42,,,,,,,,23.0,26.0,0.885,,,30.0,38.0,,,,15.0,107.0,0.0,,leonasl01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leonasl01
1958-59,26.0,MNL,NBA,PG,13.0,,467.0,63.0,173.0,0.364,,,,,,,,32.0,40.0,0.8,,,44.0,70.0,,,,38.0,158.0,0.0,,leonasl01
1959-60,27.0,MNL,NBA,PG,9.0,,207.0,20.0,67.0,0.299,,,,,,,,18.0,28.0,0.643,,,10.0,45.0,,,,17.0,58.0,0.0,,leonasl01
1960-61,28.0,LAL,NBA,PG,7.0,,46.0,5.0,24.0,0.208,,,,,,,,1.0,4.0,0.25,,,6.0,12.0,,,,7.0,11.0,0.0,,leonasl01
1972-73,24.0,SDA,ABA,SG,2.0,,16.0,4.0,9.0,0.444,2.0,3.0,0.667,2.0,6.0,0.333,0.556,0.0,2.0,0.0,4.0,2.0,6.0,1.0,,,2.0,0.0,10.0,0.0,,baconhe01
1967-68,23.0,DET,NBA,SG,1.0,,4.0,3.0,3.0,1.0,,,,,,,,0.0,0.0,,,,0.0,1.0,,,,1.0,6.0,0.0,,longpa01
1996-97,29.0,MIN,NBA,SG,3.0,3.0,87.0,12.0,22.0,0.545,0.0,2.0,0.0,12.0,20.0,0.6,0.545,9.0,9.0,1.0,0.0,4.0,4.0,6.0,2.0,1.0,1.0,11.0,33.0,0.0,,westdo01
2021-22,19.0,GSW,NBA,SG,13.0,0.0,105.0,15.0,28.0,0.536,7.0,13.0,0.538,8.0,15.0,0.533,0.661,4.0,6.0,0.667,2.0,6.0,8.0,4.0,3.0,3.0,3.0,4.0,41.0,0.0,,moodymo01
2022-23,20.0,GSW,NBA,SG,12.0,0.0,161.0,23.0,43.0,0.535,13.0,22.0,0.591,10.0,21.0,0.476,0.686,11.0,12.0,0.917,7.0,24.0,31.0,8.0,5.0,4.0,2.0,18.0,70.0,0.0,,moodymo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moodymo01
2024-25,22.0,GSW,NBA,SG,12.0,2.0,193.0,28.0,80.0,0.35,15.0,45.0,0.333,13.0,35.0,0.371,0.444,14.0,17.0,0.824,9.0,17.0,26.0,14.0,6.0,3.0,4.0,15.0,85.0,0.0,,moodymo01
1985-86,22.0,CHI,NBA,PF,3.0,3.0,88.0,11.0,21.0,0.524,0.0,0.0,,11.0,21.0,0.524,0.524,8.0,13.0,0.615,10.0,20.0,30.0,3.0,6.0,2.0,5.0,13.0,30.0,0.0,,oaklech01
1986-87,23.0,CHI,NBA,PF,3.0,3.0,129.0,19.0,50.0,0.38,2.0,4.0,0.5,17.0,46.0,0.37,0.4,20.0,24.0,0.833,17.0,29.0,46.0,6.0,4.0,1.0,8.0,13.0,60.0,0.0,,oaklech01
1987-88,24.0,CHI,NBA,PF,10.0,10.0,373.0,40.0,91.0,0.44,0.0,2.0,0.0,40.0,89.0,0.449,0.44,21.0,24.0,0.875,39.0,89.0,128.0,32.0,6.0,4.0,18.0,33.0,101.0,0.0,,oaklech01
1988-89,25.0,NYK,NBA,PF,9.0,9.0,299.0,35.0,73.0,0.479,1.0,2.0,0.5,34.0,71.0,0.479,0.486,16.0,24.0,0.667,43.0,58.0,101.0,11.0,12.0,1.0,22.0,31.0,87.0,0.0,,oaklech01
1989-90,26.0,NYK,NBA,PF,10.0,8.0,336.0,43.0,84.0,0.512,1.0,1.0,1.0,42.0,83.0,0.506,0.518,34.0,52.0,0.654,39.0,71.0,110.0,27.0,11.0,2.0,22.0,33.0,121.0,0.0,,oaklech01
1990-91,27.0,NYK,NBA,PF,3.0,3.0,100.0,10.0,21.0,0.476,0.0,0.0,,10.0,21.0,0.476,0.476,3.0,6.0,0.5,15.0,16.0,31.0,3.0,2.0,1.0,7.0,13.0,23.0,0.0,,oaklech01
1991-92,28.0,NYK,NBA,PF,12.0,12.0,354.0,22.0,58.0,0.379,0.0,0.0,,22.0,58.0,0.379,0.379,20.0,27.0,0.741,44.0,64.0,108.0,8.0,8.0,5.0,15.0,36.0,64.0,0.0,,oaklech01
1992-93,29.0,NYK,NBA,PF,15.0,15.0,507.0,63.0,131.0,0.481,0.0,0.0,,63.0,131.0,0.481,0.481,40.0,55.0,0.727,71.0,94.0,165.0,17.0,16.0,2.0,36.0,51.0,166.0,0.0,,oaklech01
1993-94,30.0,NYK,NBA,PF,25.0,25.0,992.0,125.0,262.0,0.477,0.0,0.0,,125.0,262.0,0.477,0.477,79.0,102.0,0.775,116.0,176.0,292.0,59.0,35.0,5.0,65.0,87.0,329.0,0.0,,oaklech01
1994-95,31.0,NYK,NBA,PF,11.0,11.0,421.0,49.0,109.0,0.45,4.0,10.0,0.4,45.0,99.0,0.455,0.468,42.0,51.0,0.824,31.0,62.0,93.0,41.0,19.0,6.0,24.0,42.0,144.0,0.0,,oaklech01
1995-96,32.0,NYK,NBA,PF,8.0,8.0,308.0,39.0,78.0,0.5,2.0,6.0,0.333,37.0,72.0,0.514,0.513,25.0,36.0,0.694,28.0,41.0,69.0,14.0,8.0,0.0,28.0,33.0,105.0,0.0,,oaklech01
1996-97,33.0,NYK,NBA,PF,10.0,10.0,358.0,38.0,86.0,0.442,0.0,1.0,0.0,38.0,85.0,0.447,0.442,22.0,29.0,0.759,23.0,65.0,88.0,16.0,22.0,3.0,18.0,37.0,98.0,0.0,,oaklech01
1997-98,34.0,NYK,NBA,PF,10.0,10.0,342.0,29.0,71.0,0.408,0.0,0.0,,29.0,71.0,0.408,0.408,23.0,25.0,0.92,21.0,64.0,85.0,14.0,11.0,2.0,13.0,38.0,81.0,0.0,,oaklech01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oaklech01
1999-00,36.0,TOR,NBA,PF,3.0,3.0,110.0,14.0,29.0,0.483,2.0,7.0,0.286,12.0,22.0,0.545,0.517,0.0,1.0,0.0,2.0,21.0,23.0,11.0,6.0,1.0,5.0,14.0,30.0,0.0,,oaklech01
2000-01,37.0,TOR,NBA,PF,12.0,12.0,391.0,47.0,108.0,0.435,3.0,8.0,0.375,44.0,100.0,0.44,0.449,14.0,17.0,0.824,20.0,56.0,76.0,21.0,12.0,7.0,22.0,29.0,111.0,0.0,,oaklech01
2021-22,21.0,DEN,NBA,SG,5.0,0.0,87.0,13.0,36.0,0.361,8.0,23.0,0.348,5.0,13.0,0.385,0.472,12.0,14.0,0.857,1.0,9.0,10.0,16.0,1.0,0.0,6.0,12.0,46.0,0.0,,hylanbo01
2022-23,22.0,LAC,NBA,PG,5.0,0.0,82.0,15.0,44.0,0.341,5.0,20.0,0.25,10.0,24.0,0.417,0.398,8.0,10.0,0.8,1.0,3.0,4.0,4.0,4.0,1.0,4.0,9.0,43.0,0.0,,hylanbo01
2023-24,23.0,LAC,NBA,PG,3.0,0.0,12.0,3.0,7.0,0.429,1.0,5.0,0.2,2.0,2.0,1.0,0.5,4.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,11.0,0.0,,hylanbo01
1970-71,22.0,VIR,ABA,SF,7.0,,25.0,3.0,6.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,0.5,1.0,1.0,1.0,2.0,3.0,5.0,2.0,,,1.0,7.0,7.0,0.0,,irvinge01
1971-72,23.0,VIR,ABA,SF,11.0,,285.0,56.0,86.0,0.651,0.0,1.0,0.0,56.0,85.0,0.659,0.651,25.0,31.0,0.806,,,27.0,10.0,,,15.0,45.0,137.0,0.0,,irvinge01
1972-73,24.0,VIR,ABA,SF,5.0,,53.0,6.0,15.0,0.4,0.0,0.0,,6.0,15.0,0.4,0.4,5.0,5.0,1.0,2.0,3.0,5.0,5.0,,,8.0,8.0,17.0,0.0,,irvinge01
1973-74,25.0,VIR,ABA,SF,5.0,,109.0,24.0,55.0,0.436,1.0,7.0,0.143,23.0,48.0,0.479,0.445,10.0,10.0,1.0,3.0,8.0,11.0,10.0,3.0,1.0,6.0,13.0,59.0,0.0,,irvinge01
2014-15,26.0,MIL,NBA,C,1.0,0.0,16.0,1.0,8.0,0.125,0.0,0.0,,1.0,8.0,0.125,0.125,1.0,2.0,0.5,3.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,,plumlmi01
1970-71,24.0,FLO,ABA,SG,1.0,,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,,2.0,0.0,0.0,0.0,,nelsoro01
1975-76,23.0,DET,NBA,SF,8.0,,182.0,17.0,39.0,0.436,,,,,,,,14.0,19.0,0.737,11.0,15.0,26.0,7.0,8.0,4.0,,14.0,48.0,0.0,,eberhal01
1976-77,24.0,DET,NBA,SF,3.0,,42.0,1.0,9.0,0.111,,,,,,,,5.0,8.0,0.625,2.0,7.0,9.0,2.0,1.0,0.0,,6.0,7.0,0.0,,eberhal01
1996-97,23.0,WSB,NBA,SF,3.0,3.0,129.0,20.0,43.0,0.465,0.0,0.0,,20.0,43.0,0.465,0.465,16.0,18.0,0.889,10.0,8.0,18.0,5.0,2.0,2.0,3.0,9.0,56.0,0.0,,howarju01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,howarju01
2000-01,27.0,DAL,NBA,PF,10.0,10.0,391.0,49.0,136.0,0.36,0.0,0.0,,49.0,136.0,0.36,0.36,36.0,45.0,0.8,29.0,54.0,83.0,14.0,6.0,5.0,14.0,38.0,134.0,0.0,,howarju01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,howarju01
2006-07,33.0,HOU,NBA,PF,7.0,0.0,157.0,14.0,35.0,0.4,0.0,0.0,,14.0,35.0,0.4,0.4,7.0,11.0,0.636,10.0,21.0,31.0,7.0,5.0,0.0,4.0,10.0,35.0,0.0,,howarju01
2007-08,34.0,DAL,NBA,PF,3.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,howarju01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,howarju01
2009-10,36.0,POR,NBA,C,6.0,0.0,87.0,10.0,19.0,0.526,0.0,0.0,,10.0,19.0,0.526,0.526,0.0,0.0,,8.0,8.0,16.0,4.0,1.0,1.0,3.0,20.0,20.0,0.0,,howarju01
2010-11,37.0,MIA,NBA,PF,11.0,0.0,60.0,4.0,9.0,0.444,0.0,0.0,,4.0,9.0,0.444,0.444,9.0,13.0,0.692,3.0,7.0,10.0,1.0,0.0,0.0,2.0,8.0,17.0,0.0,,howarju01
2011-12,38.0,MIA,NBA,PF,9.0,0.0,24.0,2.0,7.0,0.286,0.0,0.0,,2.0,7.0,0.286,0.286,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,howarju01
1980-81,25.0,NYK,NBA,SG,2.0,,86.0,8.0,33.0,0.242,0.0,4.0,0.0,8.0,29.0,0.276,0.242,7.0,12.0,0.583,6.0,13.0,19.0,11.0,7.0,0.0,8.0,8.0,23.0,0.0,,richami01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,richami01
1982-83,27.0,NJN,NBA,PG,2.0,,58.0,8.0,21.0,0.381,0.0,1.0,0.0,8.0,20.0,0.4,0.381,3.0,5.0,0.6,2.0,6.0,8.0,5.0,5.0,0.0,4.0,3.0,19.0,0.0,,richami01
1983-84,28.0,NJN,NBA,PG,11.0,,443.0,69.0,169.0,0.408,6.0,22.0,0.273,63.0,147.0,0.429,0.426,41.0,56.0,0.732,20.0,34.0,54.0,79.0,34.0,4.0,30.0,40.0,185.0,0.0,,richami01
1984-85,29.0,NJN,NBA,PG,3.0,3.0,125.0,23.0,57.0,0.404,0.0,2.0,0.0,23.0,55.0,0.418,0.404,9.0,14.0,0.643,4.0,14.0,18.0,34.0,4.0,0.0,8.0,12.0,55.0,0.0,,richami01
1969-70,26.0,WSA,ABA,SF,3.0,,65.0,11.0,21.0,0.524,0.0,1.0,0.0,11.0,20.0,0.55,0.524,4.0,6.0,0.667,,,18.0,2.0,,,5.0,11.0,26.0,0.0,,cartege01
1970-71,27.0,VIR,ABA,SF,12.0,,409.0,88.0,190.0,0.463,0.0,2.0,0.0,88.0,188.0,0.468,0.463,53.0,65.0,0.815,43.0,65.0,108.0,29.0,,,26.0,46.0,229.0,0.0,,cartege01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartege01
1972-73,29.0,NYA,ABA,SF,5.0,,218.0,36.0,72.0,0.5,0.0,0.0,,36.0,72.0,0.5,0.5,34.0,40.0,0.85,16.0,29.0,45.0,13.0,,,21.0,27.0,106.0,0.0,,cartege01
1973-74,30.0,VIR,ABA,SF,5.0,,204.0,42.0,96.0,0.438,1.0,9.0,0.111,41.0,87.0,0.471,0.443,19.0,22.0,0.864,18.0,20.0,38.0,4.0,4.0,2.0,21.0,19.0,104.0,0.0,,cartege01
1974-75,31.0,MMS,ABA,SF,5.0,,223.0,38.0,82.0,0.463,1.0,2.0,0.5,37.0,80.0,0.463,0.47,28.0,34.0,0.824,15.0,22.0,37.0,12.0,1.0,1.0,21.0,20.0,105.0,0.0,,cartege01
1996-97,23.0,PHO,NBA,PG,5.0,5.0,207.0,21.0,53.0,0.396,8.0,22.0,0.364,13.0,31.0,0.419,0.472,10.0,19.0,0.526,4.0,26.0,30.0,49.0,11.0,2.0,13.0,11.0,60.0,0.0,,kiddja01
1997-98,24.0,PHO,NBA,PG,4.0,4.0,171.0,22.0,58.0,0.379,0.0,7.0,0.0,22.0,51.0,0.431,0.379,13.0,16.0,0.813,5.0,18.0,23.0,31.0,16.0,2.0,12.0,13.0,57.0,0.0,,kiddja01
1998-99,25.0,PHO,NBA,PG,3.0,3.0,126.0,18.0,43.0,0.419,4.0,16.0,0.25,14.0,27.0,0.519,0.465,5.0,7.0,0.714,1.0,6.0,7.0,31.0,5.0,1.0,9.0,12.0,45.0,0.0,,kiddja01
1999-00,26.0,PHO,NBA,PG,6.0,6.0,229.0,22.0,55.0,0.4,8.0,22.0,0.364,14.0,33.0,0.424,0.473,7.0,9.0,0.778,8.0,32.0,40.0,53.0,11.0,1.0,23.0,14.0,59.0,1.0,,kiddja01
2000-01,27.0,PHO,NBA,PG,4.0,4.0,166.0,22.0,69.0,0.319,4.0,17.0,0.235,18.0,52.0,0.346,0.348,9.0,12.0,0.75,9.0,15.0,24.0,53.0,8.0,0.0,12.0,13.0,57.0,0.0,,kiddja01
2001-02,28.0,NJN,NBA,PG,20.0,20.0,803.0,147.0,354.0,0.415,17.0,90.0,0.189,130.0,264.0,0.492,0.439,80.0,99.0,0.808,42.0,122.0,164.0,182.0,34.0,8.0,67.0,40.0,391.0,4.0,,kiddja01
2002-03,29.0,NJN,NBA,PG,20.0,20.0,852.0,137.0,341.0,0.402,34.0,104.0,0.327,103.0,237.0,0.435,0.452,94.0,114.0,0.825,36.0,118.0,154.0,163.0,36.0,4.0,79.0,46.0,402.0,1.0,,kiddja01
2003-04,30.0,NJN,NBA,PG,11.0,11.0,474.0,43.0,129.0,0.333,10.0,48.0,0.208,33.0,81.0,0.407,0.372,43.0,53.0,0.811,16.0,57.0,73.0,99.0,25.0,6.0,43.0,15.0,139.0,1.0,,kiddja01
2004-05,31.0,NJN,NBA,PG,4.0,4.0,182.0,26.0,67.0,0.388,11.0,30.0,0.367,15.0,37.0,0.405,0.47,6.0,11.0,0.545,10.0,26.0,36.0,29.0,10.0,0.0,9.0,16.0,69.0,1.0,,kiddja01
2005-06,32.0,NJN,NBA,PG,11.0,11.0,450.0,49.0,132.0,0.371,15.0,50.0,0.3,34.0,82.0,0.415,0.428,19.0,23.0,0.826,22.0,62.0,84.0,106.0,17.0,2.0,24.0,31.0,132.0,1.0,,kiddja01
2006-07,33.0,NJN,NBA,PG,12.0,12.0,484.0,64.0,148.0,0.432,34.0,81.0,0.42,30.0,67.0,0.448,0.547,13.0,25.0,0.52,23.0,108.0,131.0,131.0,22.0,5.0,41.0,31.0,175.0,2.0,,kiddja01
2007-08,34.0,DAL,NBA,PG,5.0,5.0,180.0,16.0,38.0,0.421,6.0,13.0,0.462,10.0,25.0,0.4,0.5,5.0,8.0,0.625,8.0,24.0,32.0,34.0,7.0,2.0,9.0,12.0,43.0,0.0,,kiddja01
2008-09,35.0,DAL,NBA,PG,10.0,10.0,386.0,38.0,83.0,0.458,21.0,47.0,0.447,17.0,36.0,0.472,0.584,17.0,20.0,0.85,7.0,51.0,58.0,59.0,22.0,3.0,20.0,24.0,114.0,0.0,,kiddja01
2009-10,36.0,DAL,NBA,PG,6.0,6.0,243.0,14.0,46.0,0.304,9.0,28.0,0.321,5.0,18.0,0.278,0.402,11.0,12.0,0.917,6.0,35.0,41.0,42.0,14.0,1.0,9.0,15.0,48.0,0.0,,kiddja01
2010-11,37.0,DAL,NBA,PG,21.0,21.0,744.0,64.0,161.0,0.398,43.0,115.0,0.374,21.0,46.0,0.457,0.531,24.0,30.0,0.8,11.0,84.0,95.0,153.0,40.0,10.0,56.0,36.0,195.0,0.0,,kiddja01
2011-12,38.0,DAL,NBA,PG,4.0,4.0,144.0,14.0,41.0,0.341,9.0,26.0,0.346,5.0,15.0,0.333,0.451,9.0,10.0,0.9,3.0,21.0,24.0,24.0,12.0,1.0,11.0,7.0,46.0,0.0,,kiddja01
2012-13,39.0,NYK,NBA,SG,12.0,0.0,247.0,3.0,25.0,0.12,3.0,17.0,0.176,0.0,8.0,0.0,0.18,2.0,2.0,1.0,7.0,35.0,42.0,24.0,12.0,4.0,13.0,12.0,11.0,0.0,,kiddja01
1992-93,22.0,LAC,NBA,C,5.0,5.0,149.0,26.0,50.0,0.52,0.0,1.0,0.0,26.0,49.0,0.531,0.52,5.0,18.0,0.278,17.0,24.0,41.0,1.0,3.0,3.0,10.0,24.0,57.0,0.0,,roberst01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roberst01
1997-98,27.0,MIN,NBA,C,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,roberst01
1998-99,28.0,HOU,NBA,C,3.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,,roberst01
1990-91,22.0,PHI,NBA,SG,4.0,0.0,15.0,2.0,6.0,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,,olivebr01
2003-04,28.0,MIN,NBA,C,15.0,2.0,224.0,12.0,37.0,0.324,0.0,1.0,0.0,12.0,36.0,0.333,0.324,7.0,8.0,0.875,16.0,36.0,52.0,2.0,2.0,11.0,17.0,50.0,31.0,0.0,,olowomi01
1998-99,24.0,UTA,NBA,C,10.0,0.0,105.0,10.0,26.0,0.385,0.0,0.0,,10.0,26.0,0.385,0.385,6.0,10.0,0.6,8.0,20.0,28.0,0.0,0.0,2.0,5.0,21.0,26.0,0.0,,fulleto02
2024-25,19.0,LAC,NBA,SG,3.0,0.0,13.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,,chrisca02
1973-74,26.0,DET,NBA,SF,5.0,,31.0,7.0,11.0,0.636,,,,,,,,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,7.0,18.0,0.0,,norwowi01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,norwowi01
1975-76,28.0,SEA,NBA,SF,6.0,,215.0,24.0,58.0,0.414,,,,,,,,11.0,18.0,0.611,20.0,18.0,38.0,8.0,7.0,1.0,,25.0,59.0,0.0,,norwowi01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,norwowi01
1977-78,30.0,POR,NBA,SF,3.0,,44.0,7.0,12.0,0.583,,,,,,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,2.0,11.0,15.0,0.0,,norwowi01
1961-62,22.0,BOS,NBA,PG,6.0,,32.0,1.0,16.0,0.063,,,,,,,,8.0,11.0,0.727,,,3.0,1.0,,,,6.0,10.0,0.0,,phillga01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phillga01
1963-64,24.0,SFW,NBA,SG,11.0,,256.0,35.0,97.0,0.361,,,,,,,,26.0,40.0,0.65,,,24.0,20.0,,,,36.0,96.0,0.0,,phillga01
1992-93,23.0,PHO,NBA,SF,23.0,20.0,499.0,107.0,204.0,0.525,0.0,2.0,0.0,107.0,202.0,0.53,0.525,37.0,49.0,0.755,36.0,29.0,65.0,24.0,21.0,13.0,27.0,52.0,251.0,0.0,,dumasri02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dumasri02
1994-95,25.0,PHO,NBA,SF,3.0,0.0,5.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,dumasri02
1967-68,24.0,PTP,ABA,PG,15.0,,211.0,39.0,89.0,0.438,0.0,2.0,0.0,39.0,87.0,0.448,0.438,16.0,20.0,0.8,,,21.0,15.0,,,11.0,29.0,94.0,0.0,,jarviji01
1996-97,21.0,HOU,NBA,PG,2.0,0.0,15.0,1.0,4.0,0.25,1.0,1.0,1.0,0.0,3.0,0.0,0.375,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,,livinra01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,livinra01
1998-99,23.0,PHO,NBA,PG,3.0,0.0,24.0,6.0,15.0,0.4,0.0,1.0,0.0,6.0,14.0,0.429,0.4,4.0,4.0,1.0,5.0,2.0,7.0,2.0,1.0,0.0,2.0,6.0,16.0,0.0,,livinra01
1999-00,24.0,PHO,NBA,PG,7.0,3.0,63.0,6.0,27.0,0.222,2.0,6.0,0.333,4.0,21.0,0.19,0.259,0.0,0.0,,2.0,5.0,7.0,4.0,4.0,1.0,4.0,6.0,14.0,0.0,,livinra01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,livinra01
