Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,player_id
2009-10,22.0,LAL,NBA,C,23.0,23.0,561.0,80.0,149.0,0.537,0.0,0.0,,80.0,149.0,0.537,0.537,38.0,56.0,0.679,59.0,100.0,159.0,12.0,6.0,36.0,21.0,61.0,198.0,0.0,,bynuman01
2010-11,23.0,LAL,NBA,C,10.0,10.0,320.0,57.0,105.0,0.543,0.0,0.0,,57.0,105.0,0.543,0.543,30.0,36.0,0.833,36.0,60.0,96.0,8.0,5.0,14.0,20.0,33.0,144.0,0.0,,bynuman01
2011-12,24.0,LAL,NBA,C,12.0,12.0,451.0,73.0,153.0,0.477,0.0,0.0,,73.0,153.0,0.477,0.477,54.0,69.0,0.783,46.0,87.0,133.0,18.0,5.0,37.0,16.0,21.0,200.0,1.0,,bynuman01
2004-05,23.0,BOS,NBA,SF,6.0,0.0,22.0,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,,reedju01
1991-92,23.0,NJN,NBA,SG,4.0,0.0,44.0,7.0,23.0,0.304,0.0,0.0,,7.0,23.0,0.304,0.304,1.0,3.0,0.333,0.0,0.0,0.0,8.0,3.0,1.0,4.0,8.0,15.0,0.0,,georgta01
1992-93,24.0,NJN,NBA,PG,2.0,0.0,22.0,2.0,7.0,0.286,0.0,0.0,,2.0,7.0,0.286,0.286,0.0,0.0,,1.0,2.0,3.0,6.0,1.0,0.0,1.0,1.0,4.0,0.0,,georgta01
1975-76,25.0,CLE,NBA,C,7.0,,28.0,6.0,11.0,0.545,,,,,,,,4.0,4.0,1.0,4.0,5.0,9.0,4.0,0.0,0.0,,4.0,16.0,0.0,,wittelu01
1972-73,23.0,DNR,ABA,PF,1.0,,11.0,2.0,7.0,0.286,0.0,0.0,,2.0,7.0,0.286,0.286,6.0,7.0,0.857,0.0,1.0,1.0,1.0,,,1.0,3.0,10.0,0.0,,bustida01
1962-63,22.0,STL,NBA,SG,11.0,,314.0,46.0,96.0,0.479,,,,46.0,96.0,0.479,0.479,18.0,27.0,0.667,,,31.0,31.0,,,,46.0,110.0,0.0,,vaughch01
1963-64,23.0,STL,NBA,SG,12.0,,242.0,43.0,101.0,0.426,,,,43.0,101.0,0.426,0.426,19.0,26.0,0.731,,,25.0,21.0,,,,31.0,105.0,0.0,,vaughch01
1964-65,24.0,STL,NBA,SG,4.0,,75.0,9.0,29.0,0.31,,,,9.0,29.0,0.31,0.31,7.0,8.0,0.875,,,6.0,10.0,,,,14.0,25.0,0.0,,vaughch01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vaughch01
1967-68,27.0,PTP,ABA,SG,15.0,,576.0,90.0,256.0,0.352,24.0,93.0,0.258,66.0,163.0,0.405,0.398,62.0,78.0,0.795,,,53.0,44.0,,,34.0,53.0,266.0,0.0,,vaughch01
1968-69,28.0,MNP,ABA,SG,5.0,,57.0,11.0,37.0,0.297,6.0,21.0,0.286,5.0,16.0,0.313,0.378,6.0,7.0,0.857,,,6.0,1.0,,,1.0,5.0,34.0,0.0,,vaughch01
1977-78,22.0,MIL,NBA,SG,7.0,,77.0,17.0,32.0,0.531,,,,17.0,32.0,0.531,0.531,4.0,5.0,0.8,4.0,7.0,11.0,17.0,3.0,1.0,7.0,6.0,38.0,0.0,,grunfer01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grunfer01
1979-80,24.0,KCK,NBA,SF,3.0,,32.0,5.0,9.0,0.556,0.0,0.0,,5.0,9.0,0.556,0.556,1.0,3.0,0.333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,,grunfer01
1980-81,25.0,KCK,NBA,SF,15.0,,633.0,98.0,201.0,0.488,2.0,4.0,0.5,96.0,197.0,0.487,0.493,54.0,67.0,0.806,11.0,52.0,63.0,88.0,30.0,9.0,43.0,51.0,252.0,0.0,,grunfer01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grunfer01
1982-83,27.0,NYK,NBA,SF,6.0,,118.0,15.0,34.0,0.441,0.0,0.0,,15.0,34.0,0.441,0.441,18.0,19.0,0.947,2.0,6.0,8.0,10.0,7.0,2.0,9.0,17.0,48.0,0.0,,grunfer01
1983-84,28.0,NYK,NBA,SG,11.0,,84.0,11.0,23.0,0.478,0.0,0.0,,11.0,23.0,0.478,0.478,4.0,4.0,1.0,1.0,8.0,9.0,6.0,2.0,0.0,4.0,12.0,26.0,0.0,,grunfer01
2010-11,25.0,IND,NBA,SG,5.0,0.0,55.0,6.0,13.0,0.462,3.0,4.0,0.75,3.0,9.0,0.333,0.577,1.0,2.0,0.5,0.0,7.0,7.0,3.0,1.0,1.0,1.0,5.0,16.0,0.0,,rushbr01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rushbr01
2014-15,29.0,GSW,NBA,SG,3.0,0.0,7.0,1.0,6.0,0.167,1.0,2.0,0.5,0.0,4.0,0.0,0.25,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,rushbr01
2015-16,30.0,GSW,NBA,SG,14.0,0.0,110.0,9.0,20.0,0.45,4.0,12.0,0.333,5.0,8.0,0.625,0.55,1.0,2.0,0.5,0.0,23.0,23.0,3.0,2.0,2.0,2.0,9.0,23.0,0.0,,rushbr01
2023-24,21.0,OKC,NBA,C,10.0,0.0,127.0,16.0,33.0,0.485,9.0,22.0,0.409,7.0,11.0,0.636,0.621,3.0,4.0,0.75,4.0,28.0,32.0,15.0,4.0,3.0,3.0,11.0,44.0,0.0,,willija07
2024-25,22.0,OKC,NBA,PF,14.0,0.0,126.0,12.0,31.0,0.387,6.0,21.0,0.286,6.0,10.0,0.6,0.484,5.0,9.0,0.556,4.0,22.0,26.0,16.0,7.0,2.0,11.0,29.0,35.0,0.0,,willija07
2012-13,22.0,GSW,NBA,PG,5.0,0.0,8.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,,machasc01
2015-16,24.0,ATL,NBA,SG,4.0,0.0,20.0,2.0,7.0,0.286,1.0,3.0,0.333,1.0,4.0,0.25,0.357,1.0,1.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,4.0,1.0,6.0,0.0,,pattela01
2020-21,22.0,UTA,NBA,PG,4.0,0.0,10.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,forretr01
2008-09,20.0,CHI,NBA,PG,7.0,7.0,313.0,59.0,120.0,0.492,0.0,4.0,0.0,59.0,116.0,0.509,0.492,20.0,25.0,0.8,12.0,32.0,44.0,45.0,4.0,5.0,35.0,25.0,138.0,0.0,,rosede01
2009-10,21.0,CHI,NBA,PG,5.0,5.0,212.0,57.0,125.0,0.456,2.0,6.0,0.333,55.0,119.0,0.462,0.464,18.0,22.0,0.818,4.0,13.0,17.0,36.0,4.0,0.0,13.0,8.0,134.0,0.0,,rosede01
2010-11,22.0,CHI,NBA,PG,16.0,16.0,649.0,149.0,376.0,0.396,25.0,101.0,0.248,124.0,275.0,0.451,0.43,111.0,134.0,0.828,20.0,49.0,69.0,123.0,22.0,11.0,59.0,33.0,434.0,0.0,,rosede01
2011-12,23.0,CHI,NBA,PG,1.0,1.0,37.0,9.0,23.0,0.391,3.0,6.0,0.5,6.0,17.0,0.353,0.457,2.0,2.0,1.0,3.0,6.0,9.0,9.0,1.0,1.0,5.0,1.0,23.0,0.0,,rosede01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rosede01
2014-15,26.0,CHI,NBA,PG,12.0,12.0,454.0,93.0,235.0,0.396,23.0,66.0,0.348,70.0,169.0,0.414,0.445,35.0,39.0,0.897,13.0,45.0,58.0,78.0,14.0,6.0,38.0,22.0,244.0,0.0,,rosede01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rosede01
2017-18,29.0,MIN,NBA,PG,5.0,0.0,119.0,29.0,57.0,0.509,7.0,10.0,0.7,22.0,47.0,0.468,0.57,6.0,7.0,0.857,1.0,8.0,9.0,13.0,2.0,0.0,8.0,9.0,71.0,0.0,,rosede01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rosede01
2020-21,32.0,NYK,NBA,PG,5.0,3.0,175.0,40.0,84.0,0.476,8.0,17.0,0.471,32.0,67.0,0.478,0.524,9.0,9.0,1.0,4.0,16.0,20.0,25.0,2.0,1.0,8.0,5.0,97.0,0.0,,rosede01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rosede01
2022-23,34.0,NYK,NBA,PG,1.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,rosede01
1946-47,29.0,CLR,BAA,,3.0,,,6.0,21.0,0.286,,,,,,,,5.0,9.0,0.556,,,,2.0,,,,10.0,17.0,0.0,,scharbe01
1990-91,26.0,HOU,NBA,SF,3.0,0.0,44.0,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,2.0,4.0,0.5,1.0,4.0,5.0,3.0,3.0,0.0,1.0,8.0,7.0,0.0,,woodda01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,woodda01
1992-93,28.0,SAS,NBA,PF,5.0,0.0,20.0,2.0,4.0,0.5,1.0,1.0,1.0,1.0,3.0,0.333,0.625,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,5.0,0.0,,woodda01
2012-13,20.0,GSW,NBA,SF,12.0,12.0,461.0,72.0,162.0,0.444,19.0,52.0,0.365,53.0,110.0,0.482,0.503,30.0,35.0,0.857,18.0,59.0,77.0,15.0,7.0,5.0,16.0,33.0,193.0,0.0,,barneha02
2013-14,21.0,GSW,NBA,SF,7.0,0.0,156.0,19.0,48.0,0.396,8.0,21.0,0.381,11.0,27.0,0.407,0.479,9.0,16.0,0.563,7.0,21.0,28.0,8.0,1.0,3.0,5.0,13.0,55.0,0.0,,barneha02
2014-15,22.0,GSW,NBA,SF,21.0,21.0,681.0,88.0,200.0,0.44,22.0,62.0,0.355,66.0,138.0,0.478,0.495,25.0,34.0,0.735,45.0,65.0,110.0,32.0,17.0,11.0,22.0,45.0,223.0,0.0,,barneha02
2015-16,23.0,GSW,NBA,SF,24.0,23.0,743.0,82.0,213.0,0.385,26.0,76.0,0.342,56.0,137.0,0.409,0.446,26.0,34.0,0.765,27.0,85.0,112.0,30.0,17.0,4.0,18.0,46.0,216.0,0.0,,barneha02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barneha02
2022-23,30.0,SAC,NBA,PF,7.0,7.0,196.0,25.0,60.0,0.417,6.0,25.0,0.24,19.0,35.0,0.543,0.467,19.0,26.0,0.731,10.0,14.0,24.0,5.0,8.0,2.0,3.0,5.0,75.0,0.0,,barneha02
1998-99,24.0,DET,NBA,SG,5.0,0.0,124.0,18.0,46.0,0.391,2.0,8.0,0.25,16.0,38.0,0.421,0.413,12.0,14.0,0.857,3.0,5.0,8.0,6.0,2.0,1.0,10.0,11.0,50.0,0.0,,stackje01
1999-00,25.0,DET,NBA,SG,3.0,3.0,120.0,24.0,59.0,0.407,3.0,7.0,0.429,21.0,52.0,0.404,0.432,23.0,31.0,0.742,1.0,11.0,12.0,10.0,2.0,0.0,14.0,4.0,74.0,0.0,,stackje01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stackje01
2001-02,27.0,DET,NBA,SF,10.0,10.0,361.0,53.0,165.0,0.321,18.0,53.0,0.34,35.0,112.0,0.313,0.376,52.0,63.0,0.825,9.0,34.0,43.0,43.0,6.0,6.0,27.0,26.0,176.0,0.0,,stackje01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stackje01
2004-05,30.0,DAL,NBA,SG,13.0,0.0,403.0,68.0,176.0,0.386,16.0,40.0,0.4,52.0,136.0,0.382,0.432,57.0,66.0,0.864,20.0,33.0,53.0,30.0,8.0,3.0,21.0,22.0,209.0,0.0,,stackje01
2005-06,31.0,DAL,NBA,SG,22.0,1.0,711.0,111.0,276.0,0.402,22.0,65.0,0.338,89.0,211.0,0.422,0.442,58.0,74.0,0.784,20.0,42.0,62.0,56.0,12.0,6.0,37.0,43.0,302.0,0.0,,stackje01
2006-07,32.0,DAL,NBA,SF,6.0,0.0,169.0,23.0,66.0,0.348,11.0,31.0,0.355,12.0,35.0,0.343,0.432,29.0,33.0,0.879,5.0,17.0,22.0,15.0,4.0,1.0,18.0,9.0,86.0,0.0,,stackje01
2007-08,33.0,DAL,NBA,SG,5.0,2.0,102.0,12.0,38.0,0.316,2.0,12.0,0.167,10.0,26.0,0.385,0.342,5.0,5.0,1.0,4.0,12.0,16.0,6.0,1.0,0.0,7.0,9.0,31.0,0.0,,stackje01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stackje01
2009-10,35.0,MIL,NBA,SG,7.0,0.0,144.0,14.0,43.0,0.326,5.0,15.0,0.333,9.0,28.0,0.321,0.384,18.0,20.0,0.9,1.0,11.0,12.0,8.0,5.0,1.0,5.0,4.0,51.0,0.0,,stackje01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stackje01
2012-13,38.0,BRK,NBA,SF,4.0,0.0,28.0,1.0,10.0,0.1,0.0,7.0,0.0,1.0,3.0,0.333,0.1,3.0,4.0,0.75,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,,stackje01
1992-93,25.0,LAC,NBA,SG,4.0,0.0,28.0,5.0,13.0,0.385,0.0,1.0,0.0,5.0,12.0,0.417,0.385,0.0,0.0,,4.0,1.0,5.0,2.0,2.0,0.0,3.0,6.0,10.0,0.0,,jacksja01
1993-94,26.0,POR,NBA,SG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,jacksja01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksja01
1996-97,29.0,WSB,NBA,SG,3.0,0.0,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,,jacksja01
1997-98,30.0,SAS,NBA,SG,9.0,8.0,319.0,30.0,88.0,0.341,18.0,59.0,0.305,12.0,29.0,0.414,0.443,14.0,19.0,0.737,4.0,35.0,39.0,14.0,5.0,1.0,12.0,31.0,92.0,0.0,,jacksja01
1998-99,31.0,SAS,NBA,SG,17.0,0.0,345.0,50.0,131.0,0.382,31.0,86.0,0.36,19.0,45.0,0.422,0.5,9.0,13.0,0.692,6.0,35.0,41.0,18.0,13.0,0.0,20.0,33.0,140.0,0.0,,jacksja01
1999-00,32.0,SAS,NBA,SG,2.0,0.0,19.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,,jacksja01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksja01
2001-02,34.0,ORL,NBA,SG,3.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,jacksja01
1973-74,22.0,SAA,ABA,PG,7.0,,141.0,13.0,28.0,0.464,0.0,1.0,0.0,13.0,27.0,0.481,0.464,2.0,5.0,0.4,3.0,12.0,15.0,23.0,10.0,0.0,12.0,19.0,28.0,0.0,,karlge01
1974-75,23.0,SAA,ABA,PG,4.0,,40.0,1.0,8.0,0.125,0.0,1.0,0.0,1.0,7.0,0.143,0.125,3.0,4.0,0.75,0.0,3.0,3.0,5.0,1.0,0.0,2.0,5.0,5.0,0.0,,karlge01
1975-76,24.0,SAA,ABA,PG,6.0,,64.0,10.0,22.0,0.455,0.0,1.0,0.0,10.0,21.0,0.476,0.455,6.0,9.0,0.667,1.0,3.0,4.0,17.0,5.0,0.0,5.0,12.0,26.0,0.0,,karlge01
1976-77,25.0,SAS,NBA,PG,1.0,,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,karlge01
2018-19,24.0,BRK,NBA,SF,5.0,2.0,144.0,36.0,73.0,0.493,12.0,26.0,0.462,24.0,47.0,0.511,0.575,21.0,29.0,0.724,6.0,17.0,23.0,15.0,5.0,2.0,10.0,8.0,105.0,0.0,,leverca01
2019-20,25.0,BRK,NBA,SG,4.0,4.0,140.0,27.0,73.0,0.37,9.0,21.0,0.429,18.0,52.0,0.346,0.432,18.0,25.0,0.72,8.0,16.0,24.0,38.0,5.0,1.0,13.0,7.0,81.0,0.0,,leverca01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leverca01
2022-23,28.0,CLE,NBA,SG,5.0,3.0,170.0,27.0,63.0,0.429,13.0,36.0,0.361,14.0,27.0,0.519,0.532,8.0,13.0,0.615,4.0,19.0,23.0,13.0,2.0,1.0,5.0,10.0,75.0,0.0,,leverca01
2023-24,29.0,CLE,NBA,SG,11.0,1.0,278.0,44.0,102.0,0.431,6.0,33.0,0.182,38.0,69.0,0.551,0.461,17.0,26.0,0.654,8.0,32.0,40.0,25.0,9.0,6.0,14.0,14.0,111.0,0.0,,leverca01
1949-50,24.0,SYR,NBA,,8.0,,,7.0,26.0,0.269,,,,,,,,5.0,13.0,0.385,,,,4.0,,,,11.0,19.0,0.0,,chollle01
1950-51,25.0,SYR,NBA,,7.0,,,4.0,23.0,0.174,,,,,,,,5.0,8.0,0.625,,,16.0,9.0,,,,16.0,13.0,0.0,,chollle01
1984-85,22.0,UTA,NBA,PG,10.0,0.0,186.0,21.0,45.0,0.467,0.0,2.0,0.0,21.0,43.0,0.488,0.467,26.0,35.0,0.743,7.0,21.0,28.0,43.0,11.0,2.0,16.0,30.0,68.0,0.0,,stockjo01
1985-86,23.0,UTA,NBA,PG,4.0,0.0,73.0,9.0,17.0,0.529,1.0,1.0,1.0,8.0,16.0,0.5,0.559,8.0,9.0,0.889,3.0,3.0,6.0,14.0,5.0,0.0,4.0,10.0,27.0,0.0,,stockjo01
1986-87,24.0,UTA,NBA,PG,5.0,2.0,157.0,18.0,29.0,0.621,4.0,5.0,0.8,14.0,24.0,0.583,0.69,10.0,13.0,0.769,2.0,9.0,11.0,40.0,15.0,1.0,11.0,18.0,50.0,0.0,,stockjo01
1987-88,25.0,UTA,NBA,PG,11.0,11.0,478.0,68.0,134.0,0.507,4.0,14.0,0.286,64.0,120.0,0.533,0.522,75.0,91.0,0.824,14.0,31.0,45.0,163.0,37.0,3.0,48.0,36.0,215.0,0.0,,stockjo01
1988-89,26.0,UTA,NBA,PG,3.0,3.0,139.0,30.0,59.0,0.508,3.0,4.0,0.75,27.0,55.0,0.491,0.534,19.0,21.0,0.905,2.0,8.0,10.0,41.0,11.0,5.0,11.0,15.0,82.0,0.0,,stockjo01
1989-90,27.0,UTA,NBA,PG,5.0,5.0,194.0,29.0,69.0,0.42,1.0,13.0,0.077,28.0,56.0,0.5,0.428,16.0,20.0,0.8,4.0,12.0,16.0,75.0,6.0,0.0,14.0,20.0,75.0,0.0,,stockjo01
1990-91,28.0,UTA,NBA,PG,9.0,9.0,373.0,58.0,108.0,0.537,11.0,27.0,0.407,47.0,81.0,0.58,0.588,37.0,44.0,0.841,10.0,32.0,42.0,124.0,20.0,2.0,32.0,33.0,164.0,0.0,,stockjo01
1991-92,29.0,UTA,NBA,PG,16.0,16.0,623.0,77.0,182.0,0.423,18.0,58.0,0.31,59.0,124.0,0.476,0.473,65.0,78.0,0.833,10.0,37.0,47.0,217.0,34.0,5.0,58.0,38.0,237.0,0.0,,stockjo01
1992-93,30.0,UTA,NBA,PG,5.0,5.0,193.0,23.0,51.0,0.451,5.0,13.0,0.385,18.0,38.0,0.474,0.5,15.0,18.0,0.833,5.0,7.0,12.0,55.0,12.0,0.0,15.0,16.0,66.0,0.0,,stockjo01
1993-94,31.0,UTA,NBA,PG,16.0,16.0,597.0,88.0,193.0,0.456,4.0,24.0,0.167,84.0,169.0,0.497,0.466,51.0,63.0,0.81,14.0,38.0,52.0,157.0,27.0,8.0,40.0,44.0,231.0,0.0,,stockjo01
1994-95,32.0,UTA,NBA,PG,5.0,5.0,193.0,34.0,74.0,0.459,8.0,20.0,0.4,26.0,54.0,0.481,0.514,13.0,17.0,0.765,6.0,11.0,17.0,51.0,7.0,1.0,14.0,13.0,89.0,0.0,,stockjo01
1995-96,33.0,UTA,NBA,PG,18.0,18.0,679.0,70.0,157.0,0.446,11.0,38.0,0.289,59.0,119.0,0.496,0.481,48.0,59.0,0.814,14.0,44.0,58.0,195.0,29.0,7.0,58.0,50.0,199.0,0.0,,stockjo01
1996-97,34.0,UTA,NBA,PG,20.0,20.0,739.0,113.0,217.0,0.521,19.0,50.0,0.38,94.0,167.0,0.563,0.565,77.0,90.0,0.856,18.0,60.0,78.0,191.0,33.0,5.0,62.0,52.0,322.0,0.0,,stockjo01
1997-98,35.0,UTA,NBA,PG,20.0,20.0,596.0,81.0,164.0,0.494,9.0,26.0,0.346,72.0,138.0,0.522,0.521,51.0,71.0,0.718,16.0,44.0,60.0,155.0,31.0,3.0,48.0,54.0,222.0,0.0,,stockjo01
1998-99,36.0,UTA,NBA,PG,11.0,11.0,352.0,42.0,105.0,0.4,4.0,12.0,0.333,38.0,93.0,0.409,0.419,34.0,46.0,0.739,11.0,25.0,36.0,92.0,18.0,1.0,31.0,32.0,122.0,0.0,,stockjo01
1999-00,37.0,UTA,NBA,PG,10.0,10.0,350.0,41.0,89.0,0.461,7.0,18.0,0.389,34.0,71.0,0.479,0.5,23.0,30.0,0.767,7.0,23.0,30.0,103.0,13.0,2.0,26.0,30.0,112.0,0.0,,stockjo01
2000-01,38.0,UTA,NBA,PG,5.0,5.0,186.0,17.0,37.0,0.459,0.0,8.0,0.0,17.0,29.0,0.586,0.459,15.0,21.0,0.714,11.0,17.0,28.0,57.0,10.0,3.0,7.0,19.0,49.0,1.0,,stockjo01
2001-02,39.0,UTA,NBA,PG,4.0,4.0,141.0,18.0,40.0,0.45,2.0,7.0,0.286,16.0,33.0,0.485,0.475,12.0,13.0,0.923,3.0,13.0,16.0,40.0,11.0,1.0,8.0,16.0,50.0,0.0,,stockjo01
2002-03,40.0,UTA,NBA,PG,5.0,5.0,149.0,18.0,39.0,0.462,0.0,1.0,0.0,18.0,38.0,0.474,0.462,20.0,20.0,1.0,5.0,11.0,16.0,26.0,8.0,1.0,14.0,13.0,56.0,0.0,,stockjo01
1949-50,32.0,TRI,NBA,,2.0,,,1.0,5.0,0.2,,,,,,,,9.0,11.0,0.818,,,,1.0,,,,6.0,11.0,0.0,,engluge01
1949-50,22.0,SYR,NBA,,11.0,,,27.0,93.0,0.29,,,,,,,,24.0,28.0,0.857,,,,34.0,,,,32.0,78.0,0.0,,seymopa01
1950-51,23.0,SYR,NBA,,7.0,,,10.0,48.0,0.208,,,,,,,,14.0,21.0,0.667,,,26.0,25.0,,,,22.0,34.0,0.0,,seymopa01
1951-52,24.0,SYR,NBA,SG,7.0,,270.0,25.0,60.0,0.417,,,,,,,,35.0,43.0,0.814,,,26.0,25.0,,,,33.0,85.0,0.0,,seymopa01
1952-53,25.0,SYR,NBA,SG,2.0,,112.0,9.0,24.0,0.375,,,,,,,,18.0,19.0,0.947,,,10.0,8.0,,,,11.0,36.0,0.0,,seymopa01
1953-54,26.0,SYR,NBA,SG,13.0,,559.0,59.0,143.0,0.413,,,,,,,,76.0,94.0,0.809,,,34.0,60.0,,,,39.0,194.0,0.0,,seymopa01
1954-55,27.0,SYR,NBA,SG,11.0,,410.0,46.0,149.0,0.309,,,,,,,,45.0,50.0,0.9,,,43.0,75.0,,,,21.0,137.0,0.0,,seymopa01
1955-56,28.0,SYR,NBA,SG,7.0,,153.0,16.0,55.0,0.291,,,,,,,,15.0,20.0,0.75,,,11.0,18.0,,,,11.0,47.0,0.0,,seymopa01
1956-57,29.0,SYR,NBA,PG,5.0,,98.0,8.0,37.0,0.216,,,,,,,,5.0,6.0,0.833,,,10.0,8.0,,,,11.0,21.0,0.0,,seymopa01
1957-58,30.0,SYR,NBA,PG,3.0,,50.0,8.0,23.0,0.348,,,,,,,,2.0,3.0,0.667,,,4.0,4.0,,,,5.0,18.0,0.0,,seymopa01
2001-02,19.0,SAC,NBA,SF,5.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,,wallage01
2002-03,20.0,SAC,NBA,SF,7.0,0.0,18.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,4.0,6.0,0.0,,wallage01
2003-04,21.0,SAC,NBA,SF,3.0,0.0,20.0,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,1.0,2.0,0.5,0.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,0.0,,wallage01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallage01
2009-10,27.0,CHA,NBA,SF,4.0,4.0,164.0,21.0,44.0,0.477,5.0,11.0,0.455,16.0,33.0,0.485,0.534,23.0,35.0,0.657,2.0,34.0,36.0,9.0,5.0,6.0,3.0,9.0,70.0,0.0,,wallage01
2010-11,28.0,POR,NBA,PF,6.0,6.0,226.0,30.0,67.0,0.448,3.0,17.0,0.176,27.0,50.0,0.54,0.47,28.0,32.0,0.875,9.0,46.0,55.0,17.0,8.0,3.0,15.0,19.0,91.0,0.0,,wallage01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallage01
2012-13,30.0,BRK,NBA,SF,7.0,7.0,243.0,31.0,67.0,0.463,11.0,29.0,0.379,20.0,38.0,0.526,0.545,11.0,20.0,0.55,5.0,23.0,28.0,17.0,8.0,5.0,9.0,20.0,84.0,0.0,,wallage01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallage01
2014-15,32.0,BOS,NBA,SF,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,wallage01
1999-00,24.0,MIA,NBA,PG,10.0,3.0,275.0,32.0,77.0,0.416,1.0,6.0,0.167,31.0,71.0,0.437,0.422,12.0,16.0,0.75,8.0,32.0,40.0,56.0,12.0,2.0,23.0,22.0,77.0,0.0,,cartean01
2000-01,25.0,MIA,NBA,PG,3.0,1.0,69.0,9.0,19.0,0.474,0.0,1.0,0.0,9.0,18.0,0.5,0.474,0.0,0.0,,0.0,6.0,6.0,11.0,2.0,1.0,10.0,9.0,18.0,0.0,,cartean01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartean01
2006-07,31.0,DEN,NBA,PG,1.0,0.0,14.0,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,0.0,,cartean01
