Date,Team,Unnamed: 3,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,player_id
2025-04-09,PHO,,OKC,"L, 112-125",*,39,8,17,0.471,4,8,0.5,5,5,1.0,0,1,1,4,1,0,2,2,25,17.6,-11.0,bealbr01
2025-04-08,PHO,,GSW,"L, 95-133",*,26,3,8,0.375,1,6,0.167,0,0,,0,2,2,4,1,0,3,2,7,3.2,-23.0,bealbr01
2025-04-06,PHO,@,NYK,"L, 98-112",*,34,8,19,0.421,0,5,0.0,0,2,0.0,1,1,2,2,4,2,2,5,16,8.9,-12.0,bealbr01
2025-04-04,PHO,@,BOS,"L, 103-123",*,30,0,7,0.0,0,3,0.0,1,2,0.5,0,4,4,5,3,1,0,3,1,2.9,-23.0,bealbr01
2025-04-13,LAC,@,GSW,"W, 124-119 (OT)",,4,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.1,-13.0,coffeam01
2025-03-30,LAC,@,CLE,"L, 122-127",,4,0,0,,0,0,,1,2,0.5,0,1,1,0,0,0,0,0,1,0.9,-8.0,coffeam01
2025-03-28,LAC,@,BRK,"W, 132-100",,14,1,4,0.25,1,3,0.333,2,2,1.0,0,1,1,1,1,0,1,2,5,2.8,-6.0,coffeam01
2025-03-23,LAC,,OKC,"L, 101-103",,14,3,5,0.6,0,2,0.0,3,4,0.75,0,1,1,0,1,0,0,0,9,7.6,-9.0,coffeam01
2025-03-21,LAC,,MEM,"W, 128-108",,15,2,4,0.5,1,2,0.5,1,2,0.5,0,2,2,1,0,0,1,0,6,3.9,0.0,coffeam01
2025-02-04,LAL,@,LAC,"W, 122-97",,5,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,1,0,2,1.4,-1.0,armeltr01
2024-12-08,LAL,,POR,"W, 107-98",,7,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,2,1.0,-13.0,armeltr01
2024-12-06,LAL,@,ATL,"L, 132-134 (OT)",,4,0,3,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,-0.8,-7.0,armeltr01
2024-12-04,LAL,@,MIA,"L, 93-134",,13,1,5,0.2,0,1,0.0,2,5,0.4,0,5,5,0,1,1,0,0,4,2.9,-17.0,armeltr01
2024-12-02,LAL,@,MIN,"L, 80-109",,15,2,4,0.5,0,1,0.0,0,0,,1,2,3,0,1,1,2,3,4,1.8,-20.0,armeltr01
2025-04-13,NOP,,OKC,"L, 100-115",*,33,4,16,0.25,1,7,0.143,1,2,0.5,7,9,16,5,1,0,2,3,10,8.9,-7.0,robinje02
2025-04-11,NOP,,MIA,"L, 104-153",*,33,6,12,0.5,2,5,0.4,0,0,,1,6,7,2,0,0,3,2,14,8.1,-58.0,robinje02
2025-04-10,NOP,@,MIL,"L, 111-136",*,34,7,13,0.538,1,5,0.2,0,0,,6,4,10,3,1,0,3,1,15,13.8,-5.0,robinje02
2025-04-08,NOP,@,BRK,"L, 114-119",,18,1,5,0.2,1,3,0.333,0,0,,2,7,9,2,1,0,1,0,3,4.8,5.0,robinje02
2025-04-06,NOP,,MIL,"L, 107-111",,16,2,5,0.4,1,3,0.333,0,0,,2,4,6,2,0,0,0,0,5,6.3,-7.0,robinje02
2025-04-30,LAL,,MIN,"L, 96-103",*,39,9,16,0.563,5,8,0.625,0,0,,3,1,4,0,0,1,1,2,23,16.7,-12.0,hachiru01
2025-04-27,LAL,@,MIN,"L, 113-116",*,41,9,16,0.563,5,10,0.5,0,0,,1,4,5,1,0,0,0,3,23,16.8,0.0,hachiru01
2025-04-25,LAL,@,MIN,"L, 104-116",*,38,3,7,0.429,2,4,0.5,0,0,,0,4,4,2,1,1,3,5,8,3.6,-19.0,hachiru01
2025-04-22,LAL,,MIN,"W, 94-85",*,34,4,9,0.444,0,2,0.0,3,3,1.0,0,5,5,0,2,1,2,2,11,7.7,2.0,hachiru01
2025-04-19,LAL,,MIN,"L, 95-117",*,30,3,9,0.333,3,7,0.429,0,0,,0,5,5,2,0,0,1,0,9,5.8,-26.0,hachiru01
2025-03-30,SAS,,GSW,"L, 106-148",*,18,1,4,0.25,0,2,0.0,0,0,,1,1,2,1,0,0,1,3,2,-0.9,-18.0,sochaje01
2025-03-29,SAS,,BOS,"L, 111-121",*,31,4,12,0.333,0,4,0.0,10,12,0.833,4,4,8,3,2,0,2,3,18,15.3,2.0,sochaje01
2025-03-27,SAS,@,CLE,"L, 116-124",,23,5,12,0.417,1,3,0.333,2,3,0.667,1,4,5,2,0,1,1,3,13,8.0,-12.0,sochaje01
2025-03-25,SAS,@,DET,"L, 96-122",,15,1,4,0.25,0,0,,0,0,,3,1,4,0,1,1,0,3,2,2.5,-16.0,sochaje01
2025-03-23,SAS,@,TOR,"W, 123-89",,20,3,8,0.375,1,3,0.333,2,2,1.0,0,5,5,2,2,1,2,1,9,7.8,21.0,sochaje01
2025-04-13,MIA,,WAS,"L, 118-119",,34,1,9,0.111,0,4,0.0,0,0,,3,3,6,1,0,0,1,0,2,-1.2,-1.0,roziete01
2025-04-11,MIA,@,NOP,"W, 153-104",,12,1,3,0.333,0,2,0.0,0,0,,0,3,3,2,1,0,1,0,2,2.6,11.0,roziete01
2025-04-05,MIA,,MIL,"L, 115-121 (OT)",,4,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.1,-8.0,roziete01
2025-03-31,MIA,@,WAS,"W, 120-94",,33,5,11,0.455,3,7,0.429,2,3,0.667,0,5,5,6,1,0,0,0,15,15.6,7.0,roziete01
2025-03-29,MIA,@,PHI,"W, 118-95",,4,0,2,0.0,0,1,0.0,0,0,,1,0,1,1,0,0,0,0,0,0.0,4.0,roziete01
2025-04-13,CHI,@,PHI,"W, 122-102",*,26,4,8,0.5,1,4,0.25,0,0,,1,6,7,2,2,1,0,2,9,10.8,18.0,phillju01
2025-04-11,CHI,,WAS,"W, 119-89",*,28,7,11,0.636,3,6,0.5,6,6,1.0,3,6,9,1,1,0,0,3,23,22.5,25.0,phillju01
2025-04-09,CHI,,MIA,"W, 119-111",,7,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,0.0,phillju01
2025-04-08,CHI,@,CLE,"L, 113-135",,19,3,6,0.5,1,2,0.5,0,0,,1,1,2,1,0,1,1,2,7,4.6,-12.0,phillju01
2025-04-06,CHI,@,CHO,"W, 131-117",,11,1,4,0.25,0,3,0.0,0,0,,0,0,0,0,0,0,0,2,2,-1.2,7.0,phillju01
2025-05-28,MIN,@,OKC,"L, 94-124",,7,3,5,0.6,1,1,1.0,0,0,,0,1,1,2,0,0,0,1,7,6.0,4.0,dilliro01
2025-05-24,MIN,,OKC,"W, 143-101",,8,0,2,0.0,0,1,0.0,1,2,0.5,0,1,1,4,0,0,0,0,1,2.3,0.0,dilliro01
2025-05-20,MIN,@,OKC,"L, 88-114",,2,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0,-6.0,dilliro01
2025-04-11,MIN,,BRK,"W, 117-91",,3,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,1,0,0,-0.7,4.0,dilliro01
2025-04-10,MIN,@,MEM,"W, 141-125",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2.0,dilliro01
2025-04-13,PHO,@,SAC,"L, 98-109",*,30,5,11,0.455,2,6,0.333,0,0,,6,4,10,3,1,1,1,1,12,14.1,8.0,dunnry01
2025-04-11,PHO,,SAS,"W, 117-98",*,34,10,21,0.476,4,11,0.364,2,2,1.0,5,6,11,1,1,0,0,0,26,22.3,34.0,dunnry01
2025-04-09,PHO,,OKC,"L, 112-125",*,27,5,11,0.455,3,8,0.375,0,0,,2,5,7,0,2,0,1,3,13,10.0,-17.0,dunnry01
2025-04-08,PHO,,GSW,"L, 95-133",*,25,4,10,0.4,2,7,0.286,2,2,1.0,3,1,4,0,4,0,2,4,12,9.4,-16.0,dunnry01
2025-04-06,PHO,@,NYK,"L, 98-112",*,34,2,7,0.286,0,4,0.0,0,0,,6,2,8,2,1,0,2,4,4,3.5,5.0,dunnry01
2025-04-13,WAS,@,MIA,"W, 119-118",*,15,2,4,0.5,1,2,0.5,0,0,,0,2,2,1,0,0,0,0,5,4.3,-4.0,georgky01
2025-04-11,WAS,@,CHI,"L, 89-119",*,24,4,10,0.4,3,8,0.375,0,0,,0,2,2,3,1,0,0,3,11,8.1,-21.0,georgky01
2025-04-09,WAS,,PHI,"L, 103-122",*,25,4,10,0.4,2,7,0.286,3,4,0.75,0,4,4,2,0,0,2,2,13,7.0,-1.0,georgky01
2025-04-08,WAS,@,IND,"L, 98-104",*,23,4,9,0.444,1,4,0.25,0,1,0.0,0,4,4,2,1,0,0,3,9,6.3,14.0,georgky01
2025-03-24,WAS,,TOR,"L, 104-112",*,2,0,0,,0,0,,0,0,,1,2,3,1,0,0,0,0,0,2.0,5.0,georgky01
2025-05-07,DEN,@,OKC,"L, 106-149",,2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9,-3.0,jordade01
2025-05-03,DEN,,LAC,"W, 120-101",,7,1,1,1.0,0,0,,0,0,,0,4,4,0,0,0,0,1,2,2.5,0.0,jordade01
2025-05-01,DEN,@,LAC,"L, 105-111",,3,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0,-1.5,-6.0,jordade01
2025-04-29,DEN,,LAC,"W, 131-115",,10,0,0,,0,0,,0,0,,0,2,2,2,0,1,0,2,0,1.9,2.0,jordade01
2025-04-26,DEN,@,LAC,"W, 101-99",,5,1,1,1.0,0,0,,0,2,0.0,0,0,0,0,0,0,0,0,2,0.9,-2.0,jordade01
2025-05-03,LAC,@,DEN,"L, 101-120",,28,1,3,0.333,1,3,0.333,0,0,,0,2,2,2,1,2,0,2,3,4.9,-27.0,batumni01
2025-05-01,LAC,,DEN,"W, 111-105",,34,2,5,0.4,2,5,0.4,0,0,,0,5,5,6,2,3,0,3,6,11.9,11.0,batumni01
2025-04-29,LAC,@,DEN,"L, 115-131",,21,0,2,0.0,0,2,0.0,0,0,,2,4,6,2,0,2,1,2,0,2.2,-7.0,batumni01
2025-04-26,LAC,,DEN,"L, 99-101",,19,1,6,0.167,1,6,0.167,0,0,,0,3,3,1,1,1,0,2,3,1.7,-6.0,batumni01
2025-04-24,LAC,,DEN,"W, 117-83",,27,4,6,0.667,4,6,0.667,0,0,,0,5,5,2,0,3,0,1,12,14.0,23.0,batumni01
2025-04-29,ORL,@,BOS,"L, 89-120",,4,2,2,1.0,2,2,1.0,0,0,,0,0,0,0,0,0,0,1,6,5.0,1.0,howarje01
2025-04-13,ORL,@,ATL,"L, 105-117",,33,7,13,0.538,2,7,0.286,0,0,,0,1,1,1,0,0,6,3,16,3.5,-10.0,howarje01
2025-04-11,ORL,@,IND,"W, 129-115",,30,7,12,0.583,2,7,0.286,1,3,0.333,0,0,0,1,0,1,3,6,17,6.6,10.0,howarje01
2025-04-09,ORL,,BOS,"W, 96-76",,6,0,1,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,0.6,-1.0,howarje01
2025-03-29,ORL,,SAC,"W, 121-91",,7,1,2,0.5,1,2,0.5,0,0,,0,2,2,0,0,0,0,0,3,2.6,1.0,howarje01
2025-04-29,MIL,@,IND,"L, 118-119 (OT)",*,44,6,18,0.333,2,5,0.4,0,0,,3,7,10,2,1,0,1,3,14,8.2,1.0,portibo01
2025-04-27,MIL,,IND,"L, 103-129",,25,6,10,0.6,2,4,0.5,0,0,,0,3,3,1,0,0,1,1,14,9.6,-10.0,portibo01
2025-04-25,MIL,,IND,"W, 117-101",,32,5,13,0.385,0,4,0.0,0,0,,2,6,8,3,1,1,3,1,10,6.5,15.0,portibo01
2025-04-22,MIL,@,IND,"L, 115-123",,32,11,19,0.579,6,11,0.545,0,1,0.0,1,11,12,1,0,1,0,2,28,23.3,1.0,portibo01
2025-04-19,MIL,@,IND,"L, 98-117",,25,2,8,0.25,0,4,0.0,0,0,,2,6,8,0,0,0,1,1,4,1.0,3.0,portibo01
2024-11-18,MIA,,PHI,"W, 106-89",,14,1,6,0.167,0,4,0.0,2,2,1.0,0,0,0,1,0,0,1,1,4,-0.5,-21.0,richajo01
2024-11-17,MIA,@,IND,"L, 110-119",,24,2,5,0.4,1,3,0.333,0,0,,1,1,2,3,1,1,0,3,5,5.9,1.0,richajo01
2024-11-15,MIA,@,IND,"W, 124-111",,25,2,7,0.286,2,5,0.4,0,0,,0,1,1,2,1,0,1,0,6,3.6,2.0,richajo01
2024-11-12,MIA,@,DET,"L, 121-123 (OT)",,8,2,3,0.667,1,1,1.0,0,0,,0,0,0,1,0,0,0,0,5,4.4,-1.0,richajo01
2024-11-10,MIA,@,MIN,"W, 95-94",,20,0,1,0.0,0,0,,2,2,1.0,2,2,4,0,0,0,1,3,2,1.1,0.0,richajo01
2025-04-08,WAS,@,IND,"L, 98-104",,7,0,0,,0,0,,0,0,,2,2,4,0,0,0,0,1,0,1.6,-9.0,gillan01
2025-04-06,WAS,@,BOS,"L, 90-124",,22,1,5,0.2,0,3,0.0,4,4,1.0,1,4,5,1,0,0,0,0,6,5.5,-24.0,gillan01
2025-04-03,WAS,,ORL,"L, 97-109",,22,2,6,0.333,0,0,,0,2,0.0,4,1,5,0,0,0,0,1,4,2.5,-17.0,gillan01
2025-04-02,WAS,,SAC,"W, 116-111",,31,4,10,0.4,2,5,0.4,0,0,,1,4,5,1,1,0,0,2,10,7.4,7.0,gillan01
2025-03-27,WAS,,IND,"L, 109-162",,3,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-2.0,gillan01
2025-04-13,BRK,,NYK,"L, 105-113",*,37,5,13,0.385,1,8,0.125,3,4,0.75,2,7,9,4,1,0,4,5,14,7.8,-12.0,johnske07
2025-04-11,BRK,@,MIN,"L, 91-117",*,24,5,7,0.714,2,4,0.5,8,8,1.0,1,4,5,6,1,0,1,2,20,22.4,-7.0,johnske07
2025-04-10,BRK,,ATL,"L, 109-133",*,17,4,9,0.444,2,4,0.5,0,2,0.0,0,3,3,3,0,0,6,4,10,-0.1,-17.0,johnske07
2025-04-06,BRK,,TOR,"L, 109-120",*,20,4,9,0.444,2,5,0.4,3,4,0.75,0,7,7,4,0,1,3,0,13,10.5,2.0,johnske07
2025-04-03,BRK,,MIN,"L, 90-105",*,25,3,4,0.75,2,3,0.667,0,0,,0,1,1,4,0,0,1,1,8,8.1,-10.0,johnske07
2025-04-13,CHI,@,PHI,"W, 122-102",*,19,1,6,0.167,0,2,0.0,0,0,,0,4,4,4,0,1,3,1,2,-0.5,-14.0,whiteco01
2025-04-11,CHI,,WAS,"W, 119-89",*,28,6,11,0.545,1,2,0.5,3,3,1.0,1,8,9,4,1,1,2,2,16,15.5,30.0,whiteco01
2025-04-09,CHI,,MIA,"W, 119-111",*,36,5,14,0.357,0,5,0.0,8,8,1.0,0,5,5,4,0,1,4,3,18,10.0,3.0,whiteco01
2025-04-06,CHI,@,CHO,"W, 131-117",*,35,12,16,0.75,6,8,0.75,7,7,1.0,0,2,2,5,2,0,1,2,37,34.9,14.0,whiteco01
2025-04-04,CHI,,POR,"W, 118-113",*,35,9,16,0.563,2,6,0.333,11,12,0.917,0,5,5,7,0,0,4,2,31,24.6,-2.0,whiteco01
2025-02-11,TOR,@,PHI,"W, 106-103",,12,0,2,0.0,0,0,,0,0,,1,1,2,0,0,1,0,1,0,-0.1,-12.0,chomcul01
2025-01-21,TOR,,ORL,"W, 109-93",,1,0,0,,0,0,,1,2,0.5,1,1,2,1,0,0,0,0,1,2.3,-3.0,chomcul01
2025-01-01,TOR,,BRK,"W, 130-113",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-1.0,chomcul01
2024-12-31,TOR,@,BOS,"L, 71-125",,5,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,-7.0,chomcul01
2024-12-26,TOR,@,MEM,"L, 126-155",,5,0,1,0.0,0,0,,0,0,,2,0,2,1,0,0,1,1,0,0.0,-2.0,chomcul01
2025-03-27,POR,@,SAC,"L, 107-128",,24,2,8,0.25,1,5,0.2,1,2,0.5,0,0,0,6,0,0,0,2,6,4.2,-10.0,hendesc01
2025-03-25,POR,,CLE,"L, 111-122",,30,6,12,0.5,2,7,0.286,4,4,1.0,2,4,6,6,0,0,2,2,18,16.0,-2.0,hendesc01
2025-03-23,POR,,BOS,"L, 116-129",,23,2,10,0.2,2,8,0.25,3,5,0.6,0,0,0,6,0,0,3,2,9,2.4,-10.0,hendesc01
2025-03-21,POR,,DEN,"W, 128-109",*,20,6,13,0.462,3,5,0.6,1,2,0.5,2,0,2,4,1,0,5,4,16,7.5,-1.0,hendesc01
2025-03-19,POR,,MEM,"W, 115-99",,20,2,10,0.2,1,7,0.143,0,0,,1,2,3,5,0,0,3,2,5,-0.2,-9.0,hendesc01
2025-05-31,IND,,NYK,"W, 125-108",*,36,10,18,0.556,3,5,0.6,8,11,0.727,2,3,5,3,1,3,2,1,31,26.3,25.0,siakapa01
2025-05-29,IND,@,NYK,"L, 94-111",*,34,5,13,0.385,1,3,0.333,4,8,0.5,1,5,6,5,3,0,2,2,15,12.2,-1.0,siakapa01
2025-05-27,IND,,NYK,"W, 130-121",*,35,11,21,0.524,3,4,0.75,5,6,0.833,3,2,5,2,1,1,1,4,30,22.5,9.0,siakapa01
2025-05-25,IND,,NYK,"L, 100-106",*,35,7,14,0.5,0,1,0.0,3,5,0.6,1,3,4,2,0,0,0,2,17,11.4,-21.0,siakapa01
2025-05-23,IND,@,NYK,"W, 114-109",*,33,15,23,0.652,3,5,0.6,6,8,0.75,0,5,5,3,1,0,1,4,39,30.1,16.0,siakapa01
2025-05-03,LAC,@,DEN,"L, 101-120",,7,2,3,0.667,0,0,,0,0,,0,1,1,4,2,0,0,0,4,7.8,11.0,millejo02
2025-04-29,LAC,@,DEN,"L, 115-131",,3,1,3,0.333,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0.3,1.0,millejo02
2025-04-24,LAC,,DEN,"W, 117-83",,4,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,0,1,0,0,0,1,1.2,6.0,millejo02
2025-04-09,LAC,,HOU,"W, 134-117",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,3.0,millejo02
2025-04-08,LAC,,SAS,"W, 122-117",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-2.0,-7.0,millejo02
2025-05-28,MIN,@,OKC,"L, 94-124",*,21,2,13,0.154,1,5,0.2,0,0,,2,3,5,1,0,0,1,1,5,-1.7,-16.0,mcdanja02
2025-05-26,MIN,,OKC,"L, 126-128",*,31,9,15,0.6,3,6,0.5,1,1,1.0,1,3,4,2,4,1,2,3,22,19.6,-5.0,mcdanja02
2025-05-24,MIN,,OKC,"W, 143-101",*,26,3,9,0.333,2,4,0.5,2,2,1.0,4,2,6,4,0,0,0,2,10,10.3,28.0,mcdanja02
2025-05-22,MIN,@,OKC,"L, 103-118",*,35,8,15,0.533,4,8,0.5,2,2,1.0,1,1,2,0,0,3,1,5,22,14.8,-4.0,mcdanja02
2025-05-20,MIN,@,OKC,"L, 88-114",*,24,3,5,0.6,1,3,0.333,0,0,,1,5,6,3,1,1,3,6,7,5.3,-10.0,mcdanja02
2025-04-13,CHI,@,PHI,"W, 122-102",,15,4,7,0.571,1,1,1.0,4,4,1.0,1,3,4,2,0,0,0,1,13,12.3,18.0,colliza01
2025-04-11,CHI,,WAS,"W, 119-89",,20,3,5,0.6,0,1,0.0,2,2,1.0,2,2,4,3,1,0,3,0,8,7.8,7.0,colliza01
2025-04-09,CHI,,MIA,"W, 119-111",,13,0,3,0.0,0,2,0.0,0,0,,0,4,4,0,0,1,0,1,0,-0.6,-5.0,colliza01
2025-04-08,CHI,@,CLE,"L, 113-135",,24,3,6,0.5,1,3,0.333,0,0,,5,8,13,3,0,0,5,3,7,5.8,-16.0,colliza01
2025-04-06,CHI,@,CHO,"W, 131-117",,15,2,6,0.333,0,2,0.0,0,0,,3,5,8,2,0,0,0,4,4,4.0,-11.0,colliza01
2025-04-10,NOP,@,MIL,"L, 111-136",*,30,6,12,0.5,3,6,0.5,0,0,,1,9,10,0,1,0,1,4,15,10.8,-16.0,matkoka01
2025-04-08,NOP,@,BRK,"L, 114-119",,26,8,11,0.727,0,2,0.0,1,2,0.5,0,4,4,1,1,2,3,3,17,12.2,18.0,matkoka01
2025-04-06,NOP,,MIL,"L, 107-111",,19,5,11,0.455,1,5,0.2,0,0,,1,4,5,1,0,2,0,0,11,9.3,-11.0,matkoka01
2025-04-04,NOP,@,LAL,"L, 108-124",,21,6,7,0.857,1,2,0.5,2,2,1.0,1,5,6,2,1,0,0,2,15,16.3,-1.0,matkoka01
2025-04-02,NOP,@,LAC,"L, 98-114",,18,5,8,0.625,0,1,0.0,0,1,0.0,1,4,5,2,2,0,1,5,10,8.3,-13.0,matkoka01
2025-05-28,OKC,,MIN,"W, 124-94",*,32,7,14,0.5,1,4,0.25,4,5,0.8,0,8,8,5,1,1,4,2,19,14.4,25.0,willija06
2025-05-26,OKC,@,MIN,"W, 128-126",*,39,13,24,0.542,6,9,0.667,2,2,1.0,2,1,3,5,3,0,2,3,34,27.4,-2.0,willija06
2025-05-24,OKC,@,MIN,"L, 101-143",*,25,3,9,0.333,2,5,0.4,5,6,0.833,0,4,4,2,0,0,4,2,13,5.3,-31.0,willija06
2025-05-22,OKC,,MIN,"W, 118-103",*,39,12,20,0.6,2,6,0.333,0,1,0.0,1,9,10,5,1,0,0,1,26,23.9,17.0,willija06
2025-05-20,OKC,,MIN,"W, 114-88",*,33,7,18,0.389,1,2,0.5,4,4,1.0,1,7,8,5,5,0,0,2,19,19.7,13.0,willija06
2025-04-13,MEM,,DAL,"W, 132-97",*,34,2,12,0.167,1,3,0.333,0,0,,1,3,4,3,0,0,2,2,5,-1.7,15.0,jacksgg01
2025-04-10,MEM,,MIN,"L, 125-141",,1,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-2.0,jacksgg01
2025-04-08,MEM,@,CHO,"W, 124-100",,5,2,5,0.4,1,3,0.333,1,2,0.5,0,2,2,0,1,0,1,0,6,3.5,-3.0,jacksgg01
2025-04-05,MEM,@,DET,"W, 109-103",,11,0,5,0.0,0,0,,0,0,,2,2,4,0,1,0,0,1,0,-0.9,-10.0,jacksgg01
2025-03-15,MEM,,MIA,"W, 125-91",,8,1,4,0.25,1,4,0.25,2,2,1.0,0,2,2,0,1,0,0,1,5,3.8,3.0,jacksgg01
2025-05-16,BOS,@,NYK,"L, 81-119",,9,1,2,0.5,1,1,1.0,0,0,,1,0,1,3,0,0,0,1,3,4.4,7.0,craigto01
2025-05-14,BOS,,NYK,"W, 127-102",,4,0,1,0.0,0,1,0.0,0,0,,1,3,4,0,0,0,0,1,0,0.5,1.0,craigto01
2025-05-10,BOS,@,NYK,"W, 115-93",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.0,craigto01
2025-04-29,BOS,,ORL,"W, 120-89",,4,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,1,0,3,1.7,2.0,craigto01
2025-04-20,BOS,,ORL,"W, 103-86",,1,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,0.0,craigto01
2025-05-03,LAC,@,DEN,"L, 101-120",,8,6,7,0.857,0,0,,1,1,1.0,0,0,0,3,0,0,0,0,13,12.6,13.0,brownko01
2025-04-29,LAC,@,DEN,"L, 115-131",,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,2.7,1.0,brownko01
2025-04-24,LAC,,DEN,"W, 117-83",,4,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,6.0,brownko01
2025-04-09,LAC,,HOU,"W, 134-117",,10,2,2,1.0,1,1,1.0,0,0,,0,3,3,0,0,0,0,0,5,5.3,3.0,brownko01
2025-04-08,LAC,,SAS,"W, 122-117",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-7.0,brownko01
2024-12-07,NOP,,OKC,"L, 109-119",*,19,1,4,0.25,1,2,0.5,2,2,1.0,0,1,1,3,1,0,2,1,5,3.6,-21.0,ingrabr01
2024-12-05,NOP,,PHO,"W, 126-124",*,37,10,19,0.526,3,6,0.5,6,6,1.0,1,6,7,3,2,1,5,3,29,20.8,-1.0,ingrabr01
2024-11-22,NOP,,GSW,"L, 108-112",*,36,7,16,0.438,2,7,0.286,2,4,0.5,1,2,3,7,0,2,4,2,18,11.6,-2.0,ingrabr01
2024-11-19,NOP,@,DAL,"L, 91-132",*,33,6,15,0.4,2,4,0.5,3,4,0.75,0,5,5,4,0,0,5,3,17,6.6,-18.0,ingrabr01
2024-11-16,NOP,,LAL,"L, 99-104",*,38,11,23,0.478,3,5,0.6,7,9,0.778,1,3,4,8,3,1,7,3,32,22.2,0.0,ingrabr01
2025-03-21,POR,,DEN,"W, 128-109",,2,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-0.4,-4.0,mcgowbr01
2025-03-19,POR,,MEM,"W, 115-99",,2,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-1.0,-5.0,mcgowbr01
2025-03-17,POR,,WAS,"W, 112-97",,5,0,4,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-2.5,3.0,mcgowbr01
2025-03-07,POR,@,OKC,"L, 89-107",,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2.0,mcgowbr01
2025-03-03,POR,@,PHI,"W, 119-102",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,mcgowbr01
2025-04-02,UTA,@,HOU,"L, 105-143",,21,6,8,0.75,0,1,0.0,1,1,1.0,1,2,3,2,0,0,1,1,13,11.1,-4.0,martike04
2025-03-31,UTA,@,CHO,"L, 106-110",*,29,2,8,0.25,1,6,0.167,0,0,,0,2,2,2,1,0,1,1,5,1.8,-13.0,martike04
2025-03-28,UTA,@,DEN,"L, 93-129",,16,0,4,0.0,0,3,0.0,0,0,,0,0,0,2,0,0,0,1,0,-1.8,-20.0,martike04
2025-03-27,UTA,,HOU,"L, 110-121",,18,3,4,0.75,0,0,,0,0,,0,2,2,2,0,0,0,1,6,6.0,1.0,martike04
2025-03-25,UTA,,MEM,"L, 103-140",,24,2,5,0.4,0,2,0.0,1,1,1.0,0,2,2,1,0,0,0,2,5,2.8,-13.0,martike04
2025-04-24,LAC,,DEN,"W, 117-83",,4,1,2,0.5,1,1,1.0,0,0,,0,0,0,0,0,0,1,1,3,0.6,6.0,millspa02
2025-04-05,LAC,,DAL,"W, 135-104",,7,2,4,0.5,1,2,0.5,0,0,,1,0,1,1,0,0,0,2,5,3.6,0.0,millspa02
2025-04-04,LAC,,DAL,"W, 114-91",,8,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,1,3,1.6,-12.0,millspa02
2025-03-28,LAC,@,BRK,"W, 132-100",,7,3,4,0.75,3,4,0.75,5,5,1.0,0,0,0,0,0,0,0,2,14,11.6,3.0,millspa02
2025-03-26,LAC,@,NYK,"W, 126-113",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2.0,millspa02
2025-03-19,MEM,@,POR,"L, 99-115",,5,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,0.0,clarkbr01
