Date,Team,Unnamed: 3,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,player_id
2025-04-08,PHO,,GSW,"L, 95-133",,21,2,6,0.333,0,0,,0,0,,4,3,7,0,2,0,1,0,4,5.3,-18.0,ighodos01
2025-04-06,PHO,@,NYK,"L, 98-112",,23,4,4,1.0,0,0,,0,0,,2,1,3,3,0,0,0,1,8,10.2,-11.0,ighodos01
2025-04-03,WAS,,ORL,"L, 97-109",*,25,4,7,0.571,2,4,0.5,2,2,1.0,0,3,3,0,0,0,1,0,12,8.6,10.0,smartma01
2025-03-31,WAS,,MIA,"L, 94-120",,20,1,5,0.2,0,1,0.0,2,4,0.5,0,1,1,2,1,0,1,2,4,1.0,-9.0,smartma01
2025-03-29,WAS,,BRK,"L, 112-115",,7,1,3,0.333,0,0,,1,1,1.0,0,1,1,2,1,0,0,0,3,4.0,2.0,smartma01
2025-03-24,WAS,,TOR,"L, 104-112",,12,2,4,0.5,1,2,0.5,1,2,0.5,0,2,2,1,2,0,2,1,6,4.5,-8.0,smartma01
2025-03-22,WAS,@,NYK,"L, 103-122",,24,6,11,0.545,4,7,0.571,1,3,0.333,1,3,4,3,2,1,2,1,17,14.9,3.0,smartma01
2025-04-11,DAL,,TOR,"W, 124-102",*,18,5,7,0.714,0,0,,0,0,,3,8,11,0,0,0,1,0,10,10.6,29.0,livelde01
2025-04-09,DAL,,LAL,"L, 97-112",*,15,3,3,1.0,0,0,,0,0,,0,0,0,0,1,0,1,3,6,3.9,-17.0,livelde01
2025-04-05,DAL,@,LAC,"L, 104-135",*,15,1,3,0.333,0,0,,0,0,,1,2,3,0,2,1,0,2,2,3.5,-13.0,livelde01
2025-04-02,DAL,,ATL,"W, 120-118",*,16,1,1,1.0,0,0,,2,4,0.5,1,4,5,1,0,1,0,1,4,5.8,-2.0,livelde01
2025-01-14,DAL,,DEN,"L, 99-118",*,4,2,3,0.667,0,0,,0,0,,0,0,0,0,0,1,0,0,4,3.4,-4.0,livelde01
2025-04-13,BRK,,NYK,"L, 105-113",,31,4,11,0.364,1,6,0.167,2,4,0.5,0,8,8,2,0,0,2,2,11,5.1,-3.0,timmedr01
2025-04-11,BRK,@,MIN,"L, 91-117",*,40,5,21,0.238,1,7,0.143,0,1,0.0,6,4,10,2,0,0,2,4,11,1.1,-14.0,timmedr01
2025-04-10,BRK,,ATL,"L, 109-133",,29,4,11,0.364,3,6,0.5,2,2,1.0,1,10,11,6,0,0,2,3,13,11.6,3.0,timmedr01
2025-04-08,BRK,,NOP,"W, 119-114",,29,7,10,0.7,1,1,1.0,1,3,0.333,0,9,9,1,0,0,1,3,16,12.2,-8.0,timmedr01
2025-04-06,BRK,,TOR,"L, 109-120",*,26,5,12,0.417,1,4,0.25,2,2,1.0,2,5,7,2,1,0,2,1,13,9.5,-12.0,timmedr01
2025-04-13,CHI,@,PHI,"W, 122-102",,22,2,9,0.222,1,7,0.143,0,0,,1,3,4,2,0,0,0,2,5,1.7,26.0,carteje01
2025-04-11,CHI,,WAS,"W, 119-89",,13,3,10,0.3,2,8,0.25,0,0,,0,3,3,1,0,0,0,0,8,3.8,15.0,carteje01
2025-04-08,CHI,@,CLE,"L, 113-135",*,34,4,15,0.267,2,9,0.222,0,0,,0,1,1,3,4,0,1,1,10,6.1,-18.0,carteje01
2025-04-06,CHI,@,CHO,"W, 131-117",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-11.0,carteje01
2025-03-31,CHI,@,OKC,"L, 117-145",,18,6,14,0.429,5,11,0.455,0,0,,1,1,2,3,0,0,0,1,17,12.3,3.0,carteje01
2025-05-28,MIN,@,OKC,"L, 94-124",,24,5,6,0.833,1,1,1.0,0,0,,2,3,5,0,1,3,5,4,11,7.6,-21.0,reidna01
2025-05-26,MIN,,OKC,"L, 126-128",,23,3,4,0.75,1,2,0.5,4,4,1.0,3,3,6,2,0,0,1,2,11,12.0,-5.0,reidna01
2025-05-24,MIN,,OKC,"W, 143-101",,19,4,6,0.667,2,3,0.667,0,0,,0,8,8,2,0,1,0,4,10,10.3,23.0,reidna01
2025-05-22,MIN,@,OKC,"L, 103-118",,28,3,8,0.375,0,5,0.0,4,6,0.667,1,7,8,0,1,2,2,3,10,6.8,-6.0,reidna01
2025-05-20,MIN,@,OKC,"L, 88-114",,28,1,11,0.091,0,7,0.0,2,2,1.0,3,5,8,4,0,1,3,2,4,0.0,-21.0,reidna01
2024-11-12,GSW,,DAL,"W, 120-117",*,26,6,12,0.5,2,6,0.333,0,0,,1,3,4,4,1,0,2,2,14,10.6,12.0,meltode01
2024-11-10,GSW,@,OKC,"W, 127-116",*,27,5,11,0.455,5,8,0.625,4,6,0.667,2,8,10,2,3,0,4,2,19,15.9,8.0,meltode01
2024-11-08,GSW,@,CLE,"L, 117-136",,18,4,11,0.364,2,6,0.333,0,0,,2,0,2,3,0,0,1,4,10,4.8,6.0,meltode01
2024-10-27,GSW,,LAC,"L, 104-112",,17,3,5,0.6,2,4,0.5,0,0,,0,1,1,0,0,1,0,2,8,5.9,-10.0,meltode01
2024-10-25,GSW,@,UTA,"W, 127-86",,14,0,4,0.0,0,3,0.0,0,0,,1,0,1,4,0,1,2,5,0,-2.6,8.0,meltode01
2025-04-26,MEM,,OKC,"L, 115-117",*,33,3,4,0.75,0,0,,2,2,1.0,2,6,8,1,0,7,1,6,8,11.8,-5.0,edeyza01
2025-04-24,MEM,,OKC,"L, 108-114",*,30,3,3,1.0,0,0,,3,4,0.75,2,5,7,2,0,1,2,5,9,8.7,-2.0,edeyza01
2025-04-22,MEM,@,OKC,"L, 99-118",*,26,2,3,0.667,0,0,,0,0,,3,4,7,3,0,2,1,0,4,8.5,-13.0,edeyza01
2025-04-20,MEM,@,OKC,"L, 80-131",*,20,2,5,0.4,0,0,,0,1,0.0,4,5,9,1,0,0,2,1,4,3.5,-38.0,edeyza01
2025-04-11,MEM,@,DEN,"L, 109-117",*,33,3,4,0.75,0,0,,2,4,0.5,3,13,16,1,1,2,2,4,8,11.1,2.0,edeyza01
2025-03-12,UTA,@,MEM,"L, 115-122",*,28,8,12,0.667,1,3,0.333,5,7,0.714,2,5,7,0,0,0,1,2,22,17.1,1.0,collijo01
2025-03-10,UTA,@,BOS,"L, 108-114",*,34,12,30,0.4,2,11,0.182,2,2,1.0,5,5,10,2,2,0,2,3,28,17.0,2.0,collijo01
2025-02-28,UTA,,MIN,"W, 117-116",*,27,12,18,0.667,3,6,0.5,2,3,0.667,3,9,12,1,0,1,3,3,29,22.8,11.0,collijo01
2025-02-21,UTA,,OKC,"L, 107-130",*,31,11,19,0.579,1,5,0.2,3,7,0.429,0,3,3,1,1,0,1,0,26,17.1,-14.0,collijo01
2025-02-13,UTA,,LAC,"L, 116-120 (OT)",*,41,5,11,0.455,2,7,0.286,5,6,0.833,1,6,7,1,1,1,2,4,17,12.2,2.0,collijo01
2025-04-13,UTA,@,MIN,"L, 105-116",*,28,6,11,0.545,3,6,0.5,0,0,,0,2,2,1,1,0,1,3,15,9.8,-19.0,juzanjo01
2025-04-11,UTA,,OKC,"L, 111-145",*,31,6,14,0.429,4,9,0.444,0,0,,1,5,6,3,1,0,1,2,16,12.1,-44.0,juzanjo01
2025-04-09,UTA,,POR,"W, 133-126 (OT)",*,33,4,9,0.444,2,5,0.4,4,4,1.0,1,4,5,1,3,1,2,3,14,12.4,9.0,juzanjo01
2025-04-06,UTA,@,ATL,"L, 134-147",*,35,5,12,0.417,5,11,0.455,0,0,,0,2,2,2,3,0,0,2,15,12.8,-9.0,juzanjo01
2025-04-04,UTA,@,IND,"L, 112-140",*,36,6,18,0.333,5,12,0.417,0,0,,1,2,3,0,0,0,2,4,17,4.5,-18.0,juzanjo01
2025-03-25,SAC,,OKC,"L, 105-121",,21,4,7,0.571,2,3,0.667,1,2,0.5,0,2,2,2,3,0,0,1,11,11.9,-16.0,laravja01
2025-03-24,SAC,,BOS,"L, 95-113",,17,1,4,0.25,0,1,0.0,0,0,,0,2,2,1,2,0,2,2,2,0.1,-1.0,laravja01
2025-03-22,SAC,,MIL,"L, 108-114",,28,4,9,0.444,2,6,0.333,1,2,0.5,0,1,1,0,0,0,0,1,11,5.8,-12.0,laravja01
2025-03-20,SAC,,CHI,"L, 116-128",,22,3,3,1.0,1,1,1.0,3,3,1.0,3,4,7,3,0,1,1,4,10,12.6,0.0,laravja01
2025-03-17,SAC,,MEM,"W, 132-122",,23,4,7,0.571,2,4,0.5,2,2,1.0,1,1,2,1,2,0,3,6,12,7.0,8.0,laravja01
2024-11-15,OKC,,PHO,"W, 99-83",,4,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-3.0,leonsma01
2024-11-13,OKC,,NOP,"W, 106-88",,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.0,leonsma01
2024-11-08,OKC,,HOU,"W, 126-107",,4,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,1,1,0.2,-7.0,leonsma01
2024-11-04,OKC,,ORL,"W, 102-86",,3,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,-1.0,leonsma01
2024-11-02,OKC,@,LAC,"W, 105-92",,3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-4.0,leonsma01
2025-04-08,NOP,@,BRK,"L, 114-119",*,19,4,6,0.667,0,0,,1,3,0.333,3,2,5,0,0,0,1,0,9,7.3,-21.0,missiyv01
2025-04-06,NOP,,MIL,"L, 107-111",*,30,9,13,0.692,0,0,,0,2,0.0,3,9,12,3,1,1,1,2,18,18.5,7.0,missiyv01
2025-04-04,NOP,@,LAL,"L, 108-124",*,28,5,8,0.625,0,0,,3,5,0.6,7,4,11,2,1,1,0,2,13,17.0,-15.0,missiyv01
2025-04-02,NOP,@,LAC,"L, 98-114",*,27,3,8,0.375,0,0,,0,0,,2,10,12,4,0,3,0,2,6,10.1,-5.0,missiyv01
2025-03-30,NOP,,CHO,"W, 98-94",*,24,3,6,0.5,0,0,,2,4,0.5,3,8,11,2,0,0,1,2,8,8.3,-9.0,missiyv01
2025-04-28,MIA,,CLE,"L, 83-138",,29,8,15,0.533,4,9,0.444,4,4,1.0,2,3,5,2,2,1,2,1,24,20.7,-28.0,jovicni01
2025-04-26,MIA,,CLE,"L, 87-124",,19,1,7,0.143,1,6,0.167,0,0,,0,3,3,2,1,0,1,1,3,0.4,-20.0,jovicni01
2025-04-23,MIA,@,CLE,"L, 112-121",,25,4,12,0.333,1,8,0.125,2,2,1.0,2,6,8,2,0,0,2,0,11,6.8,2.0,jovicni01
2025-04-20,MIA,@,CLE,"L, 100-121",,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0.0,jovicni01
2025-02-23,MIA,@,MIL,"L, 113-120",,15,3,4,0.75,1,2,0.5,0,0,,0,2,2,0,0,0,0,2,7,5.2,10.0,jovicni01
2025-04-13,TOR,@,SAS,"L, 118-125",*,36,4,12,0.333,2,5,0.4,1,2,0.5,2,2,4,9,0,0,3,3,11,7.9,-3.0,sheadja01
2025-04-11,TOR,@,DAL,"L, 102-124",*,33,3,12,0.25,1,9,0.111,2,2,1.0,0,0,0,5,2,0,3,3,9,3.1,-27.0,sheadja01
2025-04-06,TOR,@,BRK,"W, 120-109",*,29,3,11,0.273,1,3,0.333,2,2,1.0,0,4,4,12,3,0,3,3,9,10.9,31.0,sheadja01
2025-04-04,TOR,,DET,"L, 105-117",,26,5,12,0.417,1,3,0.333,3,4,0.75,0,1,1,9,2,0,0,4,14,14.2,4.0,sheadja01
2025-04-03,TOR,,POR,"L, 103-112",*,25,4,8,0.5,2,3,0.667,0,0,,2,1,3,3,2,0,2,2,10,9.0,-8.0,sheadja01
2025-03-12,PHI,@,TOR,"L, 105-118",*,26,5,12,0.417,0,2,0.0,3,6,0.5,2,3,5,0,3,1,0,2,13,10.6,-17.0,oubreke01
2025-03-09,PHI,,UTA,"W, 126-122",*,20,3,7,0.429,0,2,0.0,0,0,,0,2,2,2,0,0,0,4,6,2.7,-7.0,oubreke01
2025-03-06,PHI,@,BOS,"L, 105-123",*,34,9,20,0.45,3,5,0.6,6,7,0.857,2,3,5,6,3,0,3,5,27,20.7,-19.0,oubreke01
2025-03-04,PHI,@,MIN,"L, 112-126",*,40,11,19,0.579,1,4,0.25,1,3,0.333,1,2,3,2,1,1,3,2,24,14.9,-12.0,oubreke01
2025-03-01,PHI,,GSW,"W, 126-119",*,42,6,13,0.462,3,6,0.5,5,7,0.714,1,1,2,1,1,1,2,2,20,13.1,1.0,oubreke01
2025-05-28,OKC,,MIN,"W, 124-94",,4,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,0.0,-5.0,jonesdi01
2025-05-24,OKC,@,MIN,"L, 101-143",,10,4,5,0.8,2,2,1.0,0,0,,2,1,3,1,1,0,0,1,10,11.1,2.0,jonesdi01
2025-05-20,OKC,,MIN,"W, 114-88",,1,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,0,0,0,0,3,3.4,6.0,jonesdi01
2025-05-18,OKC,,DEN,"W, 125-93",,4,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,0,0,-1.7,-10.0,jonesdi01
2025-05-15,OKC,@,DEN,"L, 107-119",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,jonesdi01
2025-05-28,OKC,,MIN,"W, 124-94",*,30,8,13,0.615,2,4,0.5,4,6,0.667,1,6,7,0,0,3,0,3,22,18.7,21.0,holmgch01
2025-05-26,OKC,@,MIN,"W, 128-126",*,33,9,14,0.643,2,4,0.5,1,2,0.5,4,3,7,1,1,3,1,2,21,20.1,2.0,holmgch01
2025-05-24,OKC,@,MIN,"L, 101-143",*,21,3,7,0.429,1,4,0.25,3,3,1.0,1,4,5,2,1,0,0,1,10,10.2,-8.0,holmgch01
2025-05-22,OKC,,MIN,"W, 118-103",*,32,8,17,0.471,1,6,0.167,5,6,0.833,1,3,4,2,0,0,3,2,22,12.1,8.0,holmgch01
2025-05-20,OKC,,MIN,"W, 114-88",*,26,6,9,0.667,1,1,1.0,2,4,0.5,2,5,7,3,1,2,1,0,15,16.7,8.0,holmgch01
2025-03-28,DEN,,UTA,"W, 129-93",,5,3,4,0.75,1,1,1.0,0,0,,1,2,3,0,0,0,0,1,7,6.3,-2.0,hallpj01
2025-03-21,DEN,@,POR,"L, 109-128",,4,2,3,0.667,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,4,2.7,3.0,hallpj01
2025-03-19,DEN,@,LAL,"L, 108-120",,8,2,2,1.0,1,1,1.0,0,0,,1,1,2,1,0,2,0,3,5,6.3,11.0,hallpj01
2025-03-12,DEN,,MIN,"L, 95-115",,3,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,-3.0,hallpj01
2025-02-22,DEN,,LAL,"L, 100-123",,4,0,2,0.0,0,1,0.0,0,0,,1,1,2,0,0,1,1,0,0,-0.7,-3.0,hallpj01
2025-04-13,UTA,@,MIN,"L, 105-116",*,6,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,1,0,0,-1.1,-1.0,sprinja01
2025-04-11,UTA,,OKC,"L, 111-145",*,28,1,9,0.111,1,7,0.143,0,0,,3,2,5,2,2,0,2,1,3,0.8,-16.0,sprinja01
2025-04-09,UTA,,POR,"W, 133-126 (OT)",,39,2,8,0.25,0,3,0.0,2,2,1.0,2,4,6,4,0,0,1,5,6,3.6,3.0,sprinja01
2025-04-06,UTA,@,ATL,"L, 134-147",,16,4,4,1.0,1,1,1.0,0,0,,0,1,1,1,2,0,0,3,9,9.6,0.0,sprinja01
2025-04-04,UTA,@,IND,"L, 112-140",,15,2,4,0.5,0,2,0.0,1,1,1.0,2,1,3,1,1,0,1,3,5,4.2,-8.0,sprinja01
2025-04-13,SAC,,PHO,"W, 109-98",*,28,4,9,0.444,0,0,,0,0,,0,0,0,5,0,0,2,1,8,4.4,4.0,derozde01
2025-04-11,SAC,,LAC,"L, 100-101",*,40,6,20,0.3,1,5,0.2,3,4,0.75,1,2,3,8,0,0,0,2,16,10.1,-3.0,derozde01
2025-04-09,SAC,,DEN,"L, 116-124",*,40,8,26,0.308,0,5,0.0,6,7,0.857,2,2,4,4,0,1,1,3,22,9.9,-16.0,derozde01
2025-04-07,SAC,@,DET,"W, 127-117",*,37,14,26,0.538,1,6,0.167,8,10,0.8,1,3,4,2,0,1,2,3,37,24.1,15.0,derozde01
2025-04-06,SAC,@,CLE,"W, 120-113",*,40,10,18,0.556,2,5,0.4,6,8,0.75,0,4,4,7,0,1,0,2,28,24.6,25.0,derozde01
2025-04-13,IND,@,CLE,"W, 126-118 (2OT)",,40,7,16,0.438,0,4,0.0,7,7,1.0,1,5,6,2,4,0,1,2,21,18.4,22.0,jacksqu01
2025-04-11,IND,,ORL,"L, 115-129",,20,3,7,0.429,3,5,0.6,4,6,0.667,0,1,1,3,0,0,1,2,13,9.1,-10.0,jacksqu01
2025-03-29,IND,@,OKC,"L, 111-132",,6,0,2,0.0,0,1,0.0,1,2,0.5,0,0,0,1,1,0,0,0,1,0.9,1.0,jacksqu01
2025-03-27,IND,@,WAS,"W, 162-109",,9,2,3,0.667,1,1,1.0,0,0,,1,1,2,7,3,0,0,0,5,12.6,12.0,jacksqu01
2025-03-24,IND,,MIN,"W, 119-103",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1.0,jacksqu01
2025-05-16,BOS,@,NYK,"L, 81-119",,8,1,4,0.25,0,2,0.0,0,0,,1,2,3,0,0,0,0,0,2,0.9,-2.0,tillmxa01
2025-04-09,BOS,@,ORL,"L, 76-96",,7,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,1.0,tillmxa01
2025-04-06,BOS,,WAS,"W, 124-90",,7,0,1,0.0,0,0,,0,0,,0,0,0,0,1,0,1,0,0,-0.7,-1.0,tillmxa01
2025-04-04,BOS,,PHO,"W, 123-103",,2,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-1.0,tillmxa01
2025-03-31,BOS,@,MEM,"W, 117-103",*,8,0,5,0.0,0,5,0.0,2,2,1.0,1,2,3,0,1,0,1,1,2,-0.6,-6.0,tillmxa01
2025-04-04,POR,@,CHI,"L, 113-118",*,35,12,25,0.48,2,7,0.286,11,14,0.786,6,5,11,5,0,0,1,3,37,30.1,-4.0,avdijde01
2025-04-03,POR,@,TOR,"W, 112-103",*,33,10,20,0.5,2,6,0.333,4,4,1.0,7,8,15,6,2,2,7,2,26,23.1,2.0,avdijde01
2025-04-01,POR,@,ATL,"W, 127-113",*,38,11,21,0.524,3,8,0.375,7,8,0.875,5,10,15,10,2,0,7,3,32,28.6,22.0,avdijde01
2025-03-30,POR,@,NYK,"L, 93-110",*,41,14,25,0.56,2,7,0.286,3,4,0.75,0,7,7,4,3,0,3,3,33,24.4,2.0,avdijde01
2025-03-27,POR,@,SAC,"L, 107-128",*,32,7,11,0.636,4,7,0.571,6,7,0.857,2,7,9,3,1,0,3,4,24,20.7,-18.0,avdijde01
2025-04-29,ORL,@,BOS,"L, 89-120",*,20,0,5,0.0,0,4,0.0,0,0,,1,1,2,3,2,1,0,1,0,1.9,5.0,josepco01
2025-04-27,ORL,,BOS,"L, 98-107",*,27,5,8,0.625,2,4,0.5,0,0,,0,3,3,6,1,0,0,3,12,13.3,7.0,josepco01
2025-04-25,ORL,,BOS,"W, 95-93",*,28,2,4,0.5,2,4,0.5,0,0,,0,3,3,1,0,0,1,1,6,4.2,-9.0,josepco01
2025-04-23,ORL,@,BOS,"L, 100-109",*,23,3,6,0.5,1,3,0.333,0,0,,0,1,1,3,2,1,1,0,7,8.1,-4.0,josepco01
2025-04-20,ORL,@,BOS,"L, 86-103",*,26,0,1,0.0,0,1,0.0,0,0,,0,0,0,2,0,0,0,5,0,-1.3,-7.0,josepco01
2025-05-11,CLE,@,IND,"L, 109-129",,5,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,0,0,0,0,3,3.4,9.0,okekech01
2025-04-28,CLE,@,MIA,"W, 138-83",,7,0,3,0.0,0,3,0.0,0,0,,0,0,0,0,1,0,0,0,0,-1.1,1.0,okekech01
2025-04-20,CLE,,MIA,"W, 121-100",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,okekech01
2025-04-13,CLE,,IND,"L, 118-126 (2OT)",,22,1,5,0.2,1,5,0.2,0,0,,1,3,4,2,0,1,0,0,3,3.6,2.0,okekech01
2025-04-08,CLE,,CHI,"W, 135-113",,3,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,2,1.0,4.0,okekech01
2025-04-28,MIA,,CLE,"L, 83-138",*,35,3,9,0.333,1,5,0.2,1,2,0.5,0,0,0,5,0,0,3,1,8,2.6,-37.0,mitchda01
2025-04-26,MIA,,CLE,"L, 87-124",*,37,7,11,0.636,2,2,1.0,0,1,0.0,0,4,4,5,1,1,0,3,16,15.9,-20.0,mitchda01
2025-04-23,MIA,@,CLE,"L, 112-121",*,36,7,9,0.778,2,4,0.5,2,4,0.5,0,1,1,6,1,0,2,3,18,16.0,-6.0,mitchda01
2025-04-20,MIA,@,CLE,"L, 100-121",,34,8,12,0.667,2,3,0.667,0,0,,2,2,4,9,1,0,3,4,18,17.5,-20.0,mitchda01
2025-04-13,MIA,,WAS,"L, 118-119",*,20,2,4,0.5,0,0,,0,0,,0,4,4,8,1,0,1,0,4,8.8,1.0,mitchda01
2025-04-26,MEM,,OKC,"L, 115-117",,18,3,5,0.6,3,5,0.6,2,2,1.0,0,4,4,3,1,0,0,2,11,12.2,8.0,willivi01
2025-04-24,MEM,,OKC,"L, 108-114",,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,3.0,willivi01
2025-04-20,MEM,@,OKC,"L, 80-131",,19,1,2,0.5,1,2,0.5,0,0,,1,2,3,1,1,0,3,1,3,1.6,-6.0,willivi01
2025-04-13,MEM,,DAL,"W, 132-97",*,24,4,8,0.5,2,3,0.667,2,2,1.0,5,6,11,5,0,1,0,1,12,17.1,12.0,willivi01
2025-04-11,MEM,@,DEN,"L, 109-117",*,15,1,5,0.2,0,4,0.0,0,0,,0,3,3,1,1,1,2,3,2,-1.0,5.0,willivi01
2025-04-13,SAS,,TOR,"W, 125-118",,3,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,2,0.6,0.0,mclaujo01
2025-04-11,SAS,@,PHO,"L, 98-117",,25,0,5,0.0,0,4,0.0,0,0,,0,1,1,3,1,0,2,1,0,-2.5,-14.0,mclaujo01
2025-04-08,SAS,@,LAC,"L, 117-122",,4,2,4,0.5,2,4,0.5,0,0,,1,1,2,3,0,1,0,0,6,7.8,13.0,mclaujo01
2025-04-06,SAS,@,POR,"L, 109-120",,10,2,2,1.0,0,0,,1,1,1.0,1,1,2,3,1,0,1,0,5,7.5,15.0,mclaujo01
2025-04-04,SAS,,CLE,"L, 113-114",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2.0,mclaujo01
2025-04-13,ATL,,ORL,"W, 117-105",*,37,7,20,0.35,1,7,0.143,0,0,,0,11,11,15,5,0,3,3,15,18.4,5.0,wallake01
2025-04-10,ATL,@,BRK,"W, 133-109",,3,0,2,0.0,0,2,0.0,0,0,,0,0,0,1,0,0,0,0,0,-0.7,-3.0,wallake01
2025-04-05,ATL,,NYK,"L, 105-121",,6,1,2,0.5,0,0,,0,0,,0,1,1,3,1,1,1,0,2,4.1,11.0,wallake01
2025-03-10,ATL,,PHI,"W, 132-123",*,31,3,11,0.273,1,5,0.2,0,0,,1,1,2,6,0,0,1,4,7,3.1,15.0,wallake01
2025-03-08,ATL,,IND,"W, 120-118",,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5.0,wallake01
2025-04-11,CHO,@,BOS,"L, 94-130",*,24,5,12,0.417,0,0,,0,0,,5,7,12,2,2,1,4,1,10,8.9,-22.0,willima07
2025-04-08,CHO,,MEM,"L, 100-124",*,31,4,11,0.364,0,1,0.0,0,0,,2,5,7,2,1,1,4,3,8,2.7,-35.0,willima07
2025-04-06,CHO,,CHI,"L, 117-131",*,31,7,11,0.636,0,1,0.0,8,9,0.889,0,9,9,2,1,1,2,5,22,18.5,-14.0,willima07
2025-04-02,CHO,@,IND,"L, 105-119",*,32,6,8,0.75,0,1,0.0,4,6,0.667,3,9,12,1,0,0,4,0,16,13.5,-15.0,willima07
2025-03-31,CHO,,UTA,"W, 110-106",*,34,8,9,0.889,0,0,,2,2,1.0,3,10,13,1,0,0,3,3,18,16.5,15.0,willima07
2025-04-11,ATL,@,PHI,"W, 124-110",,30,12,15,0.8,4,5,0.8,3,5,0.6,2,2,4,4,1,1,0,4,31,29.4,13.0,leverca01
2025-04-10,ATL,@,BRK,"W, 133-109",,20,1,7,0.143,0,4,0.0,2,4,0.5,0,3,3,5,1,0,1,1,4,2.7,2.0,leverca01
2025-04-08,ATL,@,ORL,"L, 112-119",,30,4,11,0.364,2,6,0.333,3,3,1.0,1,5,6,0,0,0,2,3,13,5.9,-11.0,leverca01
2025-04-06,ATL,,UTA,"W, 147-134",,28,7,14,0.5,3,5,0.6,4,5,0.8,1,4,5,6,1,0,2,1,21,18.3,6.0,leverca01
2025-04-05,ATL,,NYK,"L, 105-121",,20,6,11,0.545,1,4,0.25,1,1,1.0,1,3,4,3,3,1,0,0,14,16.1,-13.0,leverca01
2025-04-02,DEN,,SAS,"L, 106-113",,24,2,8,0.25,0,4,0.0,0,0,,1,3,4,2,0,2,0,3,4,2.4,-13.0,jonessp01
2025-03-28,DEN,,UTA,"W, 129-93",,6,0,1,0.0,0,1,0.0,0,0,,1,0,1,1,0,0,1,1,0,-0.7,-6.0,jonessp01
2025-03-26,DEN,,MIL,"W, 127-117",,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,jonessp01
2025-03-21,DEN,@,POR,"L, 109-128",,6,0,2,0.0,0,1,0.0,2,2,1.0,1,0,1,0,0,0,1,1,2,-0.1,1.0,jonessp01
2025-03-19,DEN,@,LAL,"L, 108-120",,29,4,8,0.5,0,3,0.0,1,1,1.0,2,1,3,0,0,1,1,3,9,5.2,-7.0,jonessp01
2025-04-25,LAL,@,MIN,"L, 104-116",,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,lenal01
2025-04-19,LAL,,MIN,"L, 95-117",,3,0,1,0.0,0,0,,0,0,,3,1,4,0,0,0,0,0,0,1.7,1.0,lenal01
2025-04-13,LAL,@,POR,"L, 81-109",*,14,2,4,0.5,0,1,0.0,0,0,,0,2,2,1,0,1,3,6,4,-1.4,-15.0,lenal01
2025-03-22,LAL,,CHI,"L, 115-146",,7,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,-8.0,lenal01
2025-03-20,LAL,,MIL,"L, 89-118",,17,4,7,0.571,1,2,0.5,1,4,0.25,4,5,9,1,1,0,3,4,10,6.9,-4.0,lenal01
2025-04-28,MIA,,CLE,"L, 83-138",,13,1,5,0.2,0,1,0.0,2,2,1.0,3,1,4,1,0,0,0,1,4,3.6,-10.0,jaqueja01
2025-04-26,MIA,,CLE,"L, 87-124",,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-8.0,jaqueja01
2025-04-20,MIA,@,CLE,"L, 100-121",,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0.0,jaqueja01
