Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,% of FGA by Distance,% of FGA by Distance.1,% of FGA by Distance.2,% of FGA by Distance.3,% of FGA by Distance.4,% of FGA by Distance.5,FG% by Distance,FG% by Distance.1,FG% by Distance.2,FG% by Distance.3,FG% by Distance.4,FG% by Distance.5,% of FG Ast'd,% of FG Ast'd.1,Dunks,Dunks.1,Corner 3s,Corner 3s.1,Heaves,Heaves.1,Unnamed: 31,player_id,Unnamed: 12,Unnamed: 20,Unnamed: 25,Unnamed: 22,Unnamed: 28,Unnamed: 23,Unnamed: 26,Unnamed: 29,Unnamed: 30,Unnamed: 21,Unnamed: 27,Unnamed: 19,Unnamed: 24,Unnamed: 17,Unnamed: 18
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,greenja02,,,,,,,,,,,,,,,
2019-20,26,BOS,NBA,SG,48,2,468,.500,9.2,.738,.468,.230,.032,.008,.262,.581,.661,.414,.500,1.000,.273,.630,1.000,.175,18,.364,.333,1,0,,greenja02,,,,,,,,,,,,,,,
2020-21,27,2TM,NBA,SF,41,2,473,.520,9.6,.706,.441,.186,.078,.000,.294,.597,.733,.368,.375,,.333,.465,1.000,.196,17,.433,.462,0,0,,greenja02,,,,,,,,,,,,,,,
2020-21,27,BOS,NBA,SF,25,2,345,.549,10.5,.690,.408,.169,.113,.000,.310,.653,.793,.500,.375,,.318,.438,1.000,.211,12,.409,.444,0,0,,greenja02,,,,,,,,,,,,,,,
2020-21,27,CHI,NBA,SG,16,0,128,.452,8.7,.742,.516,.226,.000,.000,.258,.478,.625,.143,,,.375,.545,1.000,.161,5,.500,.500,0,0,,greenja02,,,,,,,,,,,,,,,
2021-22,28,CHI,NBA,SF,65,45,1519,.542,9.1,.689,.535,.123,.031,.000,.311,.625,.695,.425,.200,,.356,.679,1.000,.194,58,.594,.433,0,0,,greenja02,,,,,,,,,,,,,,,
2022-23,29,CHI,NBA,SF,32,1,480,.565,9.8,.676,.481,.185,.000,.009,.324,.658,.750,.450,,.000,.371,.667,1.000,.222,24,.457,.313,0,0,,greenja02,,,,,,,,,,,,,,,
2023-24,30,CHI,NBA,SF,9,5,230,.600,10.2,.640,.493,.133,.013,.000,.360,.729,.730,.700,1.000,,.370,.686,1.000,.173,11,.630,.353,0,0,,greenja02,,,,,,,,,,,,,,,
2024-25,31,2TM,NBA,SG,68,19,1258,.429,14.1,.509,.317,.160,.024,.007,.491,.527,.692,.283,.143,.000,.326,.636,1.000,.077,18,.475,.328,0,0,,greenja02,,,,,,,,,,,,,,,
2024-25,31,NOP,NBA,SG,50,18,1092,.446,13.7,.518,.321,.161,.027,.009,.482,.534,.722,.250,.167,.000,.352,.613,1.000,.080,16,.500,.352,0,0,,greenja02,,,,,,,,,,,,,,,
2024-25,31,CLE,NBA,SG,18,1,166,.365,14.5,.476,.302,.159,.016,.000,.524,.500,.579,.400,.000,,.242,.733,1.000,.063,2,.394,.231,0,0,,greenja02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,ferryda01,,,,,,,,,,,,,,,
1996-97,30,CLE,NBA,PF,82,48,2633,.429,17.8,.642,.068,.071,.147,.356,.358,.445,.222,.375,.359,.537,.401,.833,.991,.001,1,.187,.340,3,0,,ferryda01,,,,,,,,,,,,,,,
1997-98,31,CLE,NBA,PF,69,3,1034,.395,18.5,.654,.042,.059,.168,.385,.346,.428,.750,.471,.333,.427,.333,.775,1.000,.003,0,.253,.440,1,0,,ferryda01,,,,,,,,,,,,,,,
1998-99,32,CLE,NBA,PF,50,10,1058,.476,18.2,.672,.017,.091,.162,.402,.328,.518,.400,.556,.438,.546,.392,.767,1.000,.000,0,.289,.429,0,0,,ferryda01,,,,,,,,,,,,,,,
1999-00,33,CLE,NBA,PF,63,3,1326,.497,17.5,.803,.021,.068,.176,.537,.197,.511,.375,.308,.567,.525,.440,.814,1.000,.000,0,.147,.636,1,0,,ferryda01,,,,,,,,,,,,,,,
2000-01,34,SAS,NBA,SF,80,29,1688,.475,19.7,.584,.019,.032,.149,.384,.416,.493,.286,.417,.482,.514,.449,.833,.971,.000,0,.442,.536,0,0,,ferryda01,,,,,,,,,,,,,,,
2001-02,35,SAS,NBA,SF,50,2,799,.429,21.1,.441,.011,.006,.136,.288,.559,.423,1.000,.000,.292,.471,.434,.818,1.000,.000,0,.414,.366,0,0,,ferryda01,,,,,,,,,,,,,,,
2002-03,36,SAS,NBA,SF,64,1,601,.355,19.5,.516,.032,.048,.145,.290,.484,.359,.750,.333,.389,.306,.350,.696,1.000,.000,0,.483,.345,0,0,,ferryda01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,,,,%FGA,#,,,Att.,Md.,,simmoce01,,,,2P,,,,,,,Awards,,,,
2006-07,21,NOK,NBA,PF,43,4,534,.417,8.4,1.000,.417,.129,.152,.303,.000,.417,.582,.353,.450,.200,,,,.167,16,,,0,0,,simmoce01,,,,.691,,,,,,,,,,,
2007-08,22,2TM,NBA,PF,14,0,87,.286,6.3,1.000,.500,.214,.143,.143,.000,.286,.571,.000,.000,.000,,,,.286,3,,,0,0,,simmoce01,,,,1.000,,,,,,,,,,,
2007-08,22,CLE,NBA,PF,7,0,68,.333,4.1,1.000,.667,.167,.167,.000,.000,.333,.500,.000,.000,,,,,.333,1,,,0,0,,simmoce01,,,,1.000,,,,,,,,,,,
2007-08,22,CHI,NBA,PF,7,0,19,.250,8.4,1.000,.375,.250,.125,.250,.000,.250,.667,.000,.000,.000,,,,.250,2,,,0,0,,simmoce01,,,,1.000,,,,,,,,,,,
2008-09,23,2TM,NBA,PF,18,0,84,.440,5.9,1.000,.560,.280,.120,.040,.000,.440,.571,.286,.333,.000,,,,.160,4,,,0,0,,simmoce01,,,,.545,,,,,,,,,,,
2008-09,23,CHI,NBA,PF,11,0,61,.524,4.0,1.000,.619,.238,.143,.000,.000,.524,.615,.400,.333,,,,,.190,4,,,0,0,,simmoce01,,,,.545,,,,,,,,,,,
2008-09,23,SAC,NBA,PF,7,0,23,.000,7.7,1.000,.250,.500,.000,.250,.000,.000,.000,.000,,.000,,,,.000,0,,,0,0,,simmoce01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,3-10,,,,,,,%FGA,#,,,Att.,Md.,,walshma01,,,,,,,,,,,,2P,Awards,,
2005-06,23,MIA,NBA,SG,2,0,3,1.000,4.3,1.000,.000,1.000,.000,.000,.000,1.000,1.000,,,,,,,.000,0,,,0,0,,walshma01,,,,,,,,,,,,.000,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,10-16,3P,,,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,,duvaltr01,,,,,,,,Awards,,,,,,,
2018-19,20,MIL,NBA,PG,3,0,6,.667,13.5,.667,.333,.000,.333,.000,.333,.500,1.000,.000,1.000,,,1.000,1.000,.000,0,1.000,1.000,0,0,,duvaltr01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,postela01,,,,,,,,,,,,,,,
2000-01,22,NYK,NBA,SG,26,0,169,.315,12.0,.796,.259,.148,.204,.185,.204,.326,.643,.125,.273,.100,.273,.571,.667,.037,2,.364,.000,0,0,,postela01,,,,,,,,,,,,,,,
2001-02,23,NYK,NBA,SG,23,0,179,.333,15.2,.690,.179,.060,.250,.202,.310,.379,.467,.000,.381,.412,.231,.227,.667,.012,1,.308,.125,0,0,,postela01,,,,,,,,,,,,,,,
2002-03,24,NYK,NBA,SG,12,0,98,.368,14.7,.816,.158,.105,.184,.368,.184,.387,.667,.500,.143,.357,.286,.667,1.000,.053,2,.143,.000,0,0,,postela01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,,,,%FGA,#,,,Att.,Md.,,ezelife01,,,,2P,,,,,,,Awards,,,,
2012-13,23,GSW,NBA,C,78,41,1120,.438,4.6,1.000,.538,.325,.095,.041,.000,.438,.582,.327,.063,.286,,,,.272,39,,,0,0,,ezelife01,,,,.581,,,,,,,,,,,
2013-14,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezelife01,,,,,,,,,,,,,,,
2014-15,25,GSW,NBA,C,46,7,504,.547,4.1,1.000,.518,.381,.065,.036,.000,.547,.653,.491,.333,.000,,,,.237,28,,,0,0,,ezelife01,,,,.632,,,,,,,,,,,
2015-16,26,GSW,NBA,C,46,13,770,.548,2.9,1.000,.649,.272,.061,.018,.000,.548,.682,.339,.143,.250,,,,.342,68,,,0,0,,ezelife01,,,,.816,,,,,,,,,,,
2016-17,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezelife01,,,,,,,,,,,,,,,
2017-18,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezelife01,,,,,,,,,,,,,,,
2018-19,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezelife01,,,,,,,,,,,,,,,
2019-20,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezelife01,,,,,,,,,,,,,,,
2020-21,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezelife01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,,,Att.,Md.,,schindw01,,,,,,,,,Awards,,%3PA,,,,
1996-97,28,LAC,NBA,C,15,0,116,.361,10.7,.944,.167,.278,.333,.167,.056,.353,.833,.200,.333,.167,.500,.667,1.000,.028,1,,,0,0,,schindw01,,,,,,,,,,,.000,,,,
1997-98,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schindw01,,,,,,,,,,,,,,,
1998-99,30,BOS,NBA,C,16,0,67,.250,9.4,1.000,.125,.438,.438,.000,.000,.250,.500,.143,.286,,,.750,,.000,0,,,0,0,,schindw01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,traylro01,,,,,,,,,,,,,,,
1998-99,21,MIL,NBA,C,49,43,786,.537,5.7,.995,.552,.313,.104,.025,.005,.540,.730,.317,.286,.200,.000,.639,,.234,45,.000,,0,0,,traylro01,,,,,,,,,,,,,,,
1999-00,22,MIL,NBA,PF,44,16,447,.475,7.3,.967,.443,.418,.066,.041,.033,.492,.537,.471,.250,.600,.000,.655,,.205,19,.000,,0,0,,traylro01,,,,,,,,,,,,,,,
2000-01,23,CLE,NBA,C,70,7,1212,.497,4.1,.994,.549,.321,.083,.040,.006,.500,.680,.298,.259,.154,.000,.640,,.133,35,.500,.000,0,0,,traylro01,,,,,,,,,,,,,,,
2001-02,24,CHH,NBA,PF,61,1,678,.426,4.6,.995,.603,.206,.069,.118,.005,.424,.545,.262,.143,.250,1.000,.674,1.000,.137,25,.000,,0,0,,traylro01,,,,,,,,,,,,,,,
2002-03,25,NOH,NBA,C,69,0,851,.443,5.7,.987,.553,.181,.093,.160,.013,.444,.557,.279,.318,.316,.333,.596,.000,.122,25,.000,,0,0,,traylro01,,,,,,,,,,,,,,,
2003-04,26,NOH,NBA,C,71,0,942,.505,7.4,.983,.446,.220,.129,.188,.017,.507,.656,.540,.324,.241,.400,.671,1.000,.125,34,.000,,1,0,,traylro01,,,,,,,,,,,,,,,
2004-05,27,CLE,NBA,C,74,6,1327,.444,8.2,.980,.426,.195,.145,.213,.020,.453,.600,.321,.345,.353,.000,.638,,.120,46,.000,,1,0,,traylro01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,,,,%FGA,#,,,Att.,Md.,,kemptti01,,,,2P,,,,,,,Awards,,,,
1996-97,33,SAS,NBA,PF,10,0,59,.200,11.0,1.000,.600,.000,.200,.200,.000,.200,.333,,.000,.000,,,,.000,0,,,0,0,,kemptti01,,,,1.000,,,,,,,,,,,
1997-98,34,2TM,NBA,PF,8,0,47,.222,9.4,1.000,.222,.333,.222,.222,.000,.222,.000,.333,.500,.000,,,,.000,0,,,0,0,,kemptti01,,,,1.000,,,,,,,,,,,
1997-98,34,ORL,NBA,PF,3,0,15,.000,8.0,1.000,.000,.500,.500,.000,.000,.000,,.000,.000,,,,,.000,0,,,0,0,,kemptti01,,,,,,,,,,,,,,,
1997-98,34,TOR,NBA,PF,5,0,32,.286,10.8,1.000,.286,.286,.143,.286,.000,.286,.000,.500,1.000,.000,,,,.000,0,,,0,0,,kemptti01,,,,1.000,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,vinsofr01,,,,,,,,,,,,,,,
1995-96,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vinsofr01,,,,,,,,,,,,,,,
1996-97,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vinsofr01,,,,,,,,,,,,,,,
1997-98,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vinsofr01,,,,,,,,,,,,,,,
1998-99,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vinsofr01,,,,,,,,,,,,,,,
1999-00,29,SEA,NBA,SG,8,0,40,.294,15.3,.588,.118,.176,.176,.118,.412,.300,1.000,.000,.000,.500,.286,.333,1.000,.000,0,.857,.167,0,0,,vinsofr01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,,,,%FGA,#,,,Att.,Md.,,davidje01,,,,2P,,,,,,,Awards,,,,
2007-08,23,CHA,NBA,SF,38,2,322,.408,11.3,1.000,.264,.120,.192,.424,.000,.408,.636,.333,.250,.358,,,,.040,4,,,0,0,,davidje01,,,,.686,,,,,,,,,,,
2008-09,24,GSW,NBA,SF,14,0,111,.486,11.1,1.000,.314,.057,.200,.429,.000,.486,.636,.000,.571,.400,,,,.143,5,,,0,0,,davidje01,,,,.647,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,jefferi01,,,,,,,,,,,,,,,
2001-02,21,NJN,NBA,SF,79,9,1917,.457,10.1,.905,.423,.081,.103,.298,.095,.480,.580,.479,.311,.398,.232,.630,.923,.129,64,.411,.261,0,0,ROY-2,jefferi01,,,,,,,,,,,,,,,
2002-03,22,NJN,NBA,SF,80,80,2879,.501,8.9,.974,.436,.127,.097,.314,.026,.507,.657,.388,.341,.399,.250,.673,.833,.138,111,.292,.143,0,0,,jefferi01,,,,,,,,,,,,,,,
2003-04,23,NJN,NBA,SF,82,82,3133,.498,9.9,.882,.416,.109,.103,.254,.118,.516,.659,.281,.383,.435,.364,.682,.875,.110,112,.341,.444,0,0,,jefferi01,,,,,,,,,,,,,,,
2004-05,24,NJN,NBA,SF,33,33,1355,.422,12.7,.842,.287,.108,.105,.342,.158,.438,.531,.410,.441,.368,.337,.490,.900,.073,38,.348,.419,0,0,,jefferi01,,,,,,,,,,,,,,,
2005-06,25,NJN,NBA,SF,78,78,3059,.493,10.6,.813,.437,.072,.064,.241,.187,.532,.629,.222,.406,.483,.319,.743,.917,.142,121,.383,.361,1,0,,jefferi01,,,,,,,,,,,,,,,
2006-07,26,NJN,NBA,SF,55,53,1956,.456,12.0,.782,.361,.080,.071,.271,.218,.483,.567,.491,.426,.383,.359,.681,.962,.087,49,.434,.302,0,0,,jefferi01,,,,,,,,,,,,,,,
2007-08,27,NJN,NBA,SF,82,82,3200,.466,11.7,.840,.373,.068,.078,.320,.160,.486,.599,.378,.356,.409,.362,.738,.961,.074,90,.286,.426,0,0,,jefferi01,,,,,,,,,,,,,,,
2008-09,28,MIL,NBA,SF,82,82,2939,.439,13.8,.761,.261,.092,.096,.312,.239,.453,.571,.416,.342,.399,.397,.587,.931,.046,51,.394,.443,0,0,,jefferi01,,,,,,,,,,,,,,,
2009-10,29,SAS,NBA,SF,81,70,2520,.467,12.4,.759,.330,.116,.089,.223,.241,.515,.695,.333,.290,.434,.316,.647,1.000,.092,65,.390,.370,3,0,,jefferi01,,,,,,,,,,,,,,,
2010-11,30,SAS,NBA,SF,81,81,2459,.474,16.2,.522,.226,.078,.042,.176,.478,.504,.683,.380,.444,.345,.440,.751,.985,.081,43,.599,.462,0,0,,jefferi01,,,,,,,,,,,,,,,
2011-12,31,2TM,NBA,SF,63,44,1748,.416,19.5,.449,.078,.066,.059,.246,.551,.411,.737,.188,.310,.392,.420,.633,.965,.020,9,.420,.416,1,0,,jefferi01,,,,,,,,,,,,,,,
2011-12,31,SAS,NBA,SF,41,41,1168,.414,19.8,.404,.078,.056,.047,.223,.596,.403,.640,.222,.200,.408,.421,.712,.963,.013,3,.500,.400,0,0,,jefferi01,,,,,,,,,,,,,,,
2011-12,31,GSW,NBA,SF,22,3,580,.420,19.1,.533,.077,.083,.083,.290,.467,.422,.923,.143,.429,.367,.418,.526,.970,.036,6,.228,.500,1,0,,jefferi01,,,,,,,,,,,,,,,
2012-13,32,GSW,NBA,SF,56,1,568,.456,13.5,.669,.279,.184,.081,.125,.331,.527,.737,.320,.455,.412,.311,.563,.929,.096,10,.422,.474,1,0,,jefferi01,,,,,,,,,,,,,,,
2013-14,33,UTA,NBA,SF,82,78,2213,.450,16.2,.540,.206,.115,.060,.159,.460,.484,.719,.360,.385,.308,.409,.485,.959,.067,39,.359,.491,0,0,,jefferi01,,,,,,,,,,,,,,,
2014-15,34,DAL,NBA,SF,74,18,1244,.444,14.6,.522,.253,.136,.040,.093,.478,.462,.634,.295,.077,.400,.426,.577,.924,.080,21,.413,.438,0,0,,jefferi01,,,,,,,,,,,,,,,
2015-16,35,CLE,NBA,SF,74,5,1326,.458,16.1,.446,.231,.080,.054,.080,.554,.554,.750,.320,.353,.360,.382,.714,.955,.054,15,.486,.440,0,0,,jefferi01,,,,,,,,,,,,,,,
2016-17,36,CLE,NBA,SF,79,13,1614,.446,15.6,.458,.292,.087,.023,.055,.542,.580,.770,.200,.500,.211,.333,.747,.984,.122,39,.473,.375,1,0,,jefferi01,,,,,,,,,,,,,,,
2017-18,37,DEN,NBA,SF,20,0,163,.444,11.0,.741,.222,.333,.148,.037,.259,.500,.667,.444,.500,.000,.286,.500,.500,.037,1,.000,,0,0,,jefferi01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,ellinwa01,,,,,,,,,,,,,,,
2009-10,22,MIN,NBA,SG,76,1,1384,.424,16.4,.638,.196,.078,.063,.301,.362,.441,.648,.457,.357,.319,.395,.484,.797,.013,6,.253,.463,1,0,,ellinwa01,,,,,,,,,,,,,,,
2010-11,23,MIN,NBA,SG,62,8,1181,.403,16.5,.695,.136,.139,.091,.330,.305,.406,.444,.309,.472,.412,.397,.473,.771,.008,3,.223,.444,3,0,,ellinwa01,,,,,,,,,,,,,,,
2011-12,24,MIN,NBA,SG,51,4,973,.404,17.1,.642,.142,.099,.063,.338,.358,.448,.628,.300,.316,.441,.324,.540,.914,.017,5,.306,.455,0,0,,ellinwa01,,,,,,,,,,,,,,,
2012-13,25,2TM,NBA,SG,78,21,1661,.427,17.8,.546,.142,.085,.078,.242,.454,.457,.613,.267,.293,.484,.392,.545,.851,.021,8,.200,.438,0,0,,ellinwa01,,,,,,,,,,,,,,,
2012-13,25,MEM,NBA,SG,40,4,676,.407,17.8,.513,.151,.080,.065,.216,.487,.392,.600,.188,.231,.372,.423,.600,.902,.025,4,.258,.400,0,0,,ellinwa01,,,,,,,,,,,,,,,
2012-13,25,CLE,NBA,SG,38,17,985,.439,17.8,.567,.136,.088,.085,.258,.433,.492,.622,.310,.321,.541,.371,.522,.811,.018,4,.161,.478,0,0,,ellinwa01,,,,,,,,,,,,,,,
2013-14,26,DAL,NBA,SG,45,1,393,.437,18.1,.532,.119,.071,.095,.246,.468,.448,.933,.111,.333,.355,.424,.733,.880,.024,3,.322,.263,0,0,,ellinwa01,,,,,,,,,,,,,,,
2014-15,27,LAL,NBA,SG,65,36,1675,.412,17.1,.606,.160,.057,.075,.314,.394,.439,.616,.286,.370,.392,.370,.579,.689,.016,9,.165,.300,0,0,,ellinwa01,,,,,,,,,,,,,,,
2015-16,28,BRK,NBA,SG,76,41,1615,.389,18.3,.522,.123,.045,.061,.294,.478,.416,.609,.320,.353,.364,.358,.574,.865,.011,6,.332,.393,1,0,,ellinwa01,,,,,,,,,,,,,,,
2016-17,29,MIA,NBA,SG,62,13,1500,.416,22.1,.290,.047,.016,.023,.204,.710,.509,.846,.444,.154,.478,.378,.756,.926,.007,4,.282,.414,1,0,,ellinwa01,,,,,,,,,,,,,,,
2017-18,30,MIA,NBA,SG,77,2,2041,.407,22.0,.173,.077,.026,.017,.053,.827,.479,.648,.278,.333,.378,.392,.655,.947,.006,3,.204,.500,1,0,6MOY-5,ellinwa01,,,,,,,,,,,,,,,
2018-19,31,2TM,NBA,SG,53,38,1297,.403,21.8,.186,.072,.068,.015,.031,.814,.541,.758,.452,.429,.286,.371,.761,.906,.002,1,.263,.388,0,0,,ellinwa01,,,,,,,,,,,,,,,
2018-19,31,MIA,NBA,SG,25,12,533,.375,22.1,.158,.071,.043,.016,.027,.842,.414,.538,.500,.333,.000,.368,.750,.965,.000,0,.271,.405,0,0,,ellinwa01,,,,,,,,,,,,,,,
2018-19,31,DET,NBA,SG,28,26,764,.421,21.5,.205,.073,.084,.015,.033,.795,.607,.900,.435,.500,.444,.373,.765,.864,.004,1,.258,.375,0,0,,ellinwa01,,,,,,,,,,,,,,,
2019-20,32,NYK,NBA,SG,36,1,558,.351,23.1,.178,.046,.029,.006,.098,.822,.355,.750,.000,1.000,.235,.350,.636,.940,.000,0,.105,.600,0,0,,ellinwa01,,,,,,,,,,,,,,,
2020-21,33,DET,NBA,SG,46,31,1012,.441,22.4,.186,.074,.033,.036,.044,.814,.524,.600,.636,.417,.400,.422,.758,.957,.000,0,.204,.321,0,0,,ellinwa01,,,,,,,,,,,,,,,
2021-22,34,LAL,NBA,SG,43,9,810,.414,23.4,.110,.042,.025,.030,.013,.890,.615,.800,.667,.429,.333,.389,.875,.951,.000,0,.280,.475,0,0,,ellinwa01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,pruitga01,,,,,,,,,,,,,,,
2007-08,21,BOS,NBA,PG,15,0,95,.359,16.7,.692,.154,.103,.051,.385,.308,.407,.500,.250,.000,.467,.250,.364,1.000,.026,1,.333,.500,0,0,,pruitga01,,,,,,,,,,,,,,,
2008-09,22,BOS,NBA,SG,47,0,366,.307,19.7,.525,.089,.040,.050,.347,.475,.321,.333,.000,.000,.400,.292,.235,.929,.020,1,.375,.111,0,0,,pruitga01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,watsope01,,,,,,,,,,,,,,,
2022-23,20,DEN,NBA,SG,23,2,186,.492,9.3,.763,.305,.390,.068,.000,.237,.511,.722,.348,.500,,.429,.652,1.000,.119,6,.429,.500,0,0,,watsope01,,,,,,,,,,,,,,,
2023-24,21,DEN,NBA,SF,80,4,1488,.465,12.0,.660,.342,.204,.089,.025,.340,.553,.660,.407,.525,.364,.296,.785,.978,.143,58,.434,.273,6,0,,watsope01,,,,,,,,,,,,,,,
2024-25,22,DEN,NBA,SF,68,18,1656,.477,10.7,.682,.350,.257,.058,.016,.318,.534,.707,.382,.320,.000,.353,.801,.979,.178,59,.551,.453,1,0,,watsope01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,,,Att.,Md.,,davispa01,,,,,,2P,%3PA,Awards,,,,,,,
2006-07,22,LAC,NBA,C,31,0,180,.423,7.9,1.000,.423,.135,.212,.231,.000,.423,.727,.286,.182,.167,,,,.038,2,,,0,0,,davispa01,,,,,,.545,,,,,,,,,
2007-08,23,LAC,NBA,PF,22,1,194,.369,10.9,1.000,.338,.031,.200,.431,.000,.369,.500,.500,.231,.321,,,,.062,3,,,0,0,,davispa01,,,,,,.708,,,,,,,,,
2008-09,24,LAC,NBA,PF,27,1,320,.408,10.1,.990,.347,.122,.153,.367,.010,.412,.559,.250,.533,.278,.000,,,.041,4,,,0,0,,davispa01,,,,,,.725,.000,,,,,,,,
2009-10,25,WAS,NBA,PF,2,0,8,.500,10.3,1.000,.250,.250,.250,.250,.000,.500,1.000,.000,1.000,.000,,,,.000,0,,,0,0,,davispa01,,,,,,.500,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,hamiljo02,,,,,,,,,,,,,,,
2011-12,21,DEN,NBA,SF,26,2,258,.432,15.0,.577,.198,.216,.063,.099,.423,.484,.682,.375,.286,.455,.362,.548,.941,.045,5,.255,.167,0,0,,hamiljo02,,,,,,,,,,,,,,,
2012-13,22,DEN,NBA,SF,40,1,397,.418,13.5,.637,.249,.214,.109,.065,.363,.445,.660,.349,.273,.231,.370,.456,.963,.045,9,.205,.267,1,0,,hamiljo02,,,,,,,,,,,,,,,
2013-14,23,2TM,NBA,SF,60,12,1019,.391,16.9,.473,.168,.165,.064,.077,.527,.433,.540,.371,.417,.345,.354,.519,.871,.021,7,.253,.480,0,0,,hamiljo02,,,,,,,,,,,,,,,
