Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,player_id,3P%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcmilto01,
1977-78,25.0,ATL,NBA,C,2.0,,75.0,6.2,11.0,0.565,,,0.0,0.0,0.565,0.565,0.0,0.0,,3.4,7.2,10.6,0.5,0.5,0.0,1.4,4.3,12.5,,mcmilto01,
1978-79,26.0,ATL,NBA,C,9.0,,163.0,4.4,10.2,0.435,,,0.0,0.0,0.435,0.435,3.5,4.2,0.842,3.1,4.4,7.5,1.5,0.4,0.2,1.8,4.6,12.4,,mcmilto01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcmilto01,
1981-82,29.0,ATL,NBA,C,2.0,,47.0,6.1,10.0,0.615,0.0,0.0,6.1,10.0,0.615,0.615,3.1,4.6,0.667,0.0,5.4,5.4,0.8,2.3,0.0,2.3,3.8,15.3,,mcmilto01,
1982-83,30.0,ATL,NBA,C,3.0,,39.0,3.7,11.1,0.333,0.0,0.0,3.7,11.1,0.333,0.333,1.8,1.8,1.0,2.8,3.7,6.5,1.8,0.9,1.8,2.8,4.6,9.2,,mcmilto01,
1983-84,31.0,WSB,NBA,C,4.0,,42.0,3.4,13.7,0.25,0.0,0.0,3.4,13.7,0.25,0.25,0.9,1.7,0.5,0.9,0.9,1.7,2.6,0.0,0.0,0.9,5.1,7.7,,mcmilto01,
1984-85,32.0,WSB,NBA,C,1.0,0.0,7.0,0.0,20.6,0.0,0.0,5.1,0.0,15.4,0.0,0.0,0.0,0.0,,15.4,10.3,25.7,5.1,0.0,0.0,0.0,5.1,0.0,,mcmilto01,0.0
1985-86,33.0,WSB,NBA,C,4.0,0.0,54.0,5.3,10.7,0.5,0.0,0.0,5.3,10.7,0.5,0.5,0.0,0.0,,0.7,2.7,3.3,4.7,2.0,0.0,1.3,1.3,10.7,,mcmilto01,
1999-00,24.0,SEA,NBA,PG,5.0,2.0,99.0,6.5,12.0,0.545,2.5,4.0,4.0,8.0,0.5,0.652,2.9,4.0,0.727,0.7,3.3,4.0,6.5,2.9,0.0,2.2,1.1,18.5,,willish01,0.636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willish01,
2001-02,26.0,SEA,NBA,SG,3.0,0.0,38.0,5.7,13.3,0.429,1.9,3.8,3.8,9.5,0.4,0.5,1.9,2.8,0.667,0.9,2.8,3.8,2.8,1.9,0.0,3.8,0.9,15.2,,willish01,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willish01,
2003-04,28.0,NOH,NBA,PG,3.0,0.0,18.0,4.0,10.0,0.4,0.0,2.0,4.0,8.0,0.5,0.4,6.0,8.0,0.75,0.0,0.0,0.0,8.0,2.0,0.0,8.0,10.0,14.0,,willish01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willish01,
2006-07,31.0,LAL,NBA,PG,4.0,0.0,80.0,3.6,9.0,0.4,0.9,3.6,2.7,5.4,0.5,0.45,0.0,0.0,,0.9,0.5,1.4,3.2,0.0,0.5,0.9,2.7,8.1,,willish01,0.25
1967-68,22.0,HSM,ABA,SF,3.0,,73.0,5.9,12.8,0.462,0.0,0.0,5.9,12.8,0.462,0.462,0.5,1.5,0.333,,,9.4,1.5,,,1.0,3.0,12.3,,lentzle01,
1986-87,20.0,WSB,NBA,SF,3.0,0.0,49.0,5.9,10.3,0.571,0.0,0.7,5.9,9.6,0.615,0.571,2.9,5.1,0.571,2.9,5.1,8.1,1.5,1.5,0.0,1.5,2.2,14.7,,willijo02,0.0
1987-88,21.0,WSB,NBA,SF,5.0,5.0,185.0,4.5,9.3,0.479,0.0,0.2,4.5,9.1,0.489,0.479,3.7,6.2,0.594,2.1,3.5,5.6,4.1,1.6,0.8,2.3,3.5,12.6,,willijo02,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willijo02,
1992-93,26.0,LAC,NBA,SF,5.0,0.0,98.0,1.5,6.6,0.222,0.7,1.1,0.7,5.5,0.133,0.278,0.4,0.7,0.5,1.8,3.3,5.1,2.6,1.8,0.0,2.2,6.2,4.0,,willijo02,0.667
1978-79,24.0,POR,NBA,C,3.0,,121.0,8.0,16.1,0.5,,,0.0,0.0,0.5,0.5,1.5,3.0,0.5,2.7,6.5,9.2,1.8,0.6,1.5,1.5,3.3,17.6,,thompmy01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thompmy01,
1980-81,26.0,POR,NBA,C,3.0,,132.0,8.5,13.9,0.608,0.0,0.0,8.5,13.9,0.608,0.608,3.5,4.9,0.722,1.4,4.9,6.3,1.1,0.8,2.5,1.9,2.7,20.5,,thompmy01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thompmy01,
1982-83,28.0,POR,NBA,PF,7.0,,284.0,5.1,10.8,0.471,0.0,0.0,5.1,10.8,0.471,0.471,3.2,4.8,0.658,2.0,5.1,7.1,4.9,0.8,1.0,3.5,3.0,13.3,,thompmy01,
1983-84,29.0,POR,NBA,C,4.0,,121.0,6.5,13.1,0.5,0.0,0.0,6.5,13.1,0.5,0.5,5.1,6.5,0.773,2.7,6.0,8.6,4.5,1.5,0.9,1.8,3.3,18.1,,thompmy01,
1984-85,30.0,POR,NBA,PF,9.0,0.0,250.0,7.2,14.7,0.49,0.0,0.0,7.2,14.7,0.49,0.49,4.8,7.1,0.673,3.6,6.8,10.4,2.0,1.0,1.7,2.7,4.6,19.2,,thompmy01,
1985-86,31.0,POR,NBA,C,4.0,4.0,140.0,8.0,13.9,0.574,0.0,0.0,8.0,13.9,0.574,0.574,3.6,6.7,0.538,2.8,5.7,8.5,3.6,0.3,0.8,2.6,3.3,19.5,,thompmy01,
1986-87,32.0,LAL,NBA,PF,18.0,0.0,401.0,5.6,12.3,0.453,0.0,0.0,5.6,12.3,0.453,0.453,3.1,4.5,0.68,2.6,5.3,7.9,0.8,0.6,1.5,1.4,4.5,14.2,,thompmy01,
1987-88,33.0,LAL,NBA,C,24.0,0.0,615.0,5.7,11.2,0.513,0.0,0.0,5.7,11.2,0.513,0.513,2.1,3.6,0.581,3.7,6.3,10.0,0.7,1.0,1.2,1.9,4.1,13.6,,thompmy01,
1988-89,34.0,LAL,NBA,C,15.0,0.0,377.0,6.2,12.2,0.508,0.0,0.0,6.2,12.2,0.508,0.508,3.9,5.7,0.683,3.7,3.6,7.4,1.1,0.6,1.1,1.3,5.0,16.3,,thompmy01,
1989-90,35.0,LAL,NBA,C,9.0,8.0,225.0,3.4,7.0,0.477,0.0,0.0,3.4,7.0,0.477,0.477,2.6,4.2,0.615,2.4,3.8,6.2,0.3,0.3,2.1,2.7,4.2,9.3,,thompmy01,
1990-91,36.0,LAL,NBA,C,8.0,0.0,42.0,1.7,6.0,0.286,0.0,0.0,1.7,6.0,0.286,0.286,0.0,0.0,,2.6,5.1,7.7,0.0,0.0,2.6,0.9,8.6,3.4,,thompmy01,
1977-78,23.0,DEN,NBA,PF,12.0,,170.0,3.6,8.5,0.425,,,,,,,2.5,3.2,0.8,3.2,5.9,9.1,1.7,1.3,1.7,3.0,5.3,9.7,,ellisbo02,
1978-79,24.0,DEN,NBA,PF,3.0,,24.0,3.0,9.0,0.333,,,,,,,3.0,3.0,1.0,1.5,4.5,6.0,1.5,3.0,1.5,0.0,3.0,9.0,,ellisbo02,
1974-75,21.0,SSL,ABA,SG,2.0,,8.0,4.5,22.5,0.2,0.0,4.5,4.5,18.0,0.25,0.2,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,0.0,4.5,9.0,9.0,,willifl01,0.0
1955-56,22.0,STL,NBA,SG,7.0,,116.0,3.7,12.7,0.293,,,,,,,4.7,7.8,0.6,,,7.1,2.8,,,,2.8,12.1,,stephja01,
1988-89,25.0,CHI,NBA,PF,5.0,0.0,7.0,10.3,15.4,0.667,0.0,0.0,10.3,15.4,0.667,0.667,5.1,10.3,0.5,0.0,5.1,5.1,5.1,0.0,0.0,0.0,10.3,25.7,,haleyja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haleyja01,
1991-92,28.0,LAL,NBA,C,2.0,0.0,12.0,3.0,12.0,0.25,0.0,0.0,3.0,12.0,0.25,0.25,0.0,0.0,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,6.0,,haleyja01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haleyja01,
1993-94,30.0,SAS,NBA,PF,3.0,0.0,11.0,13.1,26.2,0.5,0.0,0.0,13.1,26.2,0.5,0.5,16.4,19.6,0.833,9.8,13.1,22.9,6.5,0.0,0.0,0.0,9.8,42.5,,haleyja01,
1994-95,31.0,SAS,NBA,PF,4.0,0.0,13.0,2.8,19.4,0.143,0.0,0.0,2.8,19.4,0.143,0.143,2.8,5.5,0.5,5.5,11.1,16.6,0.0,0.0,2.8,2.8,5.5,8.3,,haleyja01,
1982-83,23.0,PHI,NBA,C,2.0,,2.0,36.0,36.0,1.0,0.0,0.0,36.0,36.0,1.0,1.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,72.0,,mcnamma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcnamma01,
1986-87,27.0,PHI,NBA,C,1.0,0.0,2.0,18.0,18.0,1.0,0.0,0.0,18.0,18.0,1.0,1.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,,mcnamma01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcnamma01,
1988-89,29.0,LAL,NBA,C,3.0,0.0,7.0,5.1,10.3,0.5,0.0,0.0,5.1,10.3,0.5,0.5,5.1,10.3,0.5,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,15.4,,mcnamma01,
1989-90,30.0,LAL,NBA,C,2.0,0.0,5.0,7.2,28.8,0.25,0.0,0.0,7.2,28.8,0.25,0.25,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,7.2,14.4,,mcnamma01,
1971-72,22.0,ATL,NBA,SG,1.0,,2.0,0.0,18.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,hallije01,
1998-99,21.0,SAC,NBA,SF,5.0,0.0,108.0,3.0,8.7,0.346,1.0,4.7,2.0,4.0,0.5,0.404,1.0,1.0,1.0,4.0,2.3,6.3,0.7,1.0,0.0,2.0,2.3,8.0,,stojape01,0.214
1999-00,22.0,SAC,NBA,SF,5.0,0.0,129.0,4.5,11.2,0.4,1.7,3.6,2.8,7.5,0.37,0.475,1.7,2.5,0.667,0.6,4.2,4.7,0.8,1.1,0.0,1.4,2.0,12.3,,stojape01,0.462
2000-01,23.0,SAC,NBA,SF,8.0,8.0,307.0,6.1,15.0,0.406,1.1,3.0,5.0,12.0,0.422,0.441,7.0,7.3,0.968,2.0,4.0,6.0,0.4,0.6,0.4,2.1,2.0,20.3,,stojape01,0.346
2001-02,24.0,SAC,NBA,SF,10.0,7.0,338.0,5.3,14.2,0.376,1.4,5.1,3.9,9.1,0.435,0.425,3.7,4.2,0.897,1.7,5.0,6.7,1.1,0.5,0.0,2.0,2.3,15.8,,stojape01,0.271
2002-03,25.0,SAC,NBA,SF,12.0,12.0,486.0,7.2,15.0,0.48,2.4,5.2,4.8,9.8,0.492,0.559,3.8,4.4,0.85,1.3,4.9,6.1,2.2,0.7,0.4,0.9,2.5,20.5,,stojape01,0.457
2003-04,26.0,SAC,NBA,SF,12.0,12.0,517.0,5.3,13.8,0.384,1.6,5.1,3.7,8.7,0.424,0.442,2.4,2.7,0.897,1.0,4.8,5.8,1.3,1.5,0.2,1.0,1.8,14.6,,stojape01,0.315
2004-05,27.0,SAC,NBA,SF,5.0,5.0,203.0,6.9,14.7,0.47,2.0,5.3,5.0,9.4,0.528,0.536,3.7,3.9,0.955,1.1,3.5,4.6,1.2,0.7,0.2,0.4,2.7,19.5,,stojape01,0.367
2005-06,28.0,IND,NBA,SF,2.0,2.0,51.0,5.6,12.7,0.444,0.0,2.1,5.6,10.6,0.533,0.444,4.2,4.9,0.857,0.0,6.4,6.4,2.8,0.7,0.7,0.7,2.8,15.5,,stojape01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stojape01,
2007-08,30.0,NOH,NBA,SF,12.0,12.0,455.0,4.6,10.5,0.436,2.2,4.0,2.4,6.5,0.366,0.541,2.0,2.1,0.926,0.5,4.7,5.1,0.5,0.5,0.1,0.6,1.5,13.4,,stojape01,0.549
2008-09,31.0,NOH,NBA,SF,5.0,5.0,162.0,4.0,10.9,0.367,1.8,5.8,2.2,5.1,0.435,0.449,2.7,2.9,0.923,0.9,2.2,3.1,0.4,0.9,0.2,1.3,3.8,12.4,,stojape01,0.308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stojape01,
2010-11,33.0,DAL,NBA,SF,19.0,0.0,350.0,5.0,12.3,0.408,3.0,7.9,2.1,4.4,0.465,0.529,0.7,0.9,0.778,0.3,3.0,3.3,0.7,1.2,0.2,0.9,2.2,13.8,,stojape01,0.377
2004-05,26.0,WAS,NBA,SG,10.0,0.0,219.0,6.7,16.6,0.406,1.8,5.6,4.9,11.0,0.448,0.46,3.5,4.1,0.84,0.5,3.8,4.3,2.1,1.2,0.0,2.0,3.1,18.7,,dixonju01,0.324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dixonju01,
2006-07,28.0,TOR,NBA,SG,6.0,0.0,63.0,4.6,12.0,0.381,1.1,4.6,3.4,7.4,0.462,0.429,0.0,0.0,,0.0,2.3,2.3,1.7,4.0,0.0,5.7,3.4,10.3,,dixonju01,0.25
2007-08,29.0,DET,NBA,PG,2.0,0.0,7.0,0.0,10.3,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,dixonju01,
1992-93,25.0,ATL,NBA,SG,2.0,0.0,27.0,2.7,10.7,0.25,0.0,2.7,2.7,8.0,0.333,0.25,0.0,0.0,,1.3,2.7,4.0,2.7,5.3,0.0,2.7,2.7,5.3,,grahapa01,0.0
1993-94,26.0,ATL,NBA,SG,1.0,0.0,2.0,18.0,36.0,0.5,0.0,18.0,18.0,18.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,grahapa01,0.0
1967-68,23.0,HSM,ABA,SF,3.0,,66.0,8.2,18.5,0.441,0.0,0.0,8.2,18.5,0.441,0.441,6.0,10.4,0.579,,,10.4,1.1,,,2.7,6.0,22.4,,mannigu01,
2019-20,24.0,ORL,NBA,SF,1.0,0.0,4.0,9.0,18.0,0.5,9.0,9.0,0.0,9.0,0.0,0.75,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0,,johnsbj01,1.0
2007-08,24.0,BOS,NBA,C,23.0,1.0,270.0,4.8,9.7,0.493,0.0,0.0,4.8,9.7,0.493,0.493,5.9,8.8,0.667,4.3,4.0,8.3,0.5,0.0,0.4,1.6,6.0,15.5,,powele01,
2008-09,25.0,BOS,NBA,PF,2.0,0.0,24.0,4.5,10.5,0.429,0.0,0.0,4.5,10.5,0.429,0.429,6.0,9.0,0.667,1.5,12.0,13.5,0.0,0.0,0.0,1.5,4.5,15.0,,powele01,
2009-10,26.0,CLE,NBA,SF,3.0,0.0,9.0,4.0,16.0,0.25,0.0,0.0,4.0,16.0,0.25,0.25,12.0,16.0,0.75,4.0,4.0,8.0,0.0,0.0,0.0,4.0,12.0,20.0,,powele01,
2010-11,27.0,MEM,NBA,C,4.0,0.0,14.0,5.1,20.6,0.25,0.0,0.0,5.1,20.6,0.25,0.25,7.7,10.3,0.75,5.1,5.1,10.3,0.0,0.0,0.0,0.0,0.0,18.0,,powele01,
2011-12,25.0,NYK,NBA,C,1.0,0.0,4.0,9.0,18.0,0.5,0.0,0.0,9.0,18.0,0.5,0.5,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,,jordaje01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jordaje01,
2014-15,28.0,BRK,NBA,C,1.0,0.0,5.0,0.0,14.4,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,,7.2,7.2,14.4,0.0,0.0,0.0,7.2,0.0,0.0,,jordaje01,
1983-84,22.0,BOS,NBA,C,11.0,,38.0,0.9,7.6,0.125,0.0,0.0,0.9,7.6,0.125,0.125,4.7,5.7,0.833,4.7,3.8,8.5,2.8,0.0,0.9,2.8,8.5,6.6,,kitegr01,
1984-85,23.0,BOS,NBA,C,9.0,0.0,63.0,2.9,6.9,0.417,0.0,0.0,2.9,6.9,0.417,0.417,0.6,1.1,0.5,2.9,6.3,9.1,1.7,0.6,0.0,1.1,7.4,6.3,,kitegr01,
1985-86,24.0,BOS,NBA,C,13.0,0.0,78.0,3.2,4.6,0.7,0.0,0.0,3.2,4.6,0.7,0.7,1.8,3.2,0.571,2.3,6.5,8.8,1.4,0.9,1.8,1.4,9.2,8.3,,kitegr01,
1986-87,25.0,BOS,NBA,C,20.0,1.0,172.0,1.5,4.2,0.35,0.0,0.0,1.5,4.2,0.35,0.35,0.6,1.5,0.429,3.1,6.5,9.6,1.7,0.4,1.7,1.5,9.0,3.6,,kitegr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitegr01,
1994-95,33.0,IND,NBA,C,8.0,0.0,26.0,1.4,4.2,0.333,0.0,0.0,1.4,4.2,0.333,0.333,2.8,2.8,1.0,4.2,5.5,9.7,0.0,1.4,0.0,2.8,12.5,5.5,,kitegr01,
1968-69,22.0,BAL,NBA,SF,2.0,,9.0,8.0,12.0,0.667,,,,,,,0.0,8.0,0.0,,,4.0,0.0,,,,4.0,16.0,,quickbo01,
1978-79,23.0,PHO,NBA,PF,15.0,,257.0,4.5,8.3,0.542,,,0.0,0.0,0.542,0.542,3.6,5.0,0.722,2.9,5.0,8.0,2.7,1.3,1.0,2.2,6.2,12.6,,kramejo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kramejo01,
1980-81,25.0,PHO,NBA,PF,7.0,,101.0,4.6,8.9,0.52,0.0,0.0,4.6,8.9,0.52,0.52,0.4,0.7,0.5,0.7,5.0,5.7,1.4,0.7,0.7,0.4,6.4,9.6,,kramejo01,
1981-82,26.0,PHO,NBA,PF,4.0,,20.0,9.0,12.6,0.714,0.0,0.0,9.0,12.6,0.714,0.714,3.6,5.4,0.667,3.6,5.4,9.0,1.8,1.8,0.0,1.8,3.6,21.6,,kramejo01,
1982-83,27.0,PHO,NBA,C,2.0,,6.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,kramejo01,
1993-94,24.0,MIA,NBA,C,2.0,0.0,11.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,3.3,6.5,0.5,0.0,13.1,13.1,0.0,0.0,0.0,0.0,3.3,3.3,,geigema01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geigema01,
1996-97,27.0,CHH,NBA,C,3.0,0.0,31.0,2.3,3.5,0.667,0.0,0.0,2.3,3.5,0.667,0.667,2.3,2.3,1.0,4.6,4.6,9.3,2.3,2.3,1.2,2.3,5.8,7.0,,geigema01,
1997-98,28.0,CHH,NBA,C,4.0,0.0,22.0,1.6,9.8,0.167,0.0,0.0,1.6,9.8,0.167,0.167,0.0,0.0,,4.9,3.3,8.2,1.6,0.0,0.0,1.6,3.3,3.3,,geigema01,
1998-99,29.0,PHI,NBA,C,8.0,8.0,239.0,6.3,14.5,0.438,0.0,0.2,6.3,14.3,0.442,0.438,3.6,4.4,0.828,3.5,5.7,9.2,0.9,1.4,0.9,2.0,4.4,16.3,,geigema01,0.0
1999-00,30.0,PHI,NBA,C,8.0,0.0,128.0,7.0,14.1,0.5,0.0,0.0,7.0,14.1,0.5,0.5,5.6,7.0,0.8,4.8,6.5,11.3,0.6,1.4,0.6,1.4,6.5,19.7,,geigema01,
2000-01,31.0,PHI,NBA,C,12.0,0.0,100.0,6.1,10.4,0.586,0.0,0.0,6.1,10.4,0.586,0.586,1.4,1.4,1.0,3.6,2.9,6.5,2.5,0.7,0.0,1.8,10.8,13.7,,geigema01,
1987-88,28.0,SAS,NBA,C,3.0,3.0,113.0,7.0,14.0,0.5,0.3,0.3,6.7,13.7,0.488,0.511,4.1,6.1,0.684,2.2,4.8,7.0,4.5,1.9,0.6,2.9,3.8,18.5,,brickfr01,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brickfr01,
1989-90,30.0,SAS,NBA,C,10.0,0.0,161.0,6.9,12.1,0.574,0.0,0.0,6.9,12.1,0.574,0.574,3.8,5.8,0.654,3.6,6.3,9.8,2.5,1.8,0.2,3.4,6.9,17.7,,brickfr01,
1990-91,31.0,MIL,NBA,PF,3.0,3.0,110.0,7.9,14.7,0.533,0.0,0.7,7.9,14.1,0.558,0.533,2.3,4.6,0.5,1.6,6.9,8.5,1.0,0.3,0.7,2.0,5.2,18.0,,brickfr01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brickfr01,
1995-96,36.0,SEA,NBA,C,21.0,3.0,206.0,2.8,6.6,0.421,1.0,3.8,1.7,2.8,0.625,0.5,0.5,0.7,0.75,0.3,4.9,5.2,1.9,1.2,0.9,3.5,9.6,7.2,,brickfr01,0.273
1976-77,23.0,LAL,NBA,SG,11.0,,356.0,6.8,13.6,0.5,,,,,,,1.6,2.4,0.667,1.6,3.8,5.5,2.7,1.5,0.9,,3.4,15.2,,tatumea01,
1968-69,23.0,PHI,NBA,SF,1.0,,2.0,18.0,36.0,0.5,,,0.0,0.0,0.5,0.5,0.0,0.0,,,,0.0,0.0,,,,0.0,36.0,,halimsh01,
1969-70,24.0,CHI,NBA,SG,5.0,,106.0,7.1,20.7,0.344,,,0.0,0.0,0.344,0.344,0.7,1.0,0.667,,,6.8,6.1,,,,4.4,14.9,,halimsh01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,halimsh01,
1971-72,26.0,DLC,ABA,SF,4.0,,55.0,5.9,11.1,0.529,0.0,0.0,5.9,11.1,0.529,0.529,2.6,4.6,0.571,,,8.5,4.6,,,3.3,2.6,14.4,,halimsh01,
1981-82,22.0,PHO,NBA,PF,7.0,,128.0,7.0,11.5,0.61,0.0,0.0,7.0,11.5,0.61,0.61,1.1,2.3,0.5,3.7,5.3,9.0,2.0,2.8,3.1,3.4,4.2,15.2,,nancela01,
1982-83,23.0,PHO,NBA,PF,3.0,,103.0,4.9,12.2,0.4,0.0,0.0,4.9,12.2,0.4,0.4,2.8,3.5,0.8,3.5,5.2,8.7,1.0,1.0,2.1,2.1,4.2,12.6,,nancela01,
1983-84,24.0,PHO,NBA,PF,17.0,,633.0,6.7,11.4,0.59,0.0,0.0,6.7,11.4,0.59,0.59,2.9,4.3,0.671,2.9,5.5,8.4,2.3,0.9,1.9,1.8,3.4,16.3,,nancela01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nancela01,
1987-88,28.0,CLE,NBA,PF,5.0,5.0,200.0,6.1,11.5,0.531,0.0,0.0,6.1,11.5,0.531,0.531,2.9,3.2,0.889,1.8,4.7,6.5,3.2,0.4,2.0,2.5,2.3,15.1,,nancela01,
1988-89,29.0,CLE,NBA,PF,5.0,5.0,195.0,7.0,12.7,0.551,0.0,0.0,7.0,12.7,0.551,0.551,3.9,5.9,0.656,3.0,4.2,7.2,3.0,0.6,2.2,1.7,2.2,17.9,,nancela01,
1989-90,30.0,CLE,NBA,PF,5.0,5.0,159.0,5.9,10.2,0.578,0.0,0.0,5.9,10.2,0.578,0.578,2.0,2.7,0.75,0.9,4.5,5.4,2.7,0.7,2.3,0.9,4.5,13.8,,nancela01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nancela01,
1991-92,32.0,CLE,NBA,PF,17.0,17.0,681.0,6.6,13.3,0.494,0.0,0.1,6.6,13.2,0.496,0.494,3.1,3.7,0.829,2.4,5.9,8.3,2.3,0.7,2.4,1.4,3.0,16.2,,nancela01,0.0
1992-93,33.0,CLE,NBA,PF,9.0,9.0,329.0,6.7,11.8,0.565,0.0,0.0,6.7,11.8,0.565,0.565,2.5,3.3,0.767,3.8,4.3,8.1,2.3,0.9,1.5,0.7,3.6,15.9,,nancela01,
1977-78,23.0,SEA,NBA,SG,22.0,,827.0,5.3,12.8,0.412,,,0.0,0.0,0.412,0.412,4.9,6.9,0.704,2.0,2.4,4.4,3.1,1.0,1.0,2.4,2.7,15.4,,johnsde01,
1978-79,24.0,SEA,NBA,SG,17.0,,681.0,7.2,16.0,0.45,,,0.0,0.0,0.45,0.45,4.4,5.8,0.771,2.3,3.2,5.5,3.6,1.5,1.4,2.7,3.3,18.8,Finals MVP-1,johnsde01,
1979-80,25.0,SEA,NBA,SG,15.0,,582.0,6.2,15.1,0.41,0.3,0.9,5.9,14.2,0.415,0.42,3.2,3.8,0.839,1.5,2.4,4.0,3.5,1.7,0.6,2.7,3.0,15.9,,johnsde01,0.333
1980-81,26.0,PHO,NBA,PG,7.0,,267.0,7.0,14.8,0.473,0.1,0.7,6.9,14.2,0.486,0.477,4.3,5.7,0.762,0.9,3.5,4.4,2.7,1.2,1.2,2.6,2.4,18.5,,johnsde01,0.2
1981-82,27.0,PHO,NBA,SG,7.0,,271.0,8.4,17.5,0.477,0.0,0.4,8.4,17.1,0.488,0.477,4.0,5.2,0.769,1.7,2.4,4.1,4.3,2.0,0.5,3.3,3.7,20.7,,johnsde01,0.0
1982-83,28.0,PHO,NBA,PG,3.0,,108.0,7.3,16.0,0.458,0.0,0.3,7.3,15.7,0.468,0.458,3.3,4.0,0.833,2.0,5.7,7.7,5.7,1.7,0.7,2.7,3.0,18.0,,johnsde01,0.0
1983-84,29.0,BOS,NBA,SG,22.0,,808.0,5.7,14.2,0.404,0.1,0.3,5.6,13.9,0.404,0.409,4.6,5.3,0.867,1.3,2.2,3.5,4.3,1.1,0.3,2.4,3.3,16.3,,johnsde01,0.429
1984-85,30.0,BOS,NBA,PG,21.0,21.0,848.0,6.0,13.5,0.445,0.0,0.6,6.0,12.9,0.466,0.445,3.4,3.9,0.86,1.0,2.5,3.6,6.5,1.3,0.4,3.1,2.8,15.5,,johnsde01,0.0
1985-86,31.0,BOS,NBA,PG,18.0,18.0,715.0,5.5,12.3,0.445,0.3,0.8,5.2,11.5,0.45,0.457,3.4,4.2,0.798,1.2,2.7,3.8,5.4,2.0,0.3,2.6,2.9,14.7,,johnsde01,0.375
1986-87,32.0,BOS,NBA,PG,23.0,23.0,964.0,6.3,13.5,0.465,0.1,1.0,6.2,12.5,0.493,0.47,3.6,4.2,0.85,0.9,2.5,3.4,7.7,0.6,0.3,1.6,2.7,16.2,,johnsde01,0.115
1987-88,33.0,BOS,NBA,PG,17.0,17.0,702.0,4.7,10.8,0.433,0.3,0.8,4.4,9.9,0.438,0.448,4.2,5.3,0.796,0.8,3.2,3.9,7.1,1.2,0.4,2.3,2.6,13.8,,johnsde01,0.375
1988-89,34.0,BOS,NBA,PG,3.0,1.0,59.0,2.4,9.2,0.267,0.0,0.0,2.4,9.2,0.267,0.267,0.0,0.0,,1.2,1.2,2.4,5.5,1.8,0.0,1.8,4.9,4.9,,johnsde01,
1989-90,35.0,BOS,NBA,PG,5.0,5.0,162.0,6.7,13.8,0.484,0.4,1.3,6.2,12.4,0.5,0.5,1.6,1.6,1.0,0.4,2.7,3.1,6.2,0.4,0.4,2.2,3.8,15.3,,johnsde01,0.333
