Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,player_id,3P%
2006-07,21.0,UTA,NBA,PF,17.0,0.0,263.0,5.7,11.0,0.525,0.0,0.1,5.7,10.8,0.532,0.525,2.2,3.3,0.667,5.2,5.1,10.3,1.1,1.5,1.2,1.8,5.3,13.7,,millspa01,0.0
2007-08,22.0,UTA,NBA,PF,12.0,0.0,210.0,5.5,10.6,0.516,0.0,0.2,5.5,10.5,0.525,0.516,2.2,4.3,0.52,3.9,4.1,8.1,0.7,1.2,2.7,1.5,6.3,13.2,,millspa01,0.0
2008-09,23.0,UTA,NBA,PF,5.0,0.0,155.0,5.8,11.4,0.51,0.0,0.0,5.8,11.4,0.51,0.51,2.1,4.2,0.5,4.6,4.6,9.3,1.9,0.9,1.2,1.4,3.9,13.7,,millspa01,
2009-10,24.0,UTA,NBA,PF,10.0,0.0,323.0,7.8,13.6,0.574,0.0,0.2,7.8,13.4,0.583,0.574,4.5,6.5,0.69,3.8,6.0,9.8,2.5,1.2,1.6,1.4,4.0,20.1,,millspa01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,millspa01,
2011-12,26.0,UTA,NBA,PF,4.0,4.0,139.0,5.2,14.0,0.37,0.0,0.8,5.2,13.2,0.392,0.37,2.1,4.1,0.5,4.4,7.0,11.4,0.5,0.3,2.6,2.3,2.8,12.4,,millspa01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,millspa01,
2013-14,28.0,ATL,NBA,PF,7.0,7.0,267.0,5.5,13.9,0.398,1.2,3.6,4.3,10.2,0.421,0.442,6.1,7.6,0.804,2.8,7.4,10.2,2.7,1.3,1.8,2.7,3.4,18.3,,millspa01,0.333
2014-15,29.0,ATL,NBA,PF,16.0,15.0,566.0,5.4,13.3,0.407,1.0,3.1,4.5,10.2,0.438,0.443,3.7,5.0,0.744,2.3,6.6,8.8,3.5,1.6,0.9,2.2,3.3,15.5,,millspa01,0.306
2015-16,30.0,ATL,NBA,PF,10.0,10.0,365.0,5.8,13.5,0.431,0.8,3.3,5.0,10.3,0.49,0.46,4.0,5.4,0.745,2.8,6.5,9.3,2.7,1.3,2.3,2.6,2.9,16.5,,millspa01,0.242
2016-17,31.0,ATL,NBA,PF,6.0,6.0,219.0,8.2,16.3,0.505,0.5,2.8,7.7,13.5,0.573,0.52,7.1,8.7,0.811,1.5,7.7,9.2,4.3,1.6,0.7,3.8,3.1,24.0,,millspa01,0.176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,millspa01,
2018-19,33.0,DEN,NBA,PF,14.0,14.0,469.0,5.6,12.0,0.468,0.9,2.9,4.7,9.1,0.517,0.506,3.6,4.7,0.77,1.8,5.4,7.2,0.8,0.9,1.2,1.4,3.7,15.7,,millspa01,0.316
2019-20,34.0,DEN,NBA,PF,19.0,19.0,459.0,3.7,9.3,0.398,1.2,3.5,2.5,5.8,0.432,0.462,3.4,4.2,0.796,2.0,4.9,7.0,1.8,0.9,0.7,2.0,3.8,11.9,,millspa01,0.341
2020-21,35.0,DEN,NBA,PF,9.0,0.0,109.0,7.3,16.5,0.44,2.0,7.6,5.3,8.9,0.593,0.5,2.6,4.3,0.615,3.0,8.6,11.6,5.0,1.0,2.0,2.6,4.6,19.2,,millspa01,0.261
2021-22,36.0,PHI,NBA,C,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,,millspa01,
2012-13,22.0,OKC,NBA,PG,11.0,9.0,368.0,5.6,11.6,0.479,1.3,4.2,4.3,7.4,0.579,0.534,2.5,2.8,0.897,0.4,4.9,5.3,3.9,0.5,0.6,2.1,3.3,15.0,,jacksre01,0.302
2013-14,23.0,OKC,NBA,PG,19.0,4.0,531.0,5.1,10.9,0.466,1.4,3.6,3.7,7.3,0.5,0.531,2.6,3.0,0.886,0.9,4.0,4.9,3.1,0.3,0.3,2.6,3.3,14.2,,jacksre01,0.396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksre01,
2015-16,25.0,DET,NBA,PG,4.0,4.0,147.0,6.1,13.5,0.455,0.7,4.4,5.4,9.1,0.595,0.482,1.0,1.0,1.0,0.5,2.7,3.2,9.1,1.5,0.5,2.4,2.4,14.0,,jacksre01,0.167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksre01,
2018-19,28.0,DET,NBA,PG,4.0,4.0,108.0,9.3,21.7,0.431,3.0,7.0,6.3,14.7,0.432,0.5,2.0,2.3,0.857,1.7,2.7,4.3,9.3,1.0,0.0,1.7,4.0,23.7,,jacksre01,0.429
2019-20,29.0,LAC,NBA,PG,12.0,1.0,170.0,4.4,10.2,0.438,3.6,6.8,0.8,3.4,0.25,0.615,0.0,0.0,,0.4,4.0,4.4,2.3,0.4,0.2,1.1,3.8,12.5,,jacksre01,0.531
2020-21,30.0,LAC,NBA,SG,19.0,17.0,622.0,7.1,14.6,0.484,3.4,8.2,3.7,6.4,0.582,0.599,2.1,2.4,0.878,0.4,3.1,3.5,3.8,1.0,0.2,1.6,2.8,19.6,,jacksre01,0.408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksre01,
2022-23,32.0,DEN,NBA,PG,6.0,0.0,18.0,2.0,4.0,0.5,2.0,4.0,0.0,0.0,,0.75,0.0,0.0,,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,6.0,,jacksre01,0.5
2023-24,33.0,DEN,NBA,PG,12.0,0.0,117.0,4.9,14.8,0.333,2.5,7.1,2.5,7.7,0.32,0.417,0.6,0.6,1.0,0.6,4.0,4.6,3.7,0.6,0.3,2.5,3.7,12.9,,jacksre01,0.348
1996-97,30.0,MIN,NBA,C,3.0,3.0,118.0,4.6,8.8,0.517,0.0,0.0,4.6,8.8,0.517,0.517,2.4,3.1,0.8,5.8,4.9,10.7,1.2,0.6,0.9,0.3,3.4,11.6,,garrede01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garrede01,
1998-99,32.0,MIN,NBA,C,4.0,3.0,92.0,3.9,7.0,0.556,0.0,0.0,3.9,7.0,0.556,0.556,0.8,2.0,0.4,3.5,2.7,6.3,2.0,0.8,1.2,0.8,6.3,8.6,,garrede01,
1999-00,33.0,MIN,NBA,C,3.0,0.0,16.0,2.3,4.5,0.5,0.0,0.0,2.3,4.5,0.5,0.5,2.3,4.5,0.5,2.3,2.3,4.5,0.0,0.0,2.3,0.0,4.5,6.8,,garrede01,
2000-01,34.0,MIN,NBA,C,3.0,2.0,41.0,3.5,10.5,0.333,0.0,0.0,3.5,10.5,0.333,0.333,4.4,5.3,0.833,1.8,6.1,7.9,0.0,0.9,0.9,0.0,5.3,11.4,,garrede01,
1983-84,24.0,DAL,NBA,SF,10.0,,350.0,9.1,18.9,0.478,0.0,0.5,9.1,18.4,0.492,0.478,4.5,5.9,0.772,2.2,5.7,7.8,3.3,0.5,0.5,2.8,3.5,22.6,,aguirma01,0.0
1984-85,25.0,DAL,NBA,SF,4.0,4.0,164.0,9.7,19.5,0.494,0.2,0.4,9.4,19.1,0.494,0.5,5.9,7.0,0.844,3.5,3.1,6.6,3.5,0.7,0.0,3.3,3.5,25.5,,aguirma01,0.5
1985-86,26.0,DAL,NBA,SF,10.0,10.0,345.0,11.0,22.3,0.491,0.2,0.6,10.7,21.7,0.495,0.495,3.7,5.7,0.636,2.2,5.2,7.4,5.6,0.9,0.0,2.4,2.9,25.8,,aguirma01,0.333
1986-87,27.0,DAL,NBA,SF,4.0,4.0,130.0,8.6,17.2,0.5,0.0,1.1,8.6,16.1,0.534,0.5,6.4,8.3,0.767,3.0,3.6,6.6,2.2,2.2,0.0,2.5,4.2,23.5,,aguirma01,0.0
1987-88,28.0,DAL,NBA,SF,17.0,17.0,558.0,9.5,19.0,0.5,0.8,2.2,8.6,16.8,0.515,0.522,3.9,5.5,0.698,2.2,4.3,6.5,3.6,0.9,0.6,2.6,3.2,23.7,,aguirma01,0.382
1988-89,29.0,DET,NBA,SF,17.0,17.0,462.0,6.9,14.2,0.489,0.6,2.3,6.3,11.9,0.529,0.511,2.2,3.0,0.737,2.0,3.8,5.8,2.2,0.6,0.2,1.6,3.0,16.7,,aguirma01,0.276
1989-90,30.0,DET,NBA,SF,20.0,3.0,439.0,7.1,15.1,0.467,0.7,2.0,6.4,13.1,0.488,0.489,3.2,4.3,0.75,2.5,4.9,7.5,2.2,0.8,0.2,2.5,4.2,18.0,,aguirma01,0.333
1990-91,31.0,DET,NBA,SF,15.0,2.0,397.0,8.2,16.1,0.506,1.1,3.0,7.1,13.1,0.538,0.539,3.8,4.6,0.824,1.5,4.0,5.5,2.6,1.1,0.1,1.8,3.7,21.2,,aguirma01,0.364
1991-92,32.0,DET,NBA,SF,5.0,0.0,113.0,5.1,15.3,0.333,0.3,1.6,4.8,13.7,0.349,0.344,3.8,5.1,0.75,1.3,1.6,2.9,3.8,0.6,0.3,4.1,2.9,14.3,,aguirma01,0.2
1952-53,24.0,NYK,NBA,,4.0,,19.0,7.6,9.5,0.8,,,,,,,0.0,1.9,0.0,,,1.9,3.8,,,,5.7,15.2,,raikesh01,
1983-84,28.0,DAL,NBA,PG,10.0,,304.0,3.9,8.6,0.452,0.0,0.2,3.9,8.4,0.465,0.452,1.8,2.3,0.789,0.7,1.5,2.3,5.9,0.7,0.0,2.1,2.1,9.6,,davisbr01,0.0
1984-85,29.0,DAL,NBA,PG,4.0,4.0,113.0,4.1,8.3,0.5,1.0,2.5,3.2,5.7,0.556,0.558,3.8,4.1,0.923,0.3,2.2,2.5,7.0,1.3,0.3,1.9,3.5,13.1,,davisbr01,0.375
1985-86,30.0,DAL,NBA,PG,10.0,0.0,163.0,5.3,9.7,0.545,2.2,3.3,3.1,6.4,0.483,0.659,4.2,5.3,0.792,0.2,4.0,4.2,5.1,0.7,0.0,3.3,4.9,17.0,,davisbr01,0.667
1986-87,31.0,DAL,NBA,PG,4.0,0.0,75.0,6.2,11.0,0.565,0.0,1.0,6.2,10.1,0.619,0.565,3.4,4.3,0.778,1.0,3.4,4.3,8.2,0.0,0.0,2.9,1.9,15.8,,davisbr01,0.0
1987-88,32.0,DAL,NBA,PG,17.0,0.0,295.0,5.1,8.5,0.6,0.1,0.6,5.0,7.9,0.631,0.607,2.9,3.2,0.923,0.1,2.3,2.4,6.7,0.4,0.6,3.5,4.1,13.3,,davisbr01,0.2
1949-50,23.0,INO,NBA,PF,5.0,,,,,0.301,,,,,,,,,0.853,,,,,,,,,,,joneswa01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joneswa01,
1951-52,25.0,INO,NBA,PF,1.0,,8.0,4.5,13.5,0.333,,,,,,,0.0,0.0,,,,0.0,0.0,,,,9.0,9.0,,joneswa01,
2007-08,25.0,PHI,NBA,PF,2.0,0.0,10.0,7.2,14.4,0.5,0.0,0.0,7.2,14.4,0.5,0.5,3.6,7.2,0.5,18.0,7.2,25.2,0.0,0.0,0.0,0.0,7.2,18.0,,amundlo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amundlo01,
2009-10,27.0,PHO,NBA,PF,16.0,0.0,194.0,3.5,6.7,0.528,0.0,0.0,3.5,6.7,0.528,0.528,1.7,3.9,0.429,5.6,4.8,10.4,0.2,1.1,1.3,1.1,5.8,8.7,,amundlo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amundlo01,
2011-12,29.0,IND,NBA,PF,11.0,0.0,94.0,4.6,8.8,0.522,0.0,0.0,4.6,8.8,0.522,0.522,1.1,2.3,0.5,2.3,6.5,8.8,0.8,0.8,1.9,1.5,6.1,10.3,,amundlo01,
1984-85,22.0,DET,NBA,SF,2.0,0.0,9.0,4.0,12.0,0.333,0.0,0.0,4.0,12.0,0.333,0.333,0.0,0.0,,0.0,8.0,8.0,4.0,0.0,0.0,0.0,4.0,8.0,,campbto01,
1985-86,23.0,DET,NBA,SF,2.0,0.0,16.0,9.0,22.5,0.4,0.0,0.0,9.0,22.5,0.4,0.4,2.3,4.5,0.5,0.0,4.5,4.5,0.0,0.0,0.0,2.3,11.3,20.3,,campbto01,
1986-87,24.0,DET,NBA,SF,4.0,0.0,13.0,8.3,16.6,0.5,2.8,2.8,5.5,13.8,0.4,0.583,5.5,5.5,1.0,0.0,13.8,13.8,0.0,0.0,0.0,0.0,2.8,24.9,,campbto01,1.0
1987-88,25.0,LAL,NBA,SF,15.0,0.0,94.0,6.9,16.1,0.429,0.0,0.4,6.9,15.7,0.439,0.429,4.2,6.1,0.688,1.5,2.3,3.8,1.9,1.1,0.0,1.9,6.1,18.0,,campbto01,0.0
1988-89,26.0,LAL,NBA,SF,9.0,1.0,106.0,6.5,10.5,0.613,0.7,1.4,5.8,9.2,0.63,0.645,5.4,7.5,0.727,1.4,2.7,4.1,2.0,1.0,0.0,3.1,8.8,19.0,,campbto01,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campbto01,
1992-93,30.0,NYK,NBA,SF,2.0,0.0,33.0,4.4,10.9,0.4,0.0,1.1,4.4,9.8,0.444,0.4,6.5,8.7,0.75,2.2,2.2,4.4,2.2,1.1,0.0,3.3,7.6,15.3,,campbto01,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campbto01,
1994-95,32.0,CLE,NBA,SF,4.0,0.0,37.0,5.8,13.6,0.429,1.0,1.9,4.9,11.7,0.417,0.464,9.7,11.7,0.833,1.0,1.0,1.9,1.0,1.0,1.0,2.9,2.9,22.4,,campbto01,0.5
2004-05,22.0,PHO,NBA,PG,12.0,0.0,116.0,3.7,10.9,0.343,1.2,3.1,2.5,7.8,0.32,0.4,0.6,1.2,0.5,1.6,3.7,5.3,3.7,0.9,0.0,1.6,2.5,9.3,,barbole01,0.4
2005-06,23.0,PHO,NBA,SG,20.0,3.0,632.0,5.9,12.5,0.47,1.5,3.9,4.3,8.5,0.507,0.532,2.8,3.3,0.862,0.3,1.5,1.8,3.1,0.9,0.2,1.7,3.8,16.1,,barbole01,0.391
2006-07,24.0,PHO,NBA,SG,11.0,1.0,349.0,6.6,16.3,0.405,1.9,6.1,4.7,10.2,0.465,0.462,2.9,4.0,0.718,0.7,3.2,3.9,2.5,1.2,0.2,2.3,3.1,17.9,,barbole01,0.305
2007-08,25.0,PHO,NBA,SG,5.0,1.0,143.0,4.8,13.8,0.345,1.0,4.5,3.8,9.3,0.405,0.382,2.5,2.8,0.909,0.5,4.5,5.0,2.3,0.8,0.0,1.0,2.5,13.1,,barbole01,0.222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barbole01,
2009-10,27.0,PHO,NBA,PG,16.0,0.0,250.0,6.2,14.8,0.417,1.7,5.0,4.5,9.8,0.456,0.476,2.4,3.5,0.708,0.3,2.7,3.0,2.9,0.7,0.3,2.2,4.8,16.6,,barbole01,0.343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barbole01,
2011-12,29.0,IND,NBA,SG,11.0,0.0,223.0,4.4,11.8,0.37,0.5,3.2,3.9,8.6,0.453,0.39,1.0,1.9,0.5,0.8,3.1,3.9,2.3,0.8,0.2,2.1,3.7,10.2,,barbole01,0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barbole01,
2014-15,32.0,GSW,NBA,SG,21.0,0.0,229.0,6.1,13.8,0.443,1.3,3.6,4.9,10.2,0.477,0.489,2.8,3.5,0.818,1.3,3.0,4.2,2.8,0.9,0.2,1.9,3.8,16.3,,barbole01,0.348
2015-16,33.0,GSW,NBA,SG,23.0,0.0,254.0,7.2,12.5,0.58,1.6,4.0,5.7,8.5,0.667,0.642,2.3,3.0,0.762,1.6,2.3,3.8,2.1,1.6,0.1,1.6,3.4,18.3,,barbole01,0.393
1968-69,24.0,DLC,ABA,C,7.0,,131.0,4.4,8.5,0.516,0.0,0.0,4.4,8.5,0.516,0.516,1.9,3.6,0.538,,,11.5,2.2,,,1.1,5.2,10.7,,smithjo01,
1969-70,25.0,NYA,ABA,C,2.0,,10.0,0.0,10.8,0.0,0.0,3.6,0.0,7.2,0.0,0.0,0.0,0.0,,,,7.2,0.0,,,,,0.0,,smithjo01,0.0
2008-09,23.0,POR,NBA,PF,6.0,6.0,237.0,7.7,15.8,0.49,0.2,0.6,7.6,15.2,0.5,0.495,2.1,3.0,0.7,1.4,5.5,6.8,1.2,0.5,1.5,1.5,2.4,17.8,,aldrila01,0.25
2009-10,24.0,POR,NBA,PF,6.0,6.0,229.0,6.3,14.6,0.43,0.2,0.3,6.1,14.3,0.429,0.435,5.2,6.9,0.75,1.6,4.1,5.7,2.0,1.1,1.7,1.7,2.5,17.9,,aldrila01,0.5
2010-11,25.0,POR,NBA,PF,6.0,6.0,258.0,7.4,16.0,0.461,0.0,0.0,7.4,16.0,0.461,0.461,2.7,3.3,0.792,2.2,4.0,6.3,1.1,1.1,1.4,1.3,2.7,17.4,,aldrila01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aldrila01,
2013-14,28.0,POR,NBA,PF,11.0,11.0,441.0,9.2,20.4,0.452,0.2,0.2,9.1,20.2,0.449,0.456,4.9,6.1,0.8,2.4,7.1,9.6,1.3,0.6,1.5,1.6,3.3,23.5,,aldrila01,0.667
2014-15,29.0,POR,NBA,PF,5.0,5.0,208.0,6.4,19.4,0.33,0.5,1.9,5.9,17.5,0.337,0.344,5.5,6.2,0.889,3.6,6.1,9.7,1.6,0.3,2.1,1.4,2.8,18.9,,aldrila01,0.273
2015-16,30.0,SAS,NBA,PF,10.0,10.0,337.0,9.4,18.1,0.521,0.2,0.2,9.2,17.8,0.515,0.527,4.4,4.9,0.891,2.4,6.5,8.9,1.1,0.4,1.5,1.2,1.9,23.4,,aldrila01,1.0
2016-17,31.0,SAS,NBA,PF,16.0,16.0,537.0,7.4,16.1,0.458,0.1,0.9,7.2,15.2,0.478,0.463,2.8,3.7,0.764,2.9,5.1,8.0,1.6,0.7,1.1,1.9,2.7,17.7,,aldrila01,0.143
2017-18,32.0,SAS,NBA,C,5.0,5.0,177.0,7.5,16.3,0.463,0.6,1.0,6.9,15.3,0.453,0.481,8.3,8.5,0.976,2.6,6.7,9.4,2.4,0.6,0.4,1.8,1.8,24.0,,aldrila01,0.6
2018-19,33.0,SAS,NBA,C,7.0,7.0,244.0,8.1,17.9,0.455,0.4,1.6,7.7,16.2,0.473,0.467,4.0,4.9,0.818,2.8,7.1,9.9,2.8,0.7,1.0,1.0,3.1,20.7,,aldrila01,0.273
1950-51,22.0,NYK,NBA,SF,8.0,,,,,0.333,,,,,,,,,0.333,,,,,,,,,,,kaftage01,
1951-52,23.0,NYK,NBA,SF,13.0,,232.0,4.0,10.2,0.394,,,,,,,4.3,6.5,0.667,,,4.7,3.4,,,,6.4,12.4,,kaftage01,
2022-23,22.0,SAC,NBA,SF,7.0,7.0,194.0,4.8,10.8,0.448,2.2,5.9,2.6,4.8,0.538,0.552,0.7,1.1,0.667,2.8,5.4,8.2,0.9,0.7,0.4,0.7,3.3,12.6,,murrake02,0.375
1969-70,23.0,CHI,NBA,PF,3.0,,14.0,2.6,7.7,0.333,,,,,,,5.1,7.7,0.667,,,15.4,10.3,,,,5.1,10.3,,kauffbo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kauffbo01,
1973-74,27.0,BUF,NBA,PF,2.0,,10.0,3.6,10.8,0.333,,,,,,,0.0,7.2,0.0,3.6,0.0,3.6,7.2,0.0,0.0,,10.8,7.2,,kauffbo01,
2012-13,23.0,IND,NBA,SG,12.0,0.0,28.0,2.6,14.1,0.182,1.3,3.9,1.3,10.3,0.125,0.227,6.4,11.6,0.556,0.0,3.9,3.9,1.3,0.0,0.0,1.3,0.0,12.9,,johnsor01,0.333
1952-53,26.0,MNL,NBA,SG,11.0,,198.0,4.4,10.2,0.429,,,,,,,2.9,3.6,0.8,,,4.2,2.4,,,,5.3,11.6,,skoogwh01,
1953-54,27.0,MNL,NBA,SG,13.0,,402.0,3.8,9.6,0.393,,,,,,,1.1,1.9,0.571,,,4.2,2.1,,,,5.4,8.6,,skoogwh01,
1954-55,28.0,MNL,NBA,SG,7.0,,241.0,5.4,13.7,0.391,,,,,,,2.8,3.1,0.905,,,5.5,2.4,,,,4.5,13.6,,skoogwh01,
1955-56,29.0,MNL,NBA,SG,3.0,,90.0,5.2,12.4,0.419,,,,,,,1.2,4.4,0.273,,,7.2,7.2,,,,4.4,11.6,,skoogwh01,
1978-79,22.0,WSB,NBA,C,12.0,,63.0,2.3,8.6,0.267,,,0.0,0.0,0.267,0.267,0.0,0.0,,6.9,7.4,14.3,2.9,1.1,0.0,2.3,5.1,4.6,,corzida01,
1979-80,23.0,WSB,NBA,C,2.0,,9.0,16.0,20.0,0.8,0.0,0.0,16.0,20.0,0.8,0.8,8.0,8.0,1.0,8.0,4.0,12.0,0.0,0.0,0.0,12.0,8.0,40.0,,corzida01,
1980-81,24.0,SAS,NBA,C,7.0,,161.0,6.0,12.3,0.491,0.0,0.0,6.0,12.3,0.491,0.491,2.0,2.9,0.692,2.7,8.0,10.7,3.6,0.9,1.8,2.5,3.4,14.1,,corzida01,
1981-82,25.0,SAS,NBA,C,9.0,,258.0,6.8,14.8,0.462,0.0,0.0,6.8,14.8,0.462,0.462,3.3,4.7,0.706,5.3,6.6,11.9,2.4,0.8,1.3,2.8,4.2,17.0,,corzida01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corzida01,
1984-85,28.0,CHI,NBA,C,4.0,4.0,77.0,6.5,9.8,0.667,0.0,0.0,6.5,9.8,0.667,0.667,2.3,2.8,0.833,4.2,6.1,10.3,1.4,0.9,0.5,2.3,6.5,15.4,,corzida01,
1985-86,29.0,CHI,NBA,C,3.0,3.0,103.0,5.6,10.1,0.552,0.0,0.0,5.6,10.1,0.552,0.552,1.4,1.4,1.0,2.1,7.3,9.4,2.1,0.3,0.7,2.1,4.2,12.6,,corzida01,
1986-87,30.0,CHI,NBA,C,3.0,3.0,122.0,3.0,6.5,0.455,0.0,0.0,3.0,6.5,0.455,0.455,2.1,2.7,0.778,2.1,4.1,6.2,2.1,0.3,0.9,2.1,1.8,8.0,,corzida01,
1987-88,31.0,CHI,NBA,C,10.0,10.0,308.0,3.2,8.9,0.355,0.0,0.0,3.2,8.9,0.355,0.355,0.8,1.5,0.538,1.8,4.9,6.7,0.9,0.4,0.9,1.4,2.5,7.1,,corzida01,
1988-89,32.0,CHI,NBA,C,16.0,0.0,219.0,4.4,10.5,0.422,0.0,0.0,4.4,10.5,0.422,0.422,1.8,2.8,0.647,2.3,4.4,6.7,1.5,0.7,1.0,1.8,4.4,10.7,,corzida01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corzida01,
1990-91,34.0,SEA,NBA,C,2.0,0.0,12.0,6.0,9.0,0.667,0.0,0.0,6.0,9.0,0.667,0.667,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0,,corzida01,
2002-03,25.0,PHI,NBA,PF,12.0,12.0,389.0,5.0,9.3,0.535,0.0,0.0,5.0,9.3,0.535,0.535,1.8,2.7,0.655,3.9,6.5,10.4,1.0,0.7,0.5,1.8,3.9,11.8,,thomake01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomake01,
2004-05,27.0,SAC,NBA,PF,5.0,5.0,153.0,5.4,10.6,0.511,0.0,0.0,5.4,10.6,0.511,0.511,3.3,4.7,0.7,4.0,6.4,10.4,2.8,0.9,0.5,1.9,5.2,14.1,,thomake01,
2005-06,28.0,SAC,NBA,PF,6.0,6.0,148.0,3.2,5.8,0.542,0.0,0.0,3.2,5.8,0.542,0.542,2.2,3.2,0.692,2.9,3.6,6.6,1.9,1.2,0.0,2.2,5.4,8.5,,thomake01,
2014-15,26.0,CLE,NBA,PF,4.0,4.0,107.0,5.7,13.8,0.415,3.0,7.1,2.7,6.7,0.4,0.524,4.7,6.4,0.737,2.0,7.4,9.4,3.4,0.3,0.7,2.0,4.0,19.2,,loveke01,0.429
2015-16,27.0,CLE,NBA,PF,20.0,19.0,613.0,5.4,14.0,0.385,2.7,6.5,2.7,7.5,0.359,0.481,3.7,4.4,0.84,2.0,8.3,10.3,2.5,0.5,0.5,1.6,2.0,17.2,,loveke01,0.414
2016-17,28.0,CLE,NBA,PF,18.0,18.0,578.0,5.9,13.6,0.436,3.1,6.9,2.8,6.7,0.421,0.55,3.9,4.7,0.84,2.2,9.7,11.9,1.9,1.3,1.0,1.9,2.9,18.9,,loveke01,0.45
2017-18,29.0,CLE,NBA,C,21.0,21.0,660.0,5.9,15.2,0.392,2.0,5.8,4.0,9.4,0.424,0.457,3.2,3.5,0.922,2.7,9.1,11.7,1.9,0.8,0.4,2.2,3.2,17.1,,loveke01,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loveke01,
2022-23,34.0,MIA,NBA,PF,20.0,18.0,359.0,4.5,11.9,0.378,3.3,8.8,1.2,3.1,0.387,0.517,1.4,1.6,0.875,1.4,9.7,11.1,2.4,0.9,0.7,1.0,3.5,13.7,,loveke01,0.375
2023-24,35.0,MIA,NBA,PF,5.0,0.0,32.0,4.5,10.1,0.444,1.1,4.5,3.4,5.6,0.6,0.5,0.0,0.0,,1.1,14.6,15.8,4.5,0.0,0.0,2.3,2.3,10.1,,loveke01,0.25
2021-22,27.0,NOP,NBA,C,1.0,0.0,2.0,18.0,72.0,0.25,0.0,18.0,18.0,54.0,0.333,0.25,0.0,0.0,,36.0,0.0,36.0,0.0,0.0,0.0,0.0,18.0,36.0,,hernawi01,0.0
2014-15,30.0,DAL,NBA,PF,5.0,0.0,43.0,9.2,20.9,0.44,6.7,15.9,2.5,5.0,0.5,0.6,0.0,0.0,,3.3,7.5,10.9,2.5,0.8,0.8,0.0,8.4,25.1,,villach01,0.421
2015-16,31.0,DAL,NBA,PF,4.0,0.0,20.0,5.4,21.6,0.25,1.8,9.0,3.6,12.6,0.286,0.292,3.6,3.6,1.0,0.0,3.6,3.6,1.8,0.0,0.0,1.8,3.6,16.2,,villach01,0.2
1955-56,23.0,PHW,NBA,SG,10.0,,360.0,3.8,10.7,0.355,,,,,,,4.7,6.0,0.783,,,10.1,5.8,,,,4.7,12.3,,golato01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golato01,
1957-58,25.0,PHW,NBA,SG,8.0,,327.0,4.0,12.0,0.33,,,,,,,4.2,5.6,0.745,,,9.2,3.5,,,,2.6,12.1,,golato01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golato01,
1959-60,27.0,PHW,NBA,SG,9.0,,340.0,4.4,10.8,0.412,,,,,,,3.1,3.8,0.806,,,10.1,5.3,,,,4.3,12.0,,golato01,
1960-61,28.0,PHW,NBA,SG,3.0,,127.0,2.0,9.6,0.206,,,,,,,4.3,5.7,0.75,,,10.5,4.3,,,,4.0,8.2,,golato01,
1961-62,29.0,PHW,NBA,SG,9.0,,316.0,2.2,8.0,0.271,,,,,,,2.2,2.8,0.76,,,8.4,2.7,,,,4.3,6.5,,golato01,
1971-72,21.0,FLO,ABA,PF,4.0,,156.0,5.5,13.2,0.421,0.0,0.0,5.5,13.2,0.421,0.421,4.2,5.8,0.72,,,9.2,0.9,,,2.1,3.7,15.2,,longwi01,
1972-73,22.0,DNR,ABA,PF,4.0,,53.0,3.4,13.6,0.25,0.0,0.0,3.4,13.6,0.25,0.25,3.4,4.1,0.833,2.7,3.4,6.1,0.7,,,7.5,8.8,10.2,,longwi01,
